SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5204MI(2),10/15/2008,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,1,4624.95,0,4624.95,Normal
Invoice,5064TI(2),10/16/2008,6763,9303,Motorola - FR,France,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,1,16304.3,0,16304.3,Normal
Invoice,5131CD(2),10/17/2008,,8747,"Aethercomm, Inc.",United States,NORTH AMERICA,MWO-205-MLW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5131CD(2),10/17/2008,,8747,"Aethercomm, Inc.",United States,NORTH AMERICA,MWO-205-PLW,MWO-PURC,MWO NonLinear & Layout; Purchase/Locked/Win,300-4015-00,AWR,1,8050,800,7250,Normal
Invoice,5159TD(2),10/17/2008,,9203,Lawrence Burns Consultant,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,9450,1890,7560,Normal
Invoice,5901CI.,10/17/2008,1541,4840,Baker Hughes,Germany,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,RES30,1,201.57,0,201.57,Normal
Invoice,5901CI.,10/17/2008,1541,4840,Baker Hughes,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,1,907.07,0,907.07,Normal
Invoice,5901CI.,10/17/2008,1541,4840,Baker Hughes,Germany,EUROPE,MWO-100-PLW,MWO-PURC,MWO Linear; Purchase/Locked/Win,300-4015-00,RES30,1,5240.87,614.79,4626.08,Normal
Invoice,5904MI,10/17/2008,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,ANO-229-MFW,ANO-MAIN,ANO for RFIC; 12M Maint/Floating/Win,000-2301-00,RES20,1,14040,0,14040,Normal
Invoice,5904MI,10/17/2008,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,ANO-229-MLW,ANO-MAIN,ANO for RFIC; 12M Maint/Locked/Win,000-2301-00,RES20,3,10530.4,0,31591.2,Normal
Invoice,5904MI,10/17/2008,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,RES20,3,2808,468,7020,Normal
Invoice,5905MD,10/17/2008,,8707,Raul Lozano,United States,NORTH AMERICA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,AWR,1,1350,0,1350,Normal
Invoice,5906UI,10/17/2008,1541,3760,University of Ulm,Germany,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2310,1907.5,402.5,Normal
Invoice,5906UI,10/17/2008,1541,3760,University of Ulm,Germany,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES30,1,2310,1907.5,402.5,Normal
Invoice,5907MD,10/17/2008,,9172,Aerospace Corporation,United States,NORTH AMERICA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,AWR,1,2700,0,2700,Normal
Invoice,5907MD,10/17/2008,,9172,Aerospace Corporation,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4100,0,4100,Normal
Invoice,5908OI,10/17/2008,1450,1450,Icon Design Automation Pvt. Ltd,India,ASIA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,5,124.8,0,624,Normal
Invoice,NC 101308,10/17/2008,1541,1554,FH Rosenheim,Germany,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2310,2310,0,Normal
Invoice,5164D(2),10/18/2008,,6710,Tecom Industries,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,9450,0,9450,Normal
Invoice,4268LD(3),10/20/2008,,8977,Torrey Pines Technologies,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,4268LD(3),10/20/2008,,8977,Torrey Pines Technologies,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,8400,1260,7140,Normal
Invoice,4886TD-UP(1),10/20/2008,,10030073,Wavestream,United States,NORTH AMERICA,UPG-TERM,,Upgrade Term License from MWO-228-TLW to MWO-228-TFW,000-2300-00,AWR,2,4200,1050,6300,Normal
Invoice,5888CD,10/20/2008,,9403,TeraSys Technologies LLC,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,5888CD,10/20/2008,,9403,TeraSys Technologies LLC,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4100,0,4100,Normal
Invoice,5888CD,10/20/2008,,9403,TeraSys Technologies LLC,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,27000,13500,13500,Normal
Invoice,5902CI,10/20/2008,,9551,Askey Computer Corp,Taiwan R.O.C.,ASIA,MWO-229-MFW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Floating/Win,000-2301-00,INT,1,24000,0,24000,Normal
Invoice,5902CI,10/20/2008,,9551,Askey Computer Corp,Taiwan R.O.C.,ASIA,MWO-229-PFW,MWO-PURC,MWO for MMIC & Modules; Purchase/Floating/Win,300-4015-00,INT,1,80000,4600,75400,Normal
Invoice,5903TMD,10/20/2008,,4862,Rockwell Collins,United States,NORTH AMERICA,CAL-100-TFW,CAL-TERM,Mentor Calibre DRC/LVS Verification Interface; Term/Floating/Win,000-2300-00,AWR,1,12375,6844.03,5530.97,Normal
Invoice,5903TMD,10/20/2008,,4862,Rockwell Collins,United States,NORTH AMERICA,FIL-100-M2W,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/WAN 2 TZ/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5903TMD,10/20/2008,,4862,Rockwell Collins,United States,NORTH AMERICA,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating/Win,000-2300-00,AWR,1,24750,4174.79,20575.21,Normal
Invoice,5903TMD,10/20/2008,,4862,Rockwell Collins,United States,NORTH AMERICA,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating/Win,000-2300-00,AWR,1,13500,2277.16,11222.84,Normal
Invoice,5903TMD,10/20/2008,,4862,Rockwell Collins,United States,NORTH AMERICA,VSS-250-T2W,VSS-TERM,VSS for Communication Signals; Term/WAN 2 TZ/Win,000-2300-00,AWR,1,10833.33,1827.35,9005.98,Normal
Invoice,5914MI,10/20/2008,8930,379-KK,Panasonic Corporation,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,JAP,1,1589.3,0,1589.3,Normal
Invoice,5914MI,10/20/2008,8930,379-KK,Panasonic Corporation,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,79.46,0,79.46,Normal
Invoice,5910TD,10/22/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,FIL-100-TLW,FIL-TERM,Nuhertz Filter Synthesis; Term/Locked/Win,000-2300-00,AWR,1,244,0,244,Normal
Invoice,5910TD,10/22/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,MWO-229-TLW,MWO-TERM,MWO for MMIC & Modules; Term/Locked/Win,000-2300-00,AWR,2,1462.5,0,2925,Normal
Invoice,5910TD,10/22/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,VSS-350-TLW,VSS-TERM,VSS for Wireless Communication Standards; Term/Locked/Win,000-2300-00,AWR,2,780,0,1560,Normal
Invoice,4334LI(3),10/23/2008,1445,8890,CERN,Switzerland,EUROPE,HSP-100-TFW,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/Floating/Win,000-2300-00,RES30,1,4117.65,1231.9,2885.75,Normal
Invoice,4334LI(3),10/23/2008,1445,8890,CERN,Switzerland,EUROPE,MWO-205-TFW,MWO-TERM,MWO NonLinear & Layout; Term/Floating/Win,000-2300-00,RES30,1,8918,4592.77,4325.23,Normal
Invoice,5132TD(2),10/23/2008,,9320,"AISD, Inc.",United States,NORTH AMERICA,MWO-100-TFM,,Linear Simulator Term Floating License,300-4000-00,,1,3080,0,3080,Normal
Invoice,5916TD-1,10/23/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,FIL-100-TLW,FIL-TERM,Nuhertz Filter Synthesis; Term/Locked/Win,000-2300-00,AWR,1,2700,270,2430,Normal
Invoice,5916TD-1,10/23/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,2,200,0,400,Normal
Invoice,5916TD-1,10/23/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,MWO-229-TLW,MWO-TERM,MWO for MMIC & Modules; Term/Locked/Win,000-2300-00,AWR,2,15800,1888.82,27822.36,Normal
Invoice,5916TD-1,10/23/2008,,9523,John Deere World Headquarters,United States,NORTH AMERICA,VSS-350-TLW,VSS-TERM,VSS for Wireless Communication Standards; Term/Locked/Win,000-2300-00,AWR,2,8400,1004.18,14791.64,Normal
Invoice,5911UI,10/24/2008,,9393,John Hopkins University,United States,NORTH AMERICA,MWO-228-UFW,,Microwave Office for MMIC Non-commercial University License.,300-4000-00,AWR,1,2500,0,2500,Normal
Invoice,5912MI,10/24/2008,1541,8659,Krohne MeBtechnik,Germany,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,RES30,1,4031.44,0,4031.44,Normal
Invoice,5913UI,10/24/2008,9555,4566,Nanyang Technologies Univ,Singapore,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES20,1,2640,0,2640,Normal
Invoice,5913UI,10/24/2008,9555,4566,Nanyang Technologies Univ,Singapore,ASIA,VSS-250-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES20,1,2640,0,2640,Normal
Invoice,5915MI,10/24/2008,8930,7482-KK,"Panasonic Electric Works Co., Ltd.",Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,233.72,0,233.72,Normal
Invoice,5915MI,10/24/2008,8930,7482-KK,"Panasonic Electric Works Co., Ltd.",Japan,ASIA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,JAP,1,4674.4,0,4674.4,Normal
Invoice,5917MI,10/24/2008,1601,10040080,"Kojima Press Industry Co., Ltd - Research",Japan,ASIA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,CYB,1,5090.43,0,5090.43,Normal
Invoice,5918MI,10/24/2008,1601,8718,Taiyo Yuden Co. Ltd.,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,3820.39,0,3820.39,Normal
Invoice,5919MD,10/24/2008,,8568,Pulse Engineering,United States,NORTH AMERICA,MWO-105-MFW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Floating/Win,000-2301-00,AWR,1,2400,0,2400,Normal
Invoice,5919MD,10/24/2008,,8568,Pulse Engineering,United States,NORTH AMERICA,MWO-125-MFW,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/Floating/Win",000-2301-00,AWR,3,3600,0,10800,Normal
Invoice,5920CD,10/24/2008,,1803,Inphi,United States,NORTH AMERICA,MWO-205-MFW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Floating/Win,000-2301-00,AWR,1,4800,0,4800,Normal
Invoice,5920CD,10/24/2008,,1803,Inphi,United States,NORTH AMERICA,MWO-205-PFW,MWO-PURC,MWO NonLinear & Layout; Purchase/Floating/Win,300-4015-00,AWR,1,32000,4800,27200,Normal
Invoice,5921UI,10/24/2008,7696,4705,Universidad Carlos III,Spain,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES20,1,2418.86,1382.21,1036.66,Normal
Invoice,5922UI,10/24/2008,7696,8963,Technical University of Madrid,Spain,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES20,1,2418.86,1382.21,1036.66,Normal
Invoice,5923MI,10/24/2008,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,INT,1,1803.1,0,1803.1,Normal
Invoice,5923MI,10/24/2008,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,MWO-205-MFW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Floating/Win,000-2301-00,INT,1,5769.92,0,5769.92,Normal
Invoice,5923MI,10/24/2008,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,6491.16,0,6491.16,Normal
Invoice,5923MI,10/24/2008,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,INT,1,5769.92,0,5769.92,Normal
Invoice,5924MD,10/24/2008,,8639,Z-Communications,United States,NORTH AMERICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,AWR,1,5400,0,5400,Normal
Invoice,5925SD,10/24/2008,,306,Aeroflex (Main Office),United States,NORTH AMERICA,TRN-100,TRN-TRAI,On-Site Training (Per Day - 5 Student Maximum),000-2302-00,AWR,1,2500,0,2500,Normal
Invoice,5925SD,10/24/2008,,306,Aeroflex (Main Office),United States,NORTH AMERICA,TRN-100,TRN-TRAI,On-Site Training (Per Day - 5 Student Maximum),000-2302-00,AWR,1,2500,0,2500,Normal
Invoice,5927SD,10/24/2008,,9369,DEKA Research & Development Corp.,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5928SD,10/24/2008,,1793,Herley MDI,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5929SD,10/24/2008,,3186,Honeywell,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5930SD,10/24/2008,,9527,Mintera Corp,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,5926TD,10/27/2008,,9298,Honeywell Advanced Technology,United States,NORTH AMERICA,ANO-229-TFW,ANO-TERM,ANO for RFIC; Term/Floating/Win,000-2300-00,AWR,1,17550,5265,12285,Normal
Invoice,5900CI-UP,10/28/2008,,147,ITRI,Taiwan R.O.C.,ASIA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,21600,0,21600,Normal
Invoice,5900CI-UP,10/28/2008,,147,ITRI,Taiwan R.O.C.,ASIA,MWO-225-PFW,MWO-PURC,MWO for MIC/PCB; Purchase/Floating/Win,300-4015-00,INT,1,50400,0,50400,Normal
Invoice,5900CI-UP,10/28/2008,,147,ITRI,Taiwan R.O.C.,ASIA,MWO-229-MFW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Floating/Win,000-2301-00,INT,1,37080,0,37080,Normal
Invoice,5900CI-UP,10/28/2008,,147,ITRI,Taiwan R.O.C.,ASIA,UPG-PROD,,Upgrade Product from MWO-225-PLW to MWO-229-PFW,300-4015-00,INT,1,80820,0,80820,Normal
Invoice,5931CD-UP,10/28/2008,,8722,"Elster Integrated Solutions, LLC",United States,NORTH AMERICA,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,AWR,1,1500,0,1500,Normal
Invoice,5931CD-UP,10/28/2008,,8722,"Elster Integrated Solutions, LLC",United States,NORTH AMERICA,FIL-100-PFW,FIL-PURC,Nuhertz Filter Synthesis; Purchase/Floating/Win,300-4000-00,AWR,1,10000,1000,9000,Normal
Invoice,5931CD-UP,10/28/2008,,8722,"Elster Integrated Solutions, LLC",United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-200-PLW to MWO-225-PFW,300-4015-00,AWR,1,18000,0,18000,Normal
Invoice,5931CD-UP,10/28/2008,,8722,"Elster Integrated Solutions, LLC",United States,NORTH AMERICA,UP-MAINT,,Upgrade associated maintenance,000-2301-00,,1,4185,0,4185,Normal
Invoice,5933MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,ANO-229-MLW,ANO-MAIN,ANO for RFIC; 12M Maint/Locked/Win,000-2301-00,JAP,1,20193.43,605.8,19587.62,Normal
Invoice,5933MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,JAP,2,4674.4,140.23,9068.34,Normal
Invoice,5933MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,MWO-228-MLW,MWO-MAIN,MWO for MMIC; 12M Maint/Locked/Win,000-2301-00,JAP,2,9255.32,277.66,17955.32,Normal
Invoice,5933MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,2629.82,0,2629.82,Normal
Invoice,5933MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,JAP,1,6170.21,185.11,5985.11,Normal
Invoice,5934MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,JAP,1,1948.29,58.45,1889.84,Normal
Invoice,5934MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,JAP,1,2921.5,87.65,2833.86,Normal
Invoice,5934MI,10/28/2008,8930,10010038-KK,Fujitsu Ltd.,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,236.19,0,236.19,Normal
Invoice,5935TI,10/28/2008,8930,10010072-KK,Mitsubishi Electric Corporation,Japan,ASIA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,JAP,1,8694.39,0,8694.39,Normal
Invoice,5935TI,10/28/2008,8930,10010072-KK,Mitsubishi Electric Corporation,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,434.72,0,434.72,Normal
Invoice,5936MD,10/28/2008,,9205,Aman Consulting,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,2025,0,2025,Normal
Invoice,5936MD,10/28/2008,,9205,Aman Consulting,United States,NORTH AMERICA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,AWR,1,1350,0,1350,Normal
Invoice,5937TD,10/28/2008,,1520,Cree Company,United States,NORTH AMERICA,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/Win,000-2300-00,AWR,1,16200,1620,14580,Normal
Invoice,5938MD,10/28/2008,,3502,Keithley Instruments,United States,NORTH AMERICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,AWR,1,5400,0,5400,Normal
Invoice,5938MD,10/28/2008,,3502,Keithley Instruments,United States,NORTH AMERICA,TSW-100-MFW,TSW-MAIN,TestWave Instrumentation Interface; 12M Maint/Floating/Win,000-2301-00,AWR,1,1000,0,1000,Normal
Invoice,4014LI(3)BR,10/30/2008,7396,7045,Microwave and Materials Design,Australia,AUSTRALIA,MWO-125-TLW,MWO-TERM,"MWO Linear, EMSight, & Layout; Term/Locked/Win",000-2300-00,RES20,2,1638.4,0,3276.8,Normal
Invoice,5939MI,10/31/2008,1601,442,Murata Mfg Co Ltd,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,3820.39,0,3820.39,Normal
Invoice,5939MI,10/31/2008,1601,442,Murata Mfg Co Ltd,Japan,ASIA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,CYB,1,2545.21,0,2545.21,Normal
Invoice,5940UI,10/31/2008,1445,3117,Berner Fachhochschule HTA,Switzerland,EUROPE,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2310,1850.8,459.2,Normal
Invoice,5940UI,10/31/2008,1445,3117,Berner Fachhochschule HTA,Switzerland,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES30,1,2310,1850.8,459.2,Normal
Invoice,5941SD,10/31/2008,,6356,ITT Electronics,United States,NORTH AMERICA,TRN-100,TRN-TRAI,On-Site Training (Per Day - 5 Student Maximum),000-2302-00,AWR,2,2500,0,5000,Normal
Invoice,5941SD,10/31/2008,,6356,ITT Electronics,United States,NORTH AMERICA,TRN-100,TRN-TRAI,On-Site Training (Per Day - 5 Student Maximum),000-2302-00,AWR,2,2500,0,5000,Normal
Invoice,5942MD,10/31/2008,3240,3240,National Radio Astronomy Observatory -Headquarters,United States,NORTH AMERICA,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/Win,000-2301-00,AWR,1,1200,0,1200,Normal
Invoice,5942MD,10/31/2008,3240,3240,National Radio Astronomy Observatory -Headquarters,United States,NORTH AMERICA,MWO-105-MFW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Floating/Win,000-2301-00,AWR,1,2400,0,2400,Normal
Invoice,5942MD,10/31/2008,3240,3240,National Radio Astronomy Observatory -Headquarters,United States,NORTH AMERICA,MWO-200-MFW,MWO-MAIN,MWO NonLinear; 12M Maint/Floating/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5942MD,10/31/2008,3240,3240,National Radio Astronomy Observatory -Headquarters,United States,NORTH AMERICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,AWR,1,5400,0,5400,Normal
Invoice,5943TD-1,10/31/2008,,9574,Aquantia Corp,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,5943TD-1,10/31/2008,,9574,Aquantia Corp,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,4750,950,3800,Normal
Invoice,5944CD,10/31/2008,,9561,FIRST RF Corporation,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,5944CD,10/31/2008,,9561,FIRST RF Corporation,United States,NORTH AMERICA,MWO-125-MLW,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/Locked/Win",000-2301-00,AWR,1,2700,0,2700,Normal
Invoice,5944CD,10/31/2008,,9561,FIRST RF Corporation,United States,NORTH AMERICA,MWO-125-PLW,MWO-PURC,"MWO Linear, EMSight, & Layout; Purchase/Locked/Win",300-4015-00,AWR,1,18000,1800,16200,Normal
Invoice,5945MI,10/31/2008,957,1821,Avanex Corporation,Italy,EUROPE,MWO-125-MLW,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/Locked/Win",000-2301-00,RES30,2,2721.22,0,5442.44,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,HSP-100-TFW,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/Floating/Win,000-2300-00,AWR,1,1350,222.05,1127.95,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,AWR,2,2400,394.81,4010.38,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,1,3300,542.86,2757.14,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,2,3300,542.86,5514.28,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win,000-2300-00,AWR,2,3300,542.86,5514.28,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/Win,000-2300-00,AWR,7,2475,407.15,14474.95,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,SON-100-TFW,,Sonnet Suite. Term Floating License Sydney,300-4420-00,AWR,1,3312,544.84,2767.16,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,SON-100-TFW,,Sonnet Engine. Term Floating License Sydney,300-4420-00,AWR,1,2125,349.57,1775.43,Normal
Invoice,4222LID-9,11/1/2008,,1335,Mimix Broadband Inc.,United States,NORTH AMERICA,SON-100-TFW,,Sonnet Engine. Term Floating License Belfast,300-4420-00,AWR,1,2125,349.57,1775.43,Normal
Invoice,4623TI-7,11/1/2008,,210,Saab Microwave Systems,Sweden,EUROPE,ADS-100-TFW,ADS-TERM,Agilent EEsof ADS to MWO Translator; Term/Floating/Win,000-2300-00,INT,1,2022.22,1117.72,904.5,Normal
Invoice,4623TI-7,11/1/2008,,210,Saab Microwave Systems,Sweden,EUROPE,ANO-229-TFW,ANO-TERM,ANO for RFIC; Term/Floating/Win,000-2300-00,INT,2,3412.5,1886.12,3052.76,Normal
Invoice,4623TI-7,11/1/2008,,210,Saab Microwave Systems,Sweden,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & HB Advanced; Term/Floating/Win,000-2300-00,INT,35,606.67,335.31,9497.6,Normal
