SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-P0W,NXG-PURC,ACS NETEX-G Extraction Wizard; Purchase/WAN WW/Win,300-4400-00,AWR,1,336,266,70,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-226 to MWO-225-POW,300-4015-00,AWR,2,550,435,230,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product MWO-225-FLW to MWO-225-P0W,300-4015-00,AWR,1,1500,1187,313,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from VSS-350-PFW to VSS-350-P0W,300-4015-00,AWR,1,1333,1055,278,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-225-PLW to MWO-225-P0W,300-4015-00,AWR,2,2475,1958,1034,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,,Upgrade Product from MWO-100-PLW to MWO-100-P0W,300-4015-00,AWR,1,550,435,115,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-M0W,VSS-MAIN,VSS for Communication Signals; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1507,0,1507,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-P0W,VSS-PURC,VSS for Communication Signals; Purchase/WAN WW/Win,300-4020-00,AWR,1,1100,870,230,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-T0W,VSS-TERM,VSS for Communication Signals; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,VSS-350-M0W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2009,0,2009,Normal
Invoice,5516CTC-3,10/1/2008,,8813,Honeywell,United States,NORTH AMERICA,XEM-100-T0W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN WW/Win,300-4000-00,AWR,1,4900,0,4900,Normal
Return,5620UI-RETURN,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,ANO-229-PLW,,Full Analog Office with Silicon Libraries. Perpetual Locked License for Win.,300-4005-00,RES30,1,70639,0,70639,Normal
Return,5620UI-RETURN,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2275,1775,500,Normal
Return,5620UI-RETURN,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES30,1,2275,1775,500,Normal
Invoice,5620UI-REVISED,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,ANO-229-MLW,ANO-MAIN,ANO for RFIC; 12M Maint/Locked/Win,000-2301-00,RES30,1,9214,0,9214,Normal
Invoice,5620UI-REVISED,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,ANO-229-PLW,,Full Analog Office with Silicon Libraries. Perpetual Locked License for Win.,300-4005-00,RES30,1,61425,0,61425,Normal
Invoice,5620UI-REVISED,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,MWO-225-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2275,1775,500,Normal
Invoice,5620UI-REVISED,10/1/2008,1459,9470,Moscow State Technical University-Commercial,Russia,ASIA,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES30,1,2275,1775,500,Normal
Invoice,5733MI-2,10/1/2008,8930,6343-KK,Fujitsu Labortories Ltd.,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,JAP,1,3499.14,104.55,3394.59,Normal
Invoice,5733MI-2,10/1/2008,8930,6343-KK,Fujitsu Labortories Ltd.,Japan,ASIA,TAX,MISC,Japan Consumption Tax,800-9010-00,JAP,1,169.72,0,169.72,Normal
Invoice,5766MI-2,10/1/2008,8930,5257-KK,Fujitsu Laboratories Ltd.- Hyogo,Japan,ASIA,MWO-229-MLW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Locked/Win,000-2301-00,JAP,1,5786.91,173.61,5613.31,Normal
Invoice,5766MI-2,10/1/2008,8930,5257-KK,Fujitsu Laboratories Ltd.- Hyogo,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,280.67,0,280.67,Normal
Invoice,4847TI(2)B,10/2/2008,,396,Microelectronics Technology,"Taiwan,",ASIA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,20,4095,3157.5,18750,Normal
Invoice,5846TI-1,10/3/2008,,9305,Ericsson AB (EAB),Sweden,EUROPE,FIL-100-TFW,FIL-TERM,Nuhertz Filter Synthesis; Term/Floating/Win,000-2300-00,INT,3,1500,537.52,2887.44,Normal
Invoice,5846TI-1,10/3/2008,,9305,Ericsson AB (EAB),Sweden,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,7,5400,1935.08,24254.44,Normal
Invoice,5846TI-1,10/3/2008,,9305,Ericsson AB (EAB),Sweden,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/Floating/Win,000-2300-00,INT,2,1000,358.34,1283.32,Normal
Invoice,5846TI-1,10/3/2008,,9305,Ericsson AB (EAB),Sweden,EUROPE,VSS-150-TFW,VSS-TERM,VSS for RF Architecture; Term/Floating/Win,000-2300-00,INT,3,1800,975.02,2474.94,Normal
Invoice,5846TI-1,10/3/2008,,9305,Ericsson AB (EAB),Sweden,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,INT,3,4800,2600.05,6599.85,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/Win,000-2301-00,RES30,5,1124.77,20.42,5521.78,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/Win,000-2301-00,RES30,5,1124.77,20.42,5521.78,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,2,843.58,15.32,1656.52,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,9,843.58,15.32,7454.33,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,1,843.58,15.32,828.26,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,9,843.58,15.32,7454.33,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,RES30,7,632.69,11.49,4348.41,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-200-MLW,MWO-MAIN,MWO NonLinear; 12M Maint/Locked/Win,000-2301-00,RES30,2,2530.74,45.94,4969.58,Normal
Invoice,5891MI-1,10/3/2008,1541,4739,EPCOS AG,Germany,EUROPE,MWO-228-MLW,MWO-MAIN,MWO for MMIC; 12M Maint/Locked/Win,000-2301-00,RES30,1,4967.74,90.2,4877.54,Normal
Invoice,5894MI,10/3/2008,9479,2295,Rafael,ISRAEL,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES20,3,5616,0,16848,Normal
Invoice,5875CI,10/6/2008,9112,9538,"Victek Co., Ltd.",Korea (Repulic of),ASIA,MWO-226-MLW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Locked/Win,000-2301-00,RES40,1,4492.8,0,4492.8,Normal
Invoice,5875CI,10/6/2008,9112,9538,"Victek Co., Ltd.",Korea (Repulic of),ASIA,MWO-226-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/Win,300-4015-00,RES40,1,29952,5218.13,24733.87,Normal
Invoice,5875CI,10/6/2008,9112,9538,"Victek Co., Ltd.",Korea (Repulic of),ASIA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,RES40,1,2246.4,0,2246.4,Normal
Invoice,5875CI,10/6/2008,9112,9538,"Victek Co., Ltd.",Korea (Repulic of),ASIA,VSS-250-PLW,VSS-PURC,VSS for Communication Signals; Purchase/Locked/Win,300-4020-00,RES40,1,14976,2609.07,12366.93,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,APL-100-TFW,APL-TERM,APLAC Time-Domain Simulator; Term/Floating/Win,000-2300-00,INT,1,6671.47,3335.74,3335.74,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,FIL-100-TFW,FIL-TERM,Nuhertz Filter Synthesis; Term/Floating/Win,000-2300-00,INT,1,4147.13,2073.57,2073.57,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,HSP-100-TFW,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/Floating/Win,000-2300-00,INT,1,9917.05,4958.53,4958.53,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,4,14785.42,7392.71,29570.84,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating/Win,000-2300-00,INT,1,24702.47,12351.24,12351.24,Normal
Invoice,5886TI-1,10/6/2008,2343,7845,Nujira,United Kingdom,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,INT,1,13162.63,6581.32,6581.32,Normal
Invoice,5890MD,10/6/2008,,8158,Phil Jobson Consulting,United States,NORTH AMERICA,BACK-MAIN,,To bring maintenance current on MWO-105-MLW RID#7104,300-4000-00,AWR,1,2100,2100,0,Normal
Invoice,5890MD,10/6/2008,,8158,Phil Jobson Consulting,United States,NORTH AMERICA,MWO-105-MLW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,900,0,900,Normal
Invoice,5892MI,10/6/2008,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,ANO-229-MFW,ANO-MAIN,ANO for RFIC; 12M Maint/Floating/Win,000-2301-00,RES20,2,14040,0,28080,Normal
Invoice,5892MI,10/6/2008,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,HSP-100-MFW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Floating/Win,000-2301-00,RES20,3,3744,624,9360,Normal
Invoice,5893CI,10/6/2008,1541,9543,Deutsches Zentrum fur Luft-und Raumfahrt,Germany,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,RES30,1,201.57,0,201.57,Normal
Invoice,5893CI,10/6/2008,1541,9543,Deutsches Zentrum fur Luft-und Raumfahrt,Germany,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES30,1,5341.66,0,5341.66,Normal
Invoice,5893CI,10/6/2008,1541,9543,Deutsches Zentrum fur Luft-und Raumfahrt,Germany,EUROPE,MWO-225-PFW,MWO-PURC,MWO for MIC/PCB; Purchase/Floating/Win,300-4015-00,RES30,1,31243.66,16906.85,14336.81,Normal
Invoice,3562TI(3)D,10/7/2008,1450,5946,VXL Technologies,India,ASIA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,RES40,2,1747.2,330.53,2833.34,Normal
Invoice,5824CI,10/7/2008,1459,9548,Energopromimport,Russia,ASIA,MWO-228-MLW,MWO-MAIN,MWO for MMIC; 12M Maint/Locked/Win,000-2301-00,RES30,1,5341.66,0,5341.66,Normal
Invoice,5824CI,10/7/2008,1459,9548,Energopromimport,Russia,ASIA,MWO-228-PLW,MWO-PURC,MWO for MMIC; Purchase/Locked/Win,300-4015-00,RES30,1,31243.66,0,31243.66,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,HSP-100-MFW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Floating/Win,000-2301-00,AWR,1,3348,0,3348,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,1,6696,0,6696,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,MWO-229-MFW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Floating/Win,000-2301-00,AWR,1,8370,0,8370,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,TSW-100-MFW,TSW-MAIN,TestWave Instrumentation Interface; 12M Maint/Floating/Win,000-2301-00,AWR,2,930,0,1860,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,AWR,1,3720,0,3720,Normal
Invoice,5895MD-1,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,XEM-100-MFW,XEM-MAIN,AXIEM FS: 3D Planar EM - Direct & Fast Solver; 12M Maint/Floating/Win,000-2301-00,AWR,2,4650,0,9300,Normal
Return,5895MD-RETURN,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,HSP-100-MFW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Floating/Win,000-2301-00,AWR,1,1480,0,1480,Normal
Return,5895MD-RETURN,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 12M Maint/Floating/Win,000-2301-00,AWR,1,3255,0,3255,Normal
Return,5895MD-RETURN,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,MWO-229-MFW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Floating/Win,000-2301-00,AWR,1,4438,0,4438,Normal
Return,5895MD-RETURN,10/7/2008,,208,Infineon Technology,United States,NORTH AMERICA,TSW-100-MFW,TSW-MAIN,TestWave Instrumentation Interface; 12M Maint/Floating/Win,000-2301-00,AWR,2,493,0,986,Normal
Invoice,5896CD,10/7/2008,,9549,Thales ATM Inc.,United States,NORTH AMERICA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/Win,000-2301-00,AWR,1,7200,0,7200,Normal
Invoice,5896CD,10/7/2008,,9549,Thales ATM Inc.,United States,NORTH AMERICA,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/Win,300-4015-00,AWR,1,48000,12000,36000,Normal
Return,5873SD,10/9/2008,,8256,REMEC Broadband Wireless,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day Training (Per Student - 6 Student Minimum),000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,5877MI,10/9/2008,1601,8660,CmosOne Co Ltd,Japan,ASIA,ANO-229-MLW,ANO-MAIN,ANO for RFIC; 12M Maint/Locked/Win,000-2301-00,CYB,1,9548.41,0,9548.41,Normal
Invoice,5877MI,10/9/2008,1601,8660,CmosOne Co Ltd,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,CYB,1,2832.69,0,2832.69,Normal
Invoice,5877MI,10/9/2008,1601,8660,CmosOne Co Ltd,Japan,ASIA,VSS-350-MLW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Locked/Win,000-2301-00,CYB,1,3393.62,0,3393.62,Normal
Invoice,5897MI,10/9/2008,2343,635,Surrey Satellite Technology Ltd.,United Kingdom,EUROPE,BACK-MAIN,,To bring maintenance current MWO-225-MFW,300-4000-00,INT,1,6491.16,0,6491.16,Normal
Invoice,5897MI,10/9/2008,2343,635,Surrey Satellite Technology Ltd.,United Kingdom,EUROPE,BACK-MAIN,,"To bring maintenance current, VSS-350-MFW",300-4000-00,INT,1,5769.92,0,5769.92,Normal
Invoice,5897MI,10/9/2008,2343,635,Surrey Satellite Technology Ltd.,United Kingdom,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,6491.16,0,6491.16,Normal
Invoice,5897MI,10/9/2008,2343,635,Surrey Satellite Technology Ltd.,United Kingdom,EUROPE,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,INT,1,5769.92,0,5769.92,Normal
Invoice,5898MD,10/9/2008,,618,Sierra Nevada Corporation,United States,NORTH AMERICA,VSS-250-M1W,VSS-MAIN,VSS for Communication Signals; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,1,5000,0,5000,Normal
Invoice,5899CI,10/9/2008,1541,4840,Baker Hughes,Germany,EUROPE,APL-100-MLW,APL-MAIN,APLAC Time-Domain Simulator; 12M Maint/Locked/Win,000-2301-00,RES30,1,1814.15,0,1814.15,Normal
Invoice,5899CI,10/9/2008,1541,4840,Baker Hughes,Germany,EUROPE,APL-100-PLW,APL-PURC,APLAC Time-Domain Simulator; Purchase/Locked/Win,300-4010-00,RES30,1,10481.74,1229.59,9252.15,Normal
Invoice,4624TI(2)B,10/10/2008,,9122,Sun Electronic Technologies Ltd.,India,ASIA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,3,7280,780,19500,Normal
Invoice,5204MI(2),10/15/2008,2343,553,Roke Manor,United Kingdom,EUROPE,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,INT,1,1712.95,0,1712.95,Normal
Invoice,5204MI(2),10/15/2008,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,6,6167.5,0,37005.02,Normal
