SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5516CTC-4,1/1/2009,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-T0W,VSS-TERM,VSS for Communication Signals; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-4,1/1/2009,,8813,Honeywell,United States,NORTH AMERICA,VSS-350-M0W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2009,0,2009,Normal
Invoice,5516CTC-4,1/1/2009,,8813,Honeywell,United States,NORTH AMERICA,XEM-100-T0W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN WW/Win,300-4000-00,AWR,1,4900,0,4900,Normal
Invoice,5846TI-2,1/1/2009,,9305,Ericsson AB (EAB),Sweden,EUROPE,FIL-100-TFW,FIL-TERM,Nuhertz Filter Synthesis; Term/Floating/Win,000-2300-00,INT,3,1500,537.52,2887.44,Normal
Invoice,5846TI-2,1/1/2009,,9305,Ericsson AB (EAB),Sweden,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,7,5400,1935.08,24254.44,Normal
Invoice,5846TI-2,1/1/2009,,9305,Ericsson AB (EAB),Sweden,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/Floating/Win,000-2300-00,INT,2,1000,358.34,1283.32,Normal
Invoice,5846TI-2,1/1/2009,,9305,Ericsson AB (EAB),Sweden,EUROPE,VSS-150-TFW,VSS-TERM,VSS for RF Architecture; Term/Floating/Win,000-2300-00,INT,3,1800,975.02,2474.94,Normal
Invoice,5846TI-2,1/1/2009,,9305,Ericsson AB (EAB),Sweden,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating/Win,000-2300-00,INT,3,4800,2600.05,6599.85,Normal
Invoice,6066TI(1)-COR,1/1/2009,6763,8875,Vectrawave,France,EUROPE,APL-200-TLW,APL-TERM,APLAC Time-Domain & HB Advanced; Term/Locked/Win,000-2300-00,INT,1,9025.52,4512.76,4512.76,Normal
Invoice,6066TI(1)-COR,1/1/2009,6763,8875,Vectrawave,France,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,1,254.24,0,254.24,Normal
Invoice,6066TI(1)-COR,1/1/2009,6763,8875,Vectrawave,France,EUROPE,MWO-229-TLW,MWO-TERM,MWO for MMIC & Modules; Term/Locked/Win,000-2300-00,INT,1,18051.04,12184.45,5866.59,Normal
Invoice,6066TI(1)-COR,1/1/2009,6763,8875,Vectrawave,France,EUROPE,VSS-250-TLW,VSS-TERM,VSS for Communication Signals; Term/Locked/Win,000-2300-00,INT,1,7245.84,5434.38,1811.46,Normal
Invoice,6066TI(1)-COR,1/1/2009,6763,8875,Vectrawave,France,EUROPE,XEM-100-TLW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Locked/Win,000-2300-00,INT,1,9025.52,4512.76,4512.76,Normal
Return,6066TI(1)RETURN,1/1/2009,6763,8875,Vectrawave,France,EUROPE,APL-200-TLW,APL-TERM,APLAC Time-Domain & HB Advanced; Term/Locked/Win,000-2300-00,INT,1,9025.52,4131.4,4894.12,Normal
Return,6066TI(1)RETURN,1/1/2009,6763,8875,Vectrawave,France,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,1,254.24,0,254.24,Normal
Return,6066TI(1)RETURN,1/1/2009,6763,8875,Vectrawave,France,EUROPE,MWO-229-TLW,MWO-TERM,MWO for MMIC & Modules; Term/Locked/Win,000-2300-00,INT,1,18051.04,8072.12,9978.92,Normal
Return,6066TI(1)RETURN,1/1/2009,6763,8875,Vectrawave,France,EUROPE,VSS-250-TLW,VSS-TERM,VSS for Communication Signals; Term/Locked/Win,000-2300-00,INT,1,7245.84,4214.03,3031.81,Normal
Return,6066TI(1)RETURN,1/1/2009,6763,8875,Vectrawave,France,EUROPE,XEM-100-TLW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Locked/Win,000-2300-00,INT,1,9025.52,4131.4,4894.12,Normal
Invoice,5976CI-1,1/2/2009,957,9582,Electrosys S.p.A.,Italy,EUROPE,ADMIN FEE,MISC,Admin Fee,300-4000-00,RES20,1,34272.77,0,34272.77,Normal
Invoice,5976CI-1,1/2/2009,957,9582,Electrosys S.p.A.,Italy,EUROPE,MWO-125-MFW,MWO-MAIN,"MWO Linear, EMSight, & Layout; 12M Maint/Floating/Win",000-2301-00,RES20,1,3879.94,0,3879.94,Normal
Invoice,5976CI-1,1/2/2009,957,9582,Electrosys S.p.A.,Italy,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES20,1,5712.13,0,5712.13,Normal
Invoice,5976CI-2,1/2/2009,957,9582,Electrosys S.p.A.,Italy,EUROPE,MWO-125-PFW,MWO-PURC,"MWO Linear, EMSight, & Layout; Purchase/Floating/Win",300-4015-00,RES20,1,22309.63,0,22309.63,Normal
Invoice,5976CI-2,1/2/2009,957,9582,Electrosys S.p.A.,Italy,EUROPE,MWO-225-PFW,MWO-PURC,MWO for MIC/PCB; Purchase/Floating/Win,300-4015-00,RES20,1,33410.56,0,33410.56,Normal
Invoice,6058CI,1/9/2009,957,9611,WaveComm S.r.l.,Italy,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,RES30,1,188.61,0,188.61,Normal
Invoice,6058CI,1/9/2009,957,9611,WaveComm S.r.l.,Italy,EUROPE,MWO-200-PLW,MWO-PURC,MWO NonLinear; Purchase/Locked/Win,300-4015-00,RES30,1,15371.55,7685.78,7685.78,Normal
Invoice,6058CI,1/9/2009,957,9611,WaveComm S.r.l.,Italy,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,RES30,1,2357.6,0,2357.6,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,APL-100-MLW,APL-MAIN,APLAC Time-Domain Simulator; 12M Maint/Locked/Win,000-2301-00,INT,1,6138,0,6138,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,APL-100-PLW,APL-PURC,APLAC Time-Domain Simulator; Purchase/Locked/Win,000-2300-00,INT,1,14400,6160.24,8239.76,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,000-2300-00,INT,2,300,0,600,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,MWO-228-MLW,MWO-MAIN,MWO for MMIC; 12M Maint/Locked/Win,000-2301-00,INT,1,18135,0,18135,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,MWO-228-PLW,MWO-PURC,MWO for MMIC; Purchase/Locked/Win,000-2300-00,INT,1,43200,18480.7,24719.3,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,INT,1,9207,0,9207,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,VSS-250-PLW,VSS-PURC,VSS for Communication Signals; Purchase/Locked/Win,000-2300-00,INT,1,21600,9240.35,12359.65,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,XEM-050-MLW,XEM-MAIN,AXIEM: 3D Planar EM - Direct Solver; 12M Maint/Locked/Win,000-2301-00,,1,6696,0,6696,Normal
Invoice,6061CI,1/9/2009,,9530,Meteksan Savunma,Turkey,EUROPE,XEM-050-PLW,XEM-PURC,AXIEM: 3D Planar EM - Direct Solver; Purchase/Locked/Win,000-2300-00,,1,16000,6844.71,9155.29,Normal
Invoice,6062MD,1/9/2009,,6728,Naval Surface Warfare Center,United States,NORTH AMERICA,BACK-MAIN,,VSS-350-MFW-Upgrade/Back Maintenance RID#7257,300-4000-00,AWR,1,8400,0,8400,Normal
Invoice,6062MD,1/9/2009,,6728,Naval Surface Warfare Center,United States,NORTH AMERICA,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,6065CD,1/9/2009,,9610,XICOM Technology,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,6065CD,1/9/2009,,9610,XICOM Technology,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4100,0,4100,Normal
Invoice,6065CD,1/9/2009,,9610,XICOM Technology,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,AWR,1,27000,5400,21600,Normal
Invoice,6068TD,1/9/2009,,9610,XICOM Technology,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,6068TD,1/9/2009,,9610,XICOM Technology,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,12200,2440,9760,Normal
Invoice,6070OD,1/9/2009,,4213,TenXc Wireless,Canada,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,6071MI,1/9/2009,8930,10010202-KK,Sony EMCS,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/Win,000-2301-00,JAP,2,1806.79,0,3613.58,Normal
Invoice,6071MI,1/9/2009,8930,10010202-KK,Sony EMCS,Japan,ASIA,TAX,MISC,Japan Consumption Tax,000-2230-00,JAP,1,180.68,0,180.68,Normal
Invoice,6072MI,1/9/2009,1601,3964,Sharp Takaya Electronics,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,4474.82,0,4474.82,Normal
Invoice,6072MI,1/9/2009,1601,3964,Sharp Takaya Electronics,Japan,ASIA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/Win,000-2301-00,CYB,1,2981.2,0,2981.2,Normal
Invoice,6073MI,1/12/2009,2343,9355,Intel Corporation - UK,United Kingdom,EUROPE,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,INT,1,1800,0,1800,Normal
Invoice,6073MI,1/12/2009,2343,9355,Intel Corporation - UK,United Kingdom,EUROPE,MWO-105-MFW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Floating/Win,000-2301-00,INT,1,2900,0,2900,Normal
Invoice,6073MI,1/12/2009,2343,9355,Intel Corporation - UK,United Kingdom,EUROPE,VAT,,VAT,000-1302-00,,1,1575,0,1575,Normal
Invoice,6073MI,1/12/2009,2343,9355,Intel Corporation - UK,United Kingdom,EUROPE,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,INT,1,5800,0,5800,Normal
Invoice,5359TD(2),1/14/2009,2343,9400,SELEX Communications Ltd. Bristol,United Kingdom,EUROPE,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,1,12776.25,0,12776.25,Normal
Invoice,6028CI,1/16/2009,,9597,MiTAC International Corporation,Taiwan R.O.C.,ASIA,MWO-229-MFW,MWO-MAIN,MWO for MMIC & Modules; 12M Maint/Floating/Win,000-2301-00,INT,2,12000,0,24000,Normal
Invoice,6028CI,1/16/2009,,9597,MiTAC International Corporation,Taiwan R.O.C.,ASIA,MWO-229-PFW,MWO-PURC,MWO for MMIC & Modules; Purchase/Floating/Win,300-4015-00,INT,2,80000,2200,155600,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/Win,000-2301-00,INT,15,1600,0,24000,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-100-PFW,MWO-PURC,MWO Linear; Purchase/Floating/Win,000-2300-00,INT,15,10700,3088.33,114175.05,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,1,7200,0,7200,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-225-PFW,MWO-PURC,MWO for MIC/PCB; Purchase/Floating/Win,000-2300-00,INT,1,48000,12000,36000,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/Win,000-2301-00,INT,1,9600,0,9600,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,MWO-226-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/Win,000-2300-00,INT,1,64000,16000,48000,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,VSS-150-MFW,VSS-MAIN,VSS for RF Architecture; 12M Maint/Floating/Win,000-2301-00,INT,1,2400,0,2400,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,VSS-150-PFW,VSS-PURC,VSS for RF Architecture; Purchase/Floating/Win,000-2300-00,INT,1,16000,4000,12000,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,INT,1,6400,0,6400,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,VSS-350-PFW,VSS-PURC,VSS for Wireless Communication Standards; Purchase/Floating/Win,000-2300-00,INT,1,42700,10675,32025,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,XEM-100-MFW,XEM-MAIN,AXIEM FS: 3D Planar EM - Direct & Fast Solver; 12M Maint/Floating/Win,000-2301-00,INT,1,7200,0,7200,Normal
Invoice,6063CI,1/16/2009,,141,"Compal Communications, Inc.",Taiwan R.O.C.,ASIA,XEM-100-PFW,XEM-PURC,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Purchase/Floating/Win,000-2300-00,INT,1,48000,12000,36000,Normal
Invoice,6074MI,1/16/2009,1447,10060013,Newtec,Belgium,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES20,1,5760,0,5760,Normal
Invoice,6075MI,1/16/2009,1601,583,Sanyo Electronics a part,Japan,ASIA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,CYB,1,3356.25,0,3356.25,Normal
Invoice,6077MD,1/16/2009,,10010196,CPI,United States,NORTH AMERICA,MWO-100-M1W,MWO-MAIN,MWO Linear; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,1,1400,0,1400,Normal
Invoice,6077MD,1/16/2009,,10010196,CPI,United States,NORTH AMERICA,MWO-225-M1W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,2,6000,0,12000,Normal
Invoice,6077MD,1/16/2009,,10010196,CPI,United States,NORTH AMERICA,VSS-350-M1W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN 1 TZ/Win,000-2301-00,AWR,1,5300,0,5300,Normal
Invoice,6078CI,1/16/2009,,207,ERA a.s.,CZECH REPUBLIC,EUROPE,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,INT,2,300,0,600,Normal
Invoice,6078CI,1/16/2009,,207,ERA a.s.,CZECH REPUBLIC,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,2,4900,0,9800,Normal
Invoice,6078CI,1/16/2009,,207,ERA a.s.,CZECH REPUBLIC,EUROPE,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win,300-4015-00,INT,2,32400,0,64800,Normal
