SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,8342CIUP-4,7/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,UPG-PROD,MISC,Upgrade(RID#14545) MWO-226-PL & (RID#17878)ACE-100-PL to MWO-449-PFW,300-4015-00,INT,1,1553.22,325.37,1227.86,Normal
Invoice,8342CIUP-4,7/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,UPG-PROD,MISC,Upgrade(RID#14546)VSS-250-PL to VSS-350-PFW,300-4020-00,INT,1,477.37,204.25,273.12,Normal
Invoice,8342CIUP-4,7/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,MWO-449-MFW,MWO-MAIN,MWO for MMIC/Modules; 1M Maint/Floating/RID#21037,000-2301-00,INT,1,1185.58,0.00,1185.58,Normal
Invoice,8342CIUP-4,7/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 1M Maint/Floating/RID#21038,000-2301-00,INT,1,473.09,0.00,473.09,Normal
Invoice,8344CI-4.,7/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#21041,300-4015-00,INT,1,2874.89,862.47,2012.42,Normal
Invoice,8344CI-4.,7/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,MWO-246-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 1M Maint/Floating/RID#21041,000-2301-00,INT,1,1009.03,0.00,1009.03,Normal
Invoice,8344CI-4.,7/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,VSS-350-PFW,VSS-PURC,VSS for Wireless Communication Standards; Purchase/Floating/RID#21042,300-4020-00,INT,1,1642.29,492.69,1149.60,Normal
Invoice,8344CI-4.,7/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,VSS-250-MFW,VSS-MAIN,VSS for Communication Signals; 1M Maint/Floating/RID#21042,000-2301-00,INT,1,573.62,0.00,573.62,Normal
Invoice,8488CD 2/4,7/1/2012,,10168,"Delta Microwave, Inc.",US,NORTH AMERICA,MWO-205-PFW,MWO-PURC,"MWO NonLinear: HB, Layout; Purchase/Floating/RID#21403",300-4015-00,AWR,1,8000.00,2000.00,6000.00,Normal
Invoice,8488CD 2/4,7/1/2012,,10168,"Delta Microwave, Inc.",US,NORTH AMERICA,MWO-205-MFW,MWO-MAIN,"MWO NonLinear: HB, Layout; Maint/Floating/RID#21403",000-2301-00,AWR,1,848.75,0.00,848.75,Normal
Invoice,7237TD-25,7/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,MWO-228-T3W,MWO-TERM,MWO for MMIC; Term/WAN 3 TZ/RID#18258,000-2300-00,AWR,5,1825.00,410.63,7071.85,Normal
Invoice,7237TD-25,7/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,ACE-100-T3W,ACE-TERM,ACE - Automated Circuit Extraction Technology; Term/WAN 3 TZ/RID#18259,000-2300-00,AWR,5,308.33,154.17,770.80,Normal
Invoice,7237TD-25,7/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,XEM-100-T3W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN 3 TZ/RID#18260,000-2300-00,AWR,2,1366.67,273.33,2186.68,Normal
Invoice,7237TD-25,7/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,APL-100-T3W,APL-TERM,APLAC Time-Domain Simulator; Term/WAN 3 TZ/RID#18261,000-2300-00,AWR,1,608.33,121.62,486.71,Normal
Invoice,7237TD-25,7/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,WIZ-100-TFW,WIZ-TERM,Library Development Wizard; Term/Floating/RID#18262,000-2300-00,AWR,1,1166.67,583.33,583.34,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/RID#3683,000-2301-00,AWR,2,1116.00,0.00,2232.00,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear: HB; 12M Maint/Locked/RID#3684,000-2301-00,AWR,1,2511.00,0.00,2511.00,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear: HB; 12M Maint/Locked/RID#8327,000-2301-00,AWR,1,2511.00,0.00,2511.00,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear: HB; 12M Maint/Locked/RID#18076,000-2301-00,AWR,1,2511.00,0.00,2511.00,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-226-MLW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Locked/RID#8326,000-2301-00,AWR,2,3999.00,0.00,7998.00,Normal
Invoice,7240MD(3),7/4/2012,,2798,"Teledyne Cougar, Inc.",US,NORTH AMERICA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#3682,000-2301-00,AWR,1,5301.00,0.00,5301.00,Normal
Invoice,7896TI(2),7/5/2012,1447,10502,Greenpeak Technologies,NETHERLANDS,EUROPE,MWO-246-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#19983,000-2300-00,RES30,1,15529.63,4658.89,10870.74,Normal
Invoice,7896TI(2),7/5/2012,1447,10502,Greenpeak Technologies,NETHERLANDS,EUROPE,MWO-100-TFW,MWO-TERM,MWO Linear; Term/Floating/RID#19984,000-2300-00,RES30,1,2281.19,456.24,1824.95,Normal
Invoice,8057TD-4,7/8/2012,,541,RFMD,US,NORTH AMERICA,SYM-200-TFW,SYM-TERM,SYMMIC Thermal Simulator for AWR; Term/Floating/RID#20404,000-2300-00,AWR,1,4554.00,0.00,4554.00,Normal
Invoice,7260TI(3),7/9/2012,2343,9508,VIPer RF Ltd,United Kingdom,EUROPE,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/RID#18307,000-2300-00,EUR,3,15707.52,3888.00,35458.56,Normal
Invoice,7140TDI-10,7/10/2012,,541,RFMD,US,NORTH AMERICA,MWO-228-T0W,MWO-TERM,MWO for MMIC; Term/WAN WW/RID#18024,000-2300-00,AWR,6,7560.00,2520.00,30240.00,Normal
Invoice,7140TDI-10,7/10/2012,,541,RFMD,US,NORTH AMERICA,MWO-228-T4W,MWO-TERM,MWO for MMIC; Term/WAN 4 TZ/RID#18023,000-2300-00,AWR,4,5880.00,2520.00,13440.00,Normal
Invoice,7140TDI-10,7/10/2012,,541,RFMD,US,NORTH AMERICA,XEM-100-T4W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN 4 TZ/RID#18025,000-2300-00,AWR,2,4410.00,1890.00,5040.00,Normal
Invoice,8505MI,7/10/2012,8930,10328-KK,TDK Corporation,JAPAN,ASIA,MWO-100-M1W,MWO-MAIN,MWO Linear; 12M Maint/WAN 1 TZ/RID#20198,000-2301-00,JAP,1,2776.03,0.00,2776.03,Normal
Invoice,8505MI,7/10/2012,8930,10328-KK,TDK Corporation,JAPAN,ASIA,MWO-105-M1W,MWO-MAIN,MWO Linear: Layout; 12M Maint/WAN 1 TZ/RID#20199,000-2301-00,JAP,1,5425.87,0.00,5425.87,Normal
Invoice,8507MI 1/2,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,MWO-226-MFW,MWO-MAIN,"MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#4876, 13649",000-2301-00,JAP,2,5867.51,528.08,10678.86,Normal
Invoice,8507MI 1/2,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/RID9107,000-2301-00,JAP,1,2082.02,504.73,1577.29,Normal
Invoice,8507MI 1/2-COR,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,MWO-226-MFW,MWO-MAIN,"MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#4876, 13649",000-2301-00,JAP,2,5867.51,528.08,10678.86,Normal
Invoice,8507MI 1/2-COR,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,FIL-300-MFW,FIL-MAIN,AWR iFilter - Advanced Synthesis Solution; 12M Maint/Floating/RID#9107,000-2301-00,JAP,1,2082.02,504.73,1577.29,Normal
Invoice,8511MI,7/10/2012,8930,247-KK,Panasonic Electric Devices Co.,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/RID#14256,000-2301-00,JAP,1,1892.74,0.00,1892.74,Normal
Invoice,8511MI,7/10/2012,8930,247-KK,Panasonic Electric Devices Co.,Japan,ASIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/RID#14257,000-2301-00,JAP,1,5552.05,0.00,5552.05,Normal
Invoice,8511MI,7/10/2012,8930,247-KK,Panasonic Electric Devices Co.,Japan,ASIA,MWO-100-MLW,MWO-MAIN,MWO Linear; 12M Maint/Locked/RID#18784,000-2301-00,JAP,1,1892.74,0.00,1892.74,Normal
Invoice,8512MD,7/10/2012,,67,Bird Electronic Corporation,US,NORTH AMERICA,MWO-100-MFW,MWO-MAIN,MWO Linear; 12M Maint/Floating/RID#14748,000-2301-00,AWR,2,1500.00,0.00,3000.00,Normal
Invoice,8514MI,7/10/2012,,9530,Meteksan Savunma,Turkey,EUROPE,MWO-228-MFW,MWO-MAIN,MWO for MMIC; 2.5Y Maint/Floating/RID#19753,000-2301-00,INT,1,24700.00,2033.33,22666.67,Normal
Invoice,8514MI,7/10/2012,,9530,Meteksan Savunma,Turkey,EUROPE,VSS-250-MFW,VSS-MAIN,VSS for Communication Signals; 2.5Y Maint/Floating/RID#19754,000-2301-00,INT,1,12350.00,1016.67,11333.33,Normal
Return,8507MI 1/2-RTN,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/Win,000-2301-00,JAP,2,5867.51,528.08,10678.86,Normal
Return,8507MI 1/2-RTN,7/10/2012,8930,4686-KK,JEOL,Japan,ASIA,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,JAP,1,2082.02,504.73,1577.29,Normal
Invoice,8513TI 1/6,7/11/2012,7696,9218,"DAS PHOTONICS, S.L.",Spain,EUROPE,MWO-226-TLW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Locked/RID#21449,000-2300-00,AWR,1,5640.30,626.70,5013.60,Normal
Invoice,8504TI(1),7/12/2012,6763,8021,Alcatel-Lucent,FRANCE,NORTH AMERICA,MGC-100-T3W,MGC-TERM,AWR Connected? for Mentor Graphics; Term/WAN 3 TZ/RID#21437,000-2300-00,INT,1,23380.00,5845.00,17535.00,Normal
Invoice,8504TI(1),7/12/2012,6763,8021,Alcatel-Lucent,FRANCE,NORTH AMERICA,TOK-100-T3W,TOK-TERM,EM Analysis Token; Term/WAN 3 TZ/RID#21436,000-2300-00,INT,2,6390.00,1597.50,9585.00,Normal
Invoice,8504TI(1),7/12/2012,6763,8021,Alcatel-Lucent,FRANCE,NORTH AMERICA,ANA-001-T3W,ANA-TERM,Analyst Front-End License; Term/WAN 3 TZ/RID#21418,000-2300-00,INT,1,6390.00,1597.50,4792.50,Normal
Invoice,8506UI,7/12/2012,10449,219-WLB,Institut fur Mikroelecktronik,SWITZERLAND,EUROPE,MWO-449-UFW,MWO-UNIV,Microwave Office University 40-License Package w/ APLAC & AXIEM,300-4000-00,RES30,1,2100.00,1225.00,875.00,Normal
Invoice,8506UI,7/12/2012,10449,219-WLB,Institut fur Mikroelecktronik,SWITZERLAND,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 40-License Package,300-4000-00,RES30,1,2100.00,1225.00,875.00,Normal
Invoice,8508PI-UP,7/12/2012,8930,4763-KK,Toshiba Corporation,Japan,ASIA,UPG-PROD,MISC,upgrade from MWO-228(RID#18406) to MW0-246 Locked,300-4015-00,JAP,1,10220.82,0.00,10220.82,Normal
Invoice,8509MI,7/12/2012,8930,4763-KK,Toshiba Corporation,Japan,ASIA,MWO-246-MLW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Locked/,000-2301-00,JAP,1,12996.85,0.00,12996.85,Normal
Invoice,8510MI,7/12/2012,8930,1757-KK,Miyoshi Electronics Corporation,Japan,ASIA,MWO-226-MFW,MWO-MAIN,"MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#1228, 4984",000-2301-00,JAP,2,11735.02,0.00,23470.03,Normal
Invoice,8510MI,7/12/2012,8930,1757-KK,Miyoshi Electronics Corporation,Japan,ASIA,MWO-246-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating/RID#20060,000-2301-00,JAP,1,17287.07,0.00,17287.07,Normal
Invoice,8515TD,7/12/2012,,8979,DataSoft,US,NORTH AMERICA,MWO-226-TLW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Locked/RID#21453,000-2300-00,AWR,1,12900.00,4515.00,8385.00,Normal
Invoice,7873TI(2),7/14/2012,2343,9015,Peak RF Limited,United Kingdom,EUROPE,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/RID#15947,000-2300-00,EUR,1,7853.76,0.00,7853.76,Normal
Invoice,6831TD-11,7/15/2012,,9612,"Advanced Energy Systems, Inc.",US,NORTH AMERICA,ANA-200-TLW,ANA-TERM,ANALYST: 3D FEM EM - Front End UI & up to 4 Solvers; Term/Locked/Win RID#17174,000-2300-00,AWR,1,5250.00,787.50,4462.50,Normal
Invoice,8411CD-2,7/15/2012,,7088,Telemakus,US,NORTH AMERICA,MWO-105-PLW,MWO-PURC,MWO Linear: Layout; Purchase/Locked/RID#21228,300-4015-00,AWR,1,1500.00,0.00,1500.00,Normal
Invoice,8411CD-2,7/15/2012,,7088,Telemakus,US,NORTH AMERICA,MWO-105-MLW,MWO-MAIN,MWO Linear: Layout; 12M Maint/Locked/RID#21228,000-2301-00,AWR,1,275.00,0.00,275.00,Normal
Invoice,8521CD,7/18/2012,,10713,Behrendt Designs,US,NORTH AMERICA,MWO-226-PLW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Locked/RID#21469,300-4015-00,AWR,1,14250.00,0.00,14250.00,Normal
Invoice,8521CD,7/18/2012,,10713,Behrendt Designs,US,NORTH AMERICA,MWO-226-MLW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Locked/RID#21469,000-2301-00,AWR,1,2600.00,0.00,2600.00,Normal
Invoice,7269TI-9,7/20/2012,7396,7045,Mesaplexx Pty Ltd.,AUSTRALIA,AUSTRALIA,MWO-125-TLW,MWO-TERM,"MWO Linear: EMSight, Layout; Term/Locked/RID#18346",000-2300-00,RES20,2,1520.00,0.00,3040.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,MWO-100-M1W,MWO-MAIN,MWO Linear; 12M Maint/WAN 1 TZ/,000-2301-00,AWR,3,1400.00,0.00,4200.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,MWO-226-M1W,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/WAN 1 TZ/,000-2301-00,AWR,2,6300.00,0.00,12600.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,ACE-100-M1W,ACE-MAIN,ACE - Automated Circuit Extraction Technology; 12M Maint/WAN 1 TZ/,000-2301-00,AWR,2,1400.00,0.00,2800.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,VSS-350-M1W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN 1 TZ/,000-2301-00,AWR,3,5300.00,0.00,15900.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,XEM-100-M1W,XEM-MAIN,AXIEM FS: 3D Planar EM - Direct & Fast Solver; 12M Maint/WAN 1 TZ/,000-2301-00,AWR,2,6000.00,0.00,12000.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,APL-100-M1W,APL-MAIN,APLAC Time-Domain Simulator; 12M Maint/WAN 1 TZ/RID#18405,000-2301-00,AWR,1,2700.00,0.00,2700.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,ACS-100-M1W,ACS-MAIN,ACS Allegro PCB/APD Package Interface; 12M Maint/WAN 1 TZ/RID#18129,000-2301-00,AWR,1,2200.00,0.00,2200.00,Normal
Invoice,8502MD(1),7/20/2012,,3808,Qualcomm,US,NORTH AMERICA,FIL-300-M1W,FIL-MAIN,AWR iFilter - Advanced Synthesis Solution; 12M Maint/WAN 1 TZ/RID#8833,000-2301-00,AWR,1,2200.00,0.00,2200.00,Normal
Invoice,8516TD,7/20/2012,,991,TriQuint Semiconductor,US,NORTH AMERICA,XEM-001-TFW,XEM-TERM,AXIEM Front-End License; Term/Floating/RID#14721,000-2300-00,AWR,4,2400.00,480.00,7680.00,Normal
Invoice,8517UI,7/20/2012,10083,455-ACE,National Chiao Tung University,TAIWAN,ASIA,MWO-449-UFW,MWO-UNIV,Microwave Office University 40-License Package w/ APLAC & AXIEM,300-4000-00,RES30,1,2100.00,1050.00,1050.00,Normal
Invoice,8518CI,7/20/2012,2213,10712,ZAO VNIIRA-Navigator,Russia,EUROPE,VSS-150-PLW,VSS-PURC,VSS for RF Architecture; Purchase/Locked/RID#21466,300-4020-00,RES30,1,7560.00,0.00,7560.00,Normal
Invoice,8518CI,7/20/2012,2213,10712,ZAO VNIIRA-Navigator,Russia,EUROPE,VSS-150-MLW,VSS-MAIN,VSS for RF Architecture; 12M Maint/Locked/RID#21466,000-2301-00,RES30,1,1400.00,0.00,1400.00,Normal
Invoice,8519PI-UP,7/20/2012,8930,4307-KK,Toshiba Corporation,Japan,ASIA,UPG-PROD,MISC,upgrade MWO-125-PLW(RID#10002) to MWO-246-PLW(RID#21467),300-4015-00,JAP,1,40883.28,2523.66,38359.62,Normal
