SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-M0W,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1256,0,1256,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,FIL-100-M0W,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,628,0,628,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-M0W,NXG-MAIN,ACS NETEX-G Extraction Wizard; 12M Maint/WAN WW/Win,300-4410-00,AWR,1,460,0,460,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-T0W,MWO-TERM,MWO Linear & Layout; Term/WAN WW/Win,000-2300-00,AWR,3,1960,0,5880,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-T0W,MWO-TERM,MWO Linear; EMSight; & Layout; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-T0W,MWO-TERM,MWO for MIC/PCB; Term/WAN WW/Win,000-2300-00,AWR,1,4410,0,4410,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-T0W,VSS-TERM,VSS for Communication Signals; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-T0W,ANO-TERM,ANO for RFIC; Term/WAN WW/Win,000-2300-00,AWR,1,11025,0,11025,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-T0W,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/WAN WW/Win,000-2300-00,AWR,1,2940,0,2940,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MGC-100-T0W,MGC-TERM,AWR Connected&trade; for Mentor Graphics; Term/WAN WW/Win,000-2300-00,AWR,1,4900,0,4900,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,XEM-100-T0W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN WW/Win,000-2300-00,AWR,1,4900,0,4900,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade from MWO-225-PFW to MWO-225-P0W,000-2300-00,,1,1500,1187,313,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade from VSS-350-PFW to VSS-350-P0W,000-2300-00,,1,1333,1055,278,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade from MWO-225-PLW to MWO-225-P0W,000-2300-00,,2,2475,1958,1034,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade from MWO-100-PLW to MWO-100-P0W,000-2300-00,,1,550,435,115,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2260,0,2260,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,VSS-350-M0W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2009,0,2009,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,2260,0,4520,Normal
Invoice,5516CTC-7,10/1/2009,,8813,Honeywell,United States,NORTH AMERICA,MWO-100-M0W,MWO-MAIN,MWO Linear; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,500,0,500,Normal
Invoice,5890MD-2,10/1/2009,,8158,Phil Jobson Consulting,United States,NORTH AMERICA,MWO-105-MLW,MWO-MAIN,MWO Linear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,900,0,900,Normal
Invoice,5943TD-3,10/1/2009,,9574,Aquantia Corp,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,4750,950,3800,Normal
Invoice,6485CD-2,10/1/2009,,10049,Mentor Radio,United States,NORTH AMERICA,NOTE,MISC,Payments will be made in 4 installments accroding to the following,300-4000-00,,1,0,0,0,Normal
Invoice,6485CD-2,10/1/2009,,10049,Mentor Radio,United States,NORTH AMERICA,MWO-200-PLW,MWO-PURC,MWO NonLinear; Purchase/Locked/Win RID #16206,300-4015-00,AWR,1,2250,0,2250,Normal
Invoice,6485CD-2,10/1/2009,,10049,Mentor Radio,United States,NORTH AMERICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear; 12M Maint/Locked/Win,000-2301-00,AWR,1,337.5,0,337.5,Normal
Invoice,6485CD-2,10/1/2009,,10049,Mentor Radio,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,50,0,50,Normal
Invoice,6509TD-2,10/1/2009,,10030073,Wavestream,United States,NORTH AMERICA,NOTE,MISC,3 year term with quarterly payments each year. 2nd of 12 invoices,300-4000-00,,1,0,0,0,Normal
Invoice,6509TD-2,10/1/2009,,10030073,Wavestream,United States,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/Win RID#16278,000-2300-00,AWR,5,4200,792.92,17035.4,Normal
Invoice,6509TD-2,10/1/2009,,10030073,Wavestream,United States,NORTH AMERICA,MWO-229-TLW,MWO-TERM,MWO for MMIC & Modules; Term/Locked/Win RID#16279,000-2300-00,AWR,2,3950,745.72,6408.56,Normal
Invoice,6509TD-2,10/1/2009,,10030073,Wavestream,United States,NORTH AMERICA,VSS-350-TLW,VSS-TERM,VSS for Wireless Communication Standards; Term/Locked/Win RID#16820,000-2300-00,AWR,1,2100,396.46,1703.54,Normal
Invoice,6656TD-1,10/1/2009,,8957,Nitronex Corporation,United States,NORTH AMERICA,NOTE,MISC,3 year term commitment to be billed qurterly over 3 years,300-4000-00,,1,0,0,0,Normal
Invoice,6656TD-1,10/1/2009,,8957,Nitronex Corporation,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win RID#16613,000-2300-00,AWR,2,2375,475,3800,Normal
Invoice,6656TD-1,10/1/2009,,8957,Nitronex Corporation,United States,NORTH AMERICA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win RID#16612,000-2300-00,AWR,1,3150,630,2520,Normal
Invoice,6656TD-1,10/1/2009,,8957,Nitronex Corporation,United States,NORTH AMERICA,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating/Win RID#16614,000-2300-00,AWR,1,3150,1837.5,1312.5,Normal
Invoice,6312TD-2,10/5/2009,,5884,Sturdivant Holdings Corporation,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,10500,0,10500,Normal
Invoice,6652SD,10/7/2009,,991,TriQuint Semiconductor,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) Oct 13-15 in Dallas; TX,000-2302-00,AWR,2,1500,150,2700,Normal
Invoice,6653SD,10/7/2009,,991,TriQuint Semiconductor,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) Oct 13-15 in Dallas; TX,000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,6654SD,10/7/2009,,23,AMCOM Communications; Inc.,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) Oct 13-15 in Dallas; TX,000-2302-00,AWR,2,1500,150,2700,Normal
Invoice,6655SD,10/7/2009,,8706,High Power Microwave,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) Oct 13-15 in Dallas; TX,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6625MI,10/9/2009,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,ANO-229-MLW,ANO-MAIN,ANO for RFIC; 12M Maint/Locked/Win,000-2301-00,RES20,2,11360,829.6,21060.8,Normal
Invoice,6625MI,10/9/2009,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,ANO-229-MFW,ANO-MAIN,ANO for RFIC; 12M Maint/Floating/Win,000-2301-00,RES20,2,15120,1080,28080,Normal
Invoice,6625MI,10/9/2009,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,HSP-100-MLW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Locked/Win,000-2301-00,RES20,2,2640,300,4680,Normal
Invoice,6625MI,10/9/2009,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,HSP-100-MFW,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/Floating/Win,000-2301-00,RES20,2,3520,400,6240,Normal
Invoice,6625MI,10/9/2009,7396,8782,Defense Sciense and Technology,Australia,AUSTRALIA,APL-200-MFW,APL-MAIN,APLAC Time-Domain & HB Advanced; 12M Maint/Floating/Win,000-2301-00,RES20,1,4800,0,4800,Normal
Invoice,6646OD,10/9/2009,,6312,Wispry; Inc.,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,200,0,200,Normal
Invoice,6647MI,10/9/2009,,6,Microwave Radio Communications,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,4100,0,4100,Normal
Invoice,6648UI,10/9/2009,8930,10010184-KK,Okayama University of Science,Japan,ASIA,MWO-449-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,JAP,1,3825.58,2623.25,1202.33,Normal
Invoice,6649MI,10/9/2009,1459,9548,Energopromimport,Russia,ASIA,MWO-228-MLW,MWO-MAIN,MWO for MMIC; 12M Maint/Locked/Win,000-2301-00,RES20,1,6170.05,0,6170.05,Normal
Invoice,6650UI,10/9/2009,1445,3117,Berner Fachhochschule HTA,Switzerland,EUROPE,NOTE,MISC,,300-4000-00,,1,0,0,0,Normal
Invoice,6650UI,10/9/2009,1445,3117,Berner Fachhochschule HTA,Switzerland,EUROPE,MWO-449-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2100,1640.8,459.2,Normal
Invoice,6650UI,10/9/2009,1445,3117,Berner Fachhochschule HTA,Switzerland,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,RES30,1,2100,1640.8,459.2,Normal
Invoice,6651TI(1),10/9/2009,2343,10095,u2t Photonics UK,United Kingdom,EUROPE,NOTE,MISC,3 year term commitment to be billed yearly,300-4000-00,,1,0,0,0,Normal
Invoice,6651TI(1),10/9/2009,2343,10095,u2t Photonics UK,United Kingdom,EUROPE,MWO-125-TLW,MWO-TERM,MWO Linear; EMSight; & Layout; Term/Locked/Win RID#16605,000-2300-00,INT,1,4246.32,489.96,3756.36,Normal
Invoice,6659TI(1),10/9/2009,957,4492,SIAE Microelettronica,Italy,EUROPE,NOTE,MISC,3 year term commitment to be billed yearly,300-4000-00,,1,0,0,0,Normal
Invoice,6659TI(1),10/9/2009,957,4492,SIAE Microelettronica,Italy,EUROPE,MWO-105-TFW,MWO-TERM,MWO Linear & Layout; Term/Floating/Win,000-2300-00,RES30,2,4889.47,814.91,8149.12,Normal
Invoice,NC100609,10/9/2009,1541,1554,FH Rosenheim,Germany,EUROPE,MWO-449-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,RES30,1,2100,2100,0,Normal
Invoice,6463TD-2,10/12/2009,7396,7045,Mesaplexx Pty Ltd.,Australia,AUSTRALIA,NOTE,MISC,2nd quarterly payment of 4; re PO#6814A,300-4000-00,,1,0,0,0,Normal
Invoice,6463TD-2,10/12/2009,7396,7045,Mesaplexx Pty Ltd.,Australia,AUSTRALIA,MWO-125-TLW,MWO-TERM,MWO Linear; EMSight; & Layout; Term/Locked/Win,000-2300-00,RES20,2,2160,216,3888,Normal
Invoice,6631SD,10/13/2009,,9999,Naval Surface Warefare Center,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student); in Boston Oct 20-22,000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,6664SD,10/13/2009,,2275,Lockheed Martin,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6665SD(1),10/13/2009,,8865,Advanced Control Components,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6665SD(2),10/13/2009,,8865,Advanced Control Components,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6666SD,10/13/2009,,2055,Andrew Corporation,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6667SD,10/13/2009,,2275,Lockheed Martin,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6668SD,10/13/2009,,9085,Valleylab,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,150,1350,Normal
Invoice,6669SD,10/13/2009,,9436,ARS Products LLC,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Training (Per Student) in Boston; Oct 20-22,000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,6588SI,10/14/2009,7396,10041,Sapphicon Semiconductor,Australia,AUSTRALIA,ADMIN FEE,MISC,Sapphicon work package items 1-4 as per statement of work.,000-2300-00,RES20,1,34200,0,34200,Normal
Invoice,5204MI(3),10/15/2009,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,INT,1,4189.16,0,4189.16,Normal
Invoice,5204MI(3),10/15/2009,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,INT,6,5586.36,0,33518.16,Normal
Invoice,5204MI(3),10/15/2009,2343,553,Roke Manor,United Kingdom,EUROPE,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,INT,1,1551.54,0,1551.54,Normal
Invoice,5860TD-2CR,10/15/2009,,9533,Avago Technologies US; Inc.,United States,NORTH AMERICA,ADMIN FEE,MISC,Term license expiring October 31; 2009,300-4000-00,INT,1,3800,0,3800,Normal
Invoice,5860TD-2CR,10/15/2009,,9533,Avago Technologies US; Inc.,United States,NORTH AMERICA,ADMIN FEE,MISC,Credit on future license purchase expiring Oct 18; 2011,000-2300-00,INT,1,8100,0,8100,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-001-MFW,APL-MAIN,Analog Design Tool; 12M Maint/Floating/Win,300-4110-00,EUR,1,4001.34,0,4001.34,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-002-MFW,APL-MAIN,RF Elements and Improved HB & Transient Analyzers; 12M Maint/Floating/Win,300-4110-00,EUR,1,2057.83,0,2057.83,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-003-MFW,APL-MAIN,Time-Domain System Analyzer; 12M Maint/Floating/Win,300-4110-00,EUR,1,1429.05,0,1429.05,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,UPG-PROD,MISC,Upgrade APL-001-PFW to WAN 2 time zone,300-4010-00,,1,2286.48,1143.24,1143.24,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,UPG-PROD,MISC,Upgrade APL-002-PFW to WAN 2 time zone,300-4010-00,,1,1175.9,587.95,587.95,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,UPG-PROD,MISC,Upgrade APL-003-PFW to WAN 2 time zone,300-4010-00,,1,816.6,408.3,408.3,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-001-MFW,APL-MAIN,Analog Design Tool; 12M Maint/Floating/Win,000-2301-00,EUR,1,1959.84,0,1959.84,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-002-MFW,APL-MAIN,RF Elements and Improved HB & Transient Analyzers; 12M Maint/Floating/Win,000-2301-00,EUR,1,979.92,0,979.92,Normal
Invoice,6660MI-UP,10/16/2009,2343,10010172,Fujitsu Microelectronics Europe,United Kingdom,EUROPE,APL-003-MFW,APL-MAIN,Time-Domain System Analyzer; 12M Maint/Floating/Win,000-2301-00,EUR,1,816.6,0,816.6,Normal
Invoice,6662MI,10/16/2009,1582,3602,SAAB Avitronics,South Africa,AFRICA,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,RES20,1,1440,0,1440,Normal
Invoice,6662MI,10/16/2009,1582,3602,SAAB Avitronics,South Africa,AFRICA,MWO-200-MLW,MWO-MAIN,MWO NonLinear: HB; 12M Maint/Locked/Win,000-2301-00,RES20,2,2640,0,5280,Normal
Invoice,6662MI,10/16/2009,1582,3602,SAAB Avitronics,South Africa,AFRICA,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,RES20,1,5200,0,5200,Normal
Invoice,6663UI,10/16/2009,7546,7951,Warsaw University of Technology,Poland,EUROPE,MWO-449-UFW,MWO-UNIV,Microwave Office University 20-License Package,300-4000-00,INT,1,3000,1000,2000,Normal
Invoice,6663UI,10/16/2009,7546,7951,Warsaw University of Technology,Poland,EUROPE,VSS-350-UFW,VSS-UNIV,Visual System Simulator University 20-License Package,300-4000-00,INT,1,3000,3000,0,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,NOTE,MISC,3 year commitment with quarterly payments,300-4000-00,,1,0,0,0,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,MWO-225-PLW,MWO-PURC,MWO for MIC/PCB; Purchase/Locked/Win RID#16651,300-4015-00,AWR,1,2250,225,2025,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/Win,000-2301-00,AWR,1,1025,0,1025,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,FIL-300-PLW,FIL-PURC,AWR iFilter - Advanced Synthesis Solution; Purchase/Locked/Win RID#16652,300-4000-00,AWR,1,833.33,83.33,750,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,FIL-300-MLW,FIL-MAIN,AWR iFilter - Advanced Synthesis Solution; 12M Maint/Locked/Win,000-2301-00,AWR,1,375,0,375,Normal
Invoice,6672CD-1,10/16/2009,,10097,Base2 Engineering; LLC,United States,NORTH AMERICA,HWK-200,HWK-PURC,Hardware Key - USB,300-4000-00,AWR,1,16.67,0,16.67,Normal
Invoice,6673MI,10/16/2009,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,FIL-100-MFW,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/Floating/Win,000-2301-00,EUR,1,1796.52,0,1796.52,Normal
Invoice,6673MI,10/16/2009,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,MWO-205-MFW,MWO-MAIN,MWO NonLinear: HB; Layout; 12M Maint/Floating/Win,000-2301-00,EUR,1,5716.2,0,5716.2,Normal
Invoice,6673MI,10/16/2009,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,MWO-225-MFW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Floating/Win,000-2301-00,EUR,1,6369.48,0,6369.48,Normal
Invoice,6673MI,10/16/2009,2343,8683,Selex Communications Ltd,United Kingdom,EUROPE,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/Floating/Win,000-2301-00,EUR,1,5716.2,0,5716.2,Normal
Invoice,6674OI,10/16/2009,1445,6207,Thales Defence & Homeland Security,Germany,EUROPE,ADMIN FEE,MISC,License transfer fee,300-4000-00,RES30,1,436.56,0,436.56,Normal
Invoice,6675SD,10/16/2009,,3597,Micronetics Inc.,United States,NORTH AMERICA,TRN-300,TRN-TRAI,3 Day MWO Standard Training Course; In Boston on Oct 20-22,000-2302-00,AWR,1,1500,0,1500,Normal
Invoice,5131CD(3),10/17/2009,,8747,Aethercomm; Inc.,United States,NORTH AMERICA,MWO-205-PLW,MWO-PURC,MWO NonLinear & Layout; Purchase/Locked/Win,300-4015-00,AWR,1,8050,800,7250,Normal
Invoice,5131CD(3),10/17/2009,,8747,Aethercomm; Inc.,United States,NORTH AMERICA,MWO-205-MLW,MWO-MAIN,MWO NonLinear & Layout; 12M Maint/Locked/Win,000-2301-00,AWR,1,3600,0,3600,Normal
Invoice,5159TTD(3),10/17/2009,,9203,Lawrence Burns Consultant,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,9450,1890,7560,Normal
Invoice,5164TD(3),10/18/2009,,6710,Tecom Industries,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,9450,0,9450,Normal
