spid	artist	album	song	taglist
3anWQym2FPJbXeBA9uxkfs	Simple Plan	Still Not Getting Any	Promise - Domestic	spotify:owned
5VaDt7ezZcBGCfDxzcRn7w	P!nk	Funhouse	Mean	spotify:owned
6k3HOSQIM4K5DPMMmOM90x	Matchbox Twenty	North (Deluxe)	Radio	spotify:owned
2mp5NtfuneZoxCZa8GzlhD	Matchbox Twenty	More Than You Think You Are	Downfall	spotify:owned
6MfusxFNdmhzrZ0qiatZzv	Shout Out Louds	Howl Howl Gaff Gaff	Shut Your Eyes	spotify:owned
5GtQZTeMeaCNHXaOXzdkcv	Hey Monday	Hold On Tight	Should've Tried Harder	spotify:owned
3fcg1osv1qpu8kVI0eutZk	The Summer Set	Everything's Fine	Love To You	spotify:owned
6vmCTN9bhoqWOXxb7XsNc4	Matchbox Twenty	North (Deluxe)	The Way	spotify:owned
4QjC1bzKbQ5zu3dh1FnNr5	Every Avenue	Shh, Just Go With It	Chasing the Night	spotify:owned
1nyFhx5tYNG7nfz4tFbRN5	P!nk	Try This	Walk Away	spotify:owned
15DeqWWQB4dcEWzJg15VrN	Taylor Swift	Taylor Swift	Our Song	spotify:owned
0pYPLapoEWPkcBPXOcfkFW	Matchbox Twenty	Mad Season	Stop	spotify:owned
5WnNUwPQgpMxdCuuU15TSX	Matchbox Twenty	North (Deluxe)	Sleeping At The Wheel	spotify:owned
3GHJk4wGsMaJV1BkfNUlUx	Good Charlotte	Good Morning Revival	Broken Hearts Parade	spotify:owned
6eFahAdQgABBj1XOM99cBG	Hot Chelle Rae	Whatever	I Like It Like That	spotify:owned
0SUivKOXXNgtmF8wbfEa9a	Simplified	Brighter Days	Shall We Begin	spotify:owned
49sMQGN0jAVHfemwqRJR82	Cassadee Pope	Frame By Frame	Good Times	spotify:owned
0ZNUmJBNYxH24QT4uPYu5V	Artist Vs Poet	Artist Vs Poet EP	Runaway	spotify:owned
49fhKAAwPEKWnJoTRcuTwP	Eve 6	Speak In Code (Spotify Exclusive)	Curtain	spotify:owned
6hBnvnZKSpkXpe5EDtteBE	American Authors	Trouble	Trouble	spotify:owned
131RmhQ2mHtY29K1xX3SHW	Miley Cyrus	Breakout	Breakout	spotify:owned
71DDK14XVxkXLmG3AVi1BP	Hunter Hayes	Hunter Hayes (Encore)	Storm Warning	spotify:owned
40riOy7x9W7GXjyGp4pjAv	Eagles	Hotel California (Remastered)	Hotel California	spotify:owned
00m72AIyqgVe1ToQ1JRMVO	Simplified	Smile	Home	spotify:owned
70fe354BpVKEvMY0de78YO	Matchbox Twenty	Yourself Or Someone Like You	Real World	spotify:owned
1jHD7udogrV5vAYLNV8kwO	Keith Urban	Fuse (Deluxe Edition)	Somewhere In My Car	spotify:owned
5CdKMLXa8wxcyUu6YflN2Z	The Click Five	Greetings From Imrie House	Good Day	spotify:owned
5johpJIVjqU2Ki03DOA7Jr	The Academy Is...	Fast Times At Barrington High	About A Girl	spotify:owned
2bN0VoXCagktb6yAi9942I	Gavin DeGraw	Make A Move	Best I Ever Had	spotify:owned
6mClcYGfrqlewg56RZmGRi	The Fratellis	We Need Medicine	Halloween Blues	spotify:owned
4q2NVW8MvR3e0JFD06eMfS	Allstar Weekend	Suddenly	Hey, Princess	spotify:owned
0s77V2jfwyd8Mz5YHFXPJi	Jake Owen	Endless Summer EP	Summer Jam (feat. Florida Georgia Line)	spotify:owned
2RQWBj4QohAIHJiUPGgcHl	The Fratellis	Here We Stand	My Friend John	spotify:owned
1nRu00JSzs5aoUtcwnhuSp	Vanessa Carlton	White Houses	White Houses	spotify:owned
1uhV7Y0juwdLAsAkSproCg	The Rocket Summer	Do You Feel	Break It Out	spotify:owned
3jbdvJWe7ImCAFU4qBcrkk	Anarbor	Burnout	Every High Has A Come Down	spotify:owned
0i5el041vd6nxrGEU8QRxy	Florida Georgia Line	Here's To The Good Times	Cruise	spotify:owned
3y0sUX2kmu0HXQXpVEkDtG	The Fratellis	We Need Medicine	Halloween Blues	spotify:owned
1z2RYgAL2fPmjHUf5zRMTU	Katy Perry	One Of The Boys	One Of The Boys	spotify:owned
7vKKJMTXRrTMwqCcg4Ekpx	Allstar Weekend	The Last Time (feat. Kina Grannis)	The Last Time (feat. Kina Grannis)	spotify:owned
6Eo1GvN09LcFbcsLD3AR0h	Light the Rocket	Light the Rocket	Anchors	spotify:owned
2tC3NZsLgXr9CXvOKon19c	Hunter Hayes	I Want Crazy	I Want Crazy - Encore	spotify:owned
5vewhb0ZcuE0spL72FwI9G	My Favorite Highway	How To Call A Bluff	Simple Life	spotify:owned
2I4dgdRRupMhZCusqTsp8W	My Chemical Romance	Number Four	Kiss The Ring	spotify:owned
1Q8ys0130rNeEE162pmsQa	Icona Pop	Iconic EP	I Love It - feat. Charli XCX	spotify:owned
7DFNE7NO0raLIUbgzY2rzm	Passenger	All The Little Lights	Let Her Go	spotify:owned
5ecZWU5uQOiCVSnPxBZNmT	Miley Cyrus	Breakout	7 Things - Single Version	spotify:owned
6ZsmLdcebOrCMIPOs7iKhP	Allister	Life Behind Machines	A Thousand Miles Away	spotify:owned
0sshl1C7Ra9UwIDjYKxZIQ	All Time Low	Don't Panic	Backseat Serenade	spotify:owned
3POcdaiPYoL4peuFyKWRJE	Matchbox Twenty	More Than You Think You Are	Disease	spotify:owned
2Ux9cliDHYrxsvV9YbmVLr	The Downtown Fiction	Let's Be Animals	Freak	spotify:owned
0cITLOYn1Sv4q27zZPqlNK	Taylor Swift	Red	Red	spotify:owned
7bHj6a5qPJ2MY37vL8aAuF	Light the Rocket	Light the Rocket	Carefully	spotify:owned
4Wcz8itjMXxyxnXm7fSMpW	Relient K	Collapsible Lung	Boomerang	spotify:owned
7lziWneADP2p0aXKr5VsII	The Band Perry	The Band Perry	Hip To My Heart	spotify:owned
7IcigtMhSJd2zUYnmbKXFi	The Ready Set	Tantrum Castle	Giants	spotify:owned
3ELqX7rYc7dGyIaxrvnXPj	American Authors	American Authors	Best Day Of My Life	spotify:owned
4L3sku3mPh6uWGNA63VCgu	The Killers	Hot Fuss	Mr. Brightside	spotify:owned
0cc8fLbPyqgvipCKdZEwzO	The Rocket Summer	Of Men And Angels	You Gotta Believe	spotify:owned
28bI6Vnq00xx3uWNkObdlm	Anarbor	Burnout	Damage I've Done	spotify:owned
5lMzePYjMtLT38sSNxfcQM	Simplified	Brighter Days	Brighter Days	spotify:owned
2LsObScu1JmaM3IIU3vZxa	The Fratellis	We Need Medicine	This Old Ghost Town	spotify:owned
7jcpB7QW39JlgHwTtJycWP	My Favorite Highway	How To Call A Bluff	Go	spotify:owned
7t3yEWJXS4ZZE64JyJDJIg	The Band Perry	Pioneer	DONE.	spotify:owned
7gkrcblK8KyuLQT1KVnGjT	Hot Chelle Rae	Lovesick Electric	I Like To Dance	spotify:owned
0AKQXEIBbhdoa2PKfcQf88	Jimmy Eat World	Jimmy Eat World	A Praise Chorus	spotify:owned
5t1Eqjxu93ub0LiTgxZQOB	The Fratellis	Costello Music	Flathead	spotify:owned
6IvPf76ALwZTcmxOVFPB0v	The Fratellis	Here We Stand	A Heady Tale	spotify:owned
2i0AUcEnsDm3dsqLrFWUCq	Hot Chelle Rae	Whatever	Tonight Tonight	spotify:owned
6hC6X2MApPPHekluVyw5K0	Marianas Trench	Masterpiece Theatre	All To Myself (Rave Mix)	spotify:owned
3yUNzNzL9xQopn36r5SAQf	Simplified	Smile	Sugar Tree	spotify:owned
2XXZHR3hs9wHPrqne7p5df	Simplified	Brighter Days	Screaming At The Ceiling	spotify:owned
30Nf4N6n6gcPMaqF1szBZd	The Friday Night Boys	Off The Deep End	Suicide Sunday	spotify:owned
0Cd7aZhi23nxt2PvQQvH17	Eve 6	Speak In Code (Spotify Exclusive)	Situation Infatuation	spotify:owned
0ZPHHXmmW3nVoDBe3YUdmm	Jimmy Eat World	Jimmy Eat World	The Middle	spotify:owned
6dOjqWK48qsyRsJW4xu9jR	Fm Static	What Are You Waiting For?	Something To Believe In	spotify:owned
4dZhQj20JbKlD9oR0X8kjZ	Matchbox Twenty	More Than You Think You Are	Bright Lights	spotify:owned
7LZdrE0z5DGsVLYifi6Zxq	Chris Wallace	Push Rewind	Don't Mind If I Do	spotify:owned
6EQjfk54NVJkA4oZGlwuiM	Boston	Greatest Hits	More Than a Feeling	spotify:owned
1MSAQKzTAJamjVjZDzlwRi	The Click Five	Greetings From Imrie House	Catch Your Wave	spotify:owned
2kU9nb65Ek3ffWvhNE5cnv	Gloriana	Gloriana	The Way It Goes	spotify:owned
0ZxaNCRVYMfYvmnIHbSpxp	Finger Eleven	Life Turns Electric	Whatever Doesn't Kill Me	spotify:owned
6CYCOt6EwrNQK11rniQbSl	The Rocket Summer	Do You Feel	Do You Feel	spotify:owned
0cgDICpy0CwlFj4fw9A0Lw	Light the Rocket	Light the Rocket	Colors	spotify:owned
3FrGJ16ee3RS6Ly8n5QL5v	The Fratellis	Here We Stand	Shameless	spotify:owned
7CZ0k0S0M6yZ93y3LpwGLV	My Favorite Highway	How To Call A Bluff	Say So	spotify:owned
6csKgL9VRYejis1pQLX7R5	Marianas Trench	Masterpiece Theatre	Cross My Heart	spotify:owned
5vYA1mW9g2Coh1HUFUSmlb	Matchbox Twenty	Yourself Or Someone Like You	3AM	spotify:owned
0khnEBJ9DnoMrxLUmd4qRD	Rob Thomas	Someday EP	Feel So Bad	spotify:owned
0uybt73QFXaLCoxuVf6fhm	3 Doors Down	3 Doors Down	It's Not My Time	spotify:owned
4u26EevCNXMhlvE1xFBJwX	The Band Perry	The Band Perry	If I Die Young	spotify:owned
3ItzRpwvKtkDSNdRSjXu7Z	The Fratellis	Costello Music	Chelsea Dagger	spotify:owned
431Lf45wcn9pdkOlahmaNj	The Fratellis	We Need Medicine	Seven Nights Seven Days	spotify:owned
3nmSl0EXQIfMg6J0XbMez8	The Fratellis	Here We Stand	Look Out Sunshine!	spotify:owned
2KVwlelhxKUy8LVV6JypH3	Matchbox Twenty	Yourself Or Someone Like You	Push	spotify:owned
7MaHXpVscjnMXpPDB3SNFM	Hunter Hayes	Hunter Hayes (Encore)	Love Makes Me	spotify:owned
7F6gtZBzU9HvpKU7WckVzN	Avril Lavigne	Under My Skin	He Wasn't	spotify:owned
1XSJhEiT3TdG7aoX6Gwf7j	American Authors	American Authors	Hit It	spotify:owned
6Bm6qUCSatPAqkQllFL7oA	Matchbox Twenty	More Than You Think You Are	Unwell	spotify:owned
2Fbv5qzWpMfT66rveQnu8i	Far Too Jones	Plastic Hero	Waiting	spotify:owned
0uPYMUoTvjCV4giw7tQOoi	Relient K	Collapsible Lung	If I Could Take You Home	spotify:owned
4cxF8s7u9zMjfBqUOawrWH	The Rocket Summer	Hello, Good Friend.	I'm Doing Everything (For You)	spotify:owned
7bnDCe4AN4l9jgxTUwzJ8u	My Favorite Highway	How To Call A Bluff	Getaway Car	spotify:owned
6B6P5Gi3jEA8srtXTsXgt5	The Spill Canvas	Formalities	Good Graces, Bad Influence	spotify:owned
0ySWJXjXXVzwse6vRgUc1H	P!nk	M!ssundaztood	Respect	spotify:owned
0UiPtG3O5NxIHDp8uy9jgM	One Direction	Up All Night	Up All Night	spotify:owned
1jif4tafd4C9QyLS9ENchU	Matchbox Twenty	Yourself Or Someone Like You	Girl Like That	spotify:owned
6KuHjfXHkfnIjdmcIvt9r0	Imagine Dragons	Night Visions (Deluxe)	On Top Of The World	spotify:owned
0Etdshb7TsPs3kPII6V0cR	Jack Johnson	From Here To Now To You	Tape Deck	spotify:owned
4eLSCSELtKxZwXnFbNLXT5	Imagine Dragons	Night Visions (Deluxe)	On Top Of The World	spotify:owned
6o8nlObTTYYQWaB79M6AiG	My Favorite Highway	How To Call A Bluff	Bigger Than Love	spotify:owned
7vEC8EY86OrLM5eCMgU9nZ	Jimmy Eat World	Chase This Light	Electable (Give It Up)	spotify:owned
6xxwi2Aje2HEwQKlI41qbt	Hot Chelle Rae	Whatever	Radio	spotify:owned
1l9yD3y6WoDK5GbPE7LuL5	Light the Rocket	Light the Rocket	Dragons	spotify:owned
3OcBe3K7YQkupjwhMZfyVj	Simplified	Brighter Days	Wait A Minute (Turn Around)	spotify:owned
4Y2vr0NkLB6uhefaE5d3d5	Anarbor	The Words You Don't Swallow	Let The Games Begin	spotify:owned
0hTFEWK4Rso35cjOlvZTHg	Green Day	Warning	Castaway	spotify:owned
1KM2YtlA69C6WKbxA1vdsR	Haim	Days Are Gone	Honey & I	spotify:owned
2pP1bs8SV6k6sry51gI7qb	My Favorite Highway	How To Call A Bluff	Dreamer	spotify:owned
64XSAtXpCJUmadm3fkpH4z	Matchbox Twenty	Yourself Or Someone Like You	Back 2 Good	spotify:owned
2ULNeSomDxVNmdDy8VxEBU	Taylor Swift	Red	22	spotify:owned
2f6s0AcBRBE0vIOU0NMdXw	Miley Cyrus	Breakout	Fly On The Wall	spotify:owned
0b7MLZQQXcDVEwn8inIXnM	Hot Chelle Rae	Lovesick Electric	Problematique	spotify:owned
5Q80SZhfj6ER9GS4WmDAEx	The Fratellis	Here We Stand	Mistress Mabel	spotify:owned
2V5Af1NdechvxPlJ9U3ga7	New Found Glory	Radiosurgery	Dumped	spotify:owned
3Z0ukCjFccmd8sTFaSeavj	The Fratellis	Costello Music	For The Girl	spotify:owned
7nNCdJB8mocfS5jPbi0DAm	Allister	Before The Blackout	Rewind	spotify:owned
6W5GcTWSPUHQBm02GdELix	Queen	The A-Z of Queen Vol. 1	Crazy Little Thing Called Love - Digital Remaster	spotify:owned
3NXShjO8QDvaMFchXLE4ye	The Cab	Symphony Soldier	Intoxicated	spotify:owned
3MOUUE92JOO8UdVTszYaJ0	Sara Bareilles	The Blessed Unrest	Little Black Dress	spotify:owned
0RmmNCmSvTAJo1P6bIGjqr	All Time Low	So Wrong, It's Right	Dear Maria, Count Me In	spotify:owned
5Net7uzpcqkJtOwR22onye	Keith Urban	Fuse (Deluxe Edition)	We Were Us	spotify:owned
381xtlltyNnR0cqEH9XrVk	The Rocket Summer	Hello, Good Friend.	Brat Pack	spotify:owned
2IaiMggObUpRk17y3FIaJt	The Academy Is...	Santi	Neighbors	spotify:owned
7csx5NhQOHeVvJtjnHzY6W	Simple Plan	Simple Plan	Time To Say Goodbye	spotify:owned
2Iak5hADjGS4hNgJGm8Q2I	Matchbox Twenty	More Than You Think You Are	Hand Me Down	spotify:owned
5wp1fKFDcCga70ygpDg4qu	The White Tie Affair	Walk This Way	Take It Home	spotify:owned
69vlH7SETgm4QROCUlgF58	Marianas Trench	Masterpiece Theatre	Sing Sing	spotify:owned
2HXDYLKetrIFjHhHAABnoM	Matchbox Twenty	Yourself Or Someone Like You	Damn	spotify:owned
76x0Nq3rU8naKX1vdpUfNa	Simplified	Brighter Days	My Life	spotify:owned
20lRBjFTr5e6nUOTImWd5A	Nine Days	The Madding Crowd	257 Weeks	spotify:owned
3t9aE3QUvCHwa8Wsoweiuj	Light the Rocket	Light the Rocket	Man Eater	spotify:owned
42LQIn3Hk1vPrZ7guV4ntI	Simple Plan	Get Your Heart On!	Freaking Me Out - feat. Alex Gaskarth	spotify:owned
3DrzeqjTR3O9zCBdeSRoYu	Matchbox Twenty	Yourself Or Someone Like You	Argue	spotify:owned
7AEAGTc8cReDqcbPoY9gwo	Taylor Swift	Red	We Are Never Ever Getting Back Together	spotify:owned
1068CnnrpxQkXrGX50rMoJ	Gavin DeGraw	Make A Move	Heartbreak	spotify:owned
4jR2ezb3YZ9HGlAQZJl6IL	The Academy Is...	Santi	Seed	spotify:owned
1f23686b2LkKJG09s4ROW1	My Favorite Highway	How To Call A Bluff	What Are You Waiting For?	spotify:owned
0XYjnzSyjRhpCWyXmNSbbs	Bowling For Soup	Lunch. Drunk. Love.	Couple of Days	spotify:owned
3JRNI3LZlvOeVFtGl4cgCE	Simplified	Brighter Days	She Don't Care	spotify:owned
3T4XoaK3RZ3XTEDgeZRV1T	Matchbox Twenty	Yourself Or Someone Like You	Kody	spotify:owned
1jGNjpHdQVaMBeSnpCv5Jy	Kelly Clarkson	All I Ever Wanted	Whyyawannabringmedown	spotify:owned
5uxw7DNar0rMENoPTEvNtQ	Marianas Trench	Masterpiece Theatre	Celebrity Status	spotify:owned
4SaCUKoXFHxwGiNf7v2t5P	Simplified	Smile	Don't Change	spotify:owned
5t8s71M4rfIALh5sCrz5Jk	The Rocket Summer	Hello, Good Friend.	Story	spotify:owned
0spRhrdp5a0qHBzcYwtFIX	Hunter Hayes	Hunter Hayes (Encore)	Everybody's Got Somebody But Me (feat. Jason Mraz) - Encore	spotify:owned
0JRP9CXH7UVcTnWEnbQsb6	Jimmy Eat World	Chase This Light	Chase This Light	spotify:owned
2KQ4rG9z2lPVanGwtpqy0L	Far Too Jones	Picture Postcard Walls	Best Of Me	spotify:owned
1qLeEu4iXEclkLwoBlMiou	Taylor Swift	Red	Stay Stay Stay	spotify:owned
2vVlmfyypZCQL7ZXV03l62	Marianas Trench	Masterpiece Theatre	Perfect	spotify:owned
6K9Tn3LvkikOFk6Lhe4osP	Matchbox Twenty	Yourself Or Someone Like You	Busted	spotify:owned
1B7gvHwt6RTVp3tUIJOl4g	Hellogoodbye	Zombies! Aliens! Vampires! Dinosaurs!	Touchdown Turnaround (Don't Give Up On Me)	spotify:owned
4guw2UBr08BScmjykWo17v	P!nk	Try This	Humble Neighborhoods	spotify:owned
1VaXi6Vtclw5OVBkOEeIAQ	Simplified	Smile	Slow Down	spotify:owned
34Tm4hB6lC8vIFZwlVO1Su	Matchbox Twenty	Yourself Or Someone Like You	Shame	spotify:owned
09VxMdg6MikgAHmnNeiAJ8	Matchbox Twenty	More Than You Think You Are	You're So Real	spotify:owned
1qbGBnPiGKOIQeMwHYLm9u	The Rocket Summer	Do You Feel	Hold It Up	spotify:owned
55Xqcj0dKjaV1Zo4IHVjps	Hunter Hayes	Hunter Hayes (Encore)	More Than I Should - Encore	spotify:owned
4cQpHciEawqA1ljdUWsgXj	Keith Urban	Fuse (Deluxe Edition)	Little Bit Of Everything	spotify:owned
21AyoIRAjcQntsDcjYfmpN	The Rocket Summer	Life Will Write the Words	Scrapbook	spotify:owned
2euMGlXI3UlbJf24VBk3ob	Eve 6	Speak In Code (Spotify Exclusive)	Everything	spotify:owned
24w0eusbTsyhPkJj72LUIm	Carrie Underwood	Blown Away	Cupid's Got A Shotgun	spotify:owned
4nAk5rTFqrGcoAXLP2ppUl	Matchbox Twenty	Yourself Or Someone Like You	Hang	spotify:owned
4amkRdPOtztjXoWI7s9mDS	3 Doors Down	Time Of My Life (Deluxe Version)	Believer	spotify:owned
2f1k5qtnRGgOXvmnkQ9kxV	Simplified	Smile	Zygote	spotify:owned
3YimpODfNhxj3rN81v4WvE	Keith Urban	Fuse (Deluxe Edition)	Raise 'Em Up	spotify:owned
7EJQHSB43EUb66LgWVRtCO	Allister	Before The Blackout	Potential Suicide	spotify:owned
5D3PdMVbO7S4hugHNPBXrA	Hot Chelle Rae	538 Hitzone 61	I Like It Like That	spotify:owned
4FkgULes13bk2eHrsJg4q9	Hunter Hayes	Hunter Hayes (Encore)	I Want Crazy - Encore	spotify:owned
29IbEt7JpMXwG8ISYdvEYH	TobyMac	Eye On It (Deluxe Edition)	Steal My Show - Jack Shocklee Remix	spotify:owned
4XrP7vKBjKLEYlRZdb0Ygr	Taylor Swift	Fearless Platinum Edition	Tell Me Why	spotify:owned
00QO92Jpi7yj7EtlkBtGn5	Hunter Hayes	Hunter Hayes (Encore)	Better Than This - Encore	spotify:owned
4AnIV3TTR93t6mh7luk0wd	blink-182	Greatest Hits	Another Girl Another Planet	spotify:owned
0IT3kHpUM3ohSehcvzoJPL	Good Charlotte	Good Charlotte / The Young And The Hopeless (Coffret 2 CD)	The Anthem	spotify:owned
6FWuDflThmR8lfLCaV9h0p	Hot Chelle Rae	Lovesick Electric	Nothing Left To Hide	spotify:owned
2X0qcU9gIs4UkovtlS6RMn	Jack Johnson	From Here To Now To You	Shot Reverse Shot	spotify:owned
104pmtTQOlmW8Zt2BipGKH	Vampire Weekend	Modern Vampires of the City	Diane Young	spotify:owned
6OAjBZZVEr88WpbeajpKvF	New Politics	A Bad Girl In Harlem	Give Me Hope	spotify:owned
7psPPGwhFzP3pyOcb3ivcT	Vampire Weekend	Modern Vampires of the City	Unbelievers	spotify:owned
6I90RDy8bvl43nD6FEFuda	The Rocket Summer	Hello, Good Friend.	Show Me Everything You've Got	spotify:owned
2yWtLaPCOUDyi7f1lOXCn5	Jake Owen	Barefoot Blue Jean Night	Anywhere With You	spotify:owned
3ts6xK5GzfMAAriT9AIBmP	Jake Owen	Barefoot Blue Jean Night	Barefoot Blue Jean Night	spotify:owned
5ETe7SElBIgm2NAZY3SpX4	Jake Owen	Days of Gold	Days of Gold	spotify:owned
