spid	artist	album	song	taglist
0i8iHMffVFLlRKag21OhF6	Barenaked Ladies	Hits From Yesterday & The Day Before	Too Little Too Late	spotify:owned
5rasfqH859bVeFdB3TfRyi	Blues Traveler	Bridge	The Way	spotify:owned
2D9YnxyNwj7qqA1JLyKYPR	Bruce Springsteen	Greetings from Asbury Park, N.J.	Spirit in the Night	spotify:owned
3gp3mfFPeT575RsvKYBJDU	Blues Traveler	Four	Price To Pay	spotify:owned
7xSWz9bcnU6JRIvOikxRhr	Good Charlotte	Good Charlotte	I Don't Wanna Stop	spotify:owned
6pu2gTRVKKCbl1JiH0iBCy	Jet	Get Born	Get Me Outta Here	spotify:owned
60IEzuxFzbIl7st0JfbFRD	Boys Like Girls	Boys Like Girls	Dance Hall Drug	spotify:owned
5fufEVvUz4udI0pe1krWfi	Orianthi	Bratz Motion Picture Soundtrack	Now Or Never	spotify:owned
41laf9rvavteeNzk1An3vl	Marianas Trench	Marianas Trench	Stutter	spotify:owned
2eEBkB2DcOvZxeGdAnYHPC	Barenaked Ladies	Hits From Yesterday & The Day Before	Falling For The First Time	spotify:owned
27IRo2rYeizhRMDaNVplNM	Blues Traveler	Four	Hook	spotify:owned
6s8q3fQNcayP7yEFpuF3wz	Bruce Springsteen	Greetings from Asbury Park, N.J.	It's Hard to Be a Saint in the City	spotify:owned
1fOcISI7LU947s9ZNNaR4B	Pearl Jam	Vs.	Elderly Woman Behind The Counter in a Small Town	spotify:owned
7v1lLjiTay0Swytt9IHncb	Blues Traveler	Straight On Till Morning	Most Precarious	spotify:owned
4ovyfCWkk5QZhFUEj3FOQA	Boys Like Girls	Boys Like Girls	Heels Over Head - Tom Lord-Alge Mix	spotify:owned
7MQXDt4rMP2VR1MQjq7LeS	Blues Traveler	Four	Just Wait	spotify:owned
7fGkBlnySjaa6yRE8LGalY	Blues Traveler	Straight On Till Morning	The Gunfighter	spotify:owned
5d7KDFTjwVugfnkKUNjxs4	Good Charlotte	The Chronicles of Life and Death ("LIFE" version)	Mountain	spotify:owned
2uPgHqTZotNvcMVWuwkf5s	Blues Traveler	Four	Brother John	spotify:owned
50HLtOrVjSEKFGhia1IPZx	Orianthi	Believe (II)	Addicted To Love	spotify:owned
57m1bxnWHCUZic2UvNADew	Blues Traveler	Straight On Till Morning	Last Night I Dreamed	spotify:owned
5FCPN8g30PRH7lLgxDh9LQ	Barenaked Ladies	Hits From Yesterday & The Day Before	Big Bang Theory Theme	spotify:owned
48ll1HyAUQDVHAavksibWW	Blues Traveler	Straight On Till Morning	Make My Way	spotify:owned
3ZpiT9OFY8BawTHDTi1Pfz	Counting Crows	Hard Candy	Big Yellow Taxi	spotify:owned
5L8ZrkVEmczS9eSKGLFBtu	Fm Static	3 Out Of 4 Ain't Bad	Sometimes You Can Forget Who You Are	spotify:owned
0dTzuMaJVKZN2m53bKDpbj	Fefe Dobson	Watch Me Move	Watch Me Move	spotify:owned
0YjFRplhIcx3jhYQKcBemC	Plain White T's	All That We Needed	All That We Needed	spotify:owned
1XzvZmMmIeAyiAK8JrEtdj	Plain White T's	Should've Gone to Bed	Should've Gone to Bed	spotify:owned
3CE3PYF64qJBjq54Uf9ZiW	Plain White T's	Every Second Counts	Our Time Now	spotify:owned
3LtwmK1OfN0dGs9jf3qSjn	Rob Thomas	cradlesong	Her Diamonds	spotify:owned
1wAXODAAL6hY64ZdhrnjBO	Train	Drive By	Drive By	spotify:owned
57ZXcBtCZXSg9TVV5xRdnR	U2	How To Dismantle An Atomic Bomb	Vertigo	spotify:owned
2hRX6dzcMKghYUKOmXFl9j	Rob Thomas	Something To Be (Deluxe)	This Is How A Heart Breaks	spotify:owned
0lOm22W5svjv0JapB8EQ53	All Time Low	Nothing Personal	Weightless	spotify:owned
51cTzc7yVJXnLt5n4My8zt	Hawk Nelson	Live Life Loud	Live Life Loud	spotify:owned
0YCs0CDddjl2T8mqe3PRgH	Hawk Nelson	Smile, It's The End Of The World	The One Thing I Have Left	spotify:owned
7dVDWf0wud70V4PgYfKnaG	Green Day	Dookie	Burnout	spotify:owned
5TD9BdUaBUF9OhyQwOf4kQ	The Summer Set	Legendary	Maybe Tonight	spotify:owned
2YUrL10v1J1jXaenh0j9Gv	The Acro-brats	...Go Down Swinging!	Day Late, Dollar Short	spotify:owned
1sYkQBfDGIoBkX6JaR0rRQ	Rob Thomas	Something To Be (Deluxe)	Lonely No More	spotify:owned
3rG8ZkmKHb4Ms6CsSzEITv	Fall Out Boy	Infinity On High (Deluxe Edition)	"The Take Over, The Breaks Over"	spotify:owned
0RFcOH8gFVVbARsgrehf2a	Fm Static	Critically Ashamed	Flop Culture	spotify:owned
2xawvupDYIGqykHLUFQGLg	Hellogoodbye	Would It Kill You? (UK/Europe Deluxe Edition)	Getting Old	spotify:owned
4304kbwhzhb8A3n6wl27Kg	Fall Out Boy	From Under The Cork Tree	Of All The Gin Joints In All The World	spotify:owned
56n3PZcmpF4zw4iJlySQkH	Plain White T's	Stop	Please Don't Do This	spotify:owned
3wl0FRrZnpFHvVlItnPyO0	Neon Trees	Picture Show (Deluxe Edition)	Teenage Sounds	spotify:owned
0A8l9HtLpBBeVTMCmi0g5c	Relient K	The Anatomy of the Tongue In Cheek	Pressing On	spotify:owned
23wIfU3fOFoCQgLVpxcRyi	Hawk Nelson	The Light Sides	Friend Like That - Acoustic	spotify:owned
7naGWci9bflvfdzxphFjAw	Fall Out Boy	Take This To Your Grave	Dead On Arrival	spotify:owned
0ald9Hqm3CG03WWHUOgFoo	P!nk	The Truth About Love	Blow Me (One Last Kiss)	spotify:owned
5xtI5OfdQNObIMffUL60v2	Hawk Nelson	Smile, It's The End Of The World	Bring Em Out	spotify:owned
1FQL1LBxSS0DCa4dczNVf1	Plain White T's	Hey There Delilah	Down the Road	spotify:owned
4iLY8SCRIEkja4IkOriMYj	Rob Thomas	cradlesong	Give Me The Meltdown	spotify:owned
6lsX7cBPQpICjGCuLzzotO	Hellogoodbye	Would It Kill You? (UK/Europe Deluxe Edition)	When We First Met	spotify:owned
6wLHhiI0dVBVTymvNE8ial	The All-American Rejects	Kids In The Street	Fast & Slow	spotify:owned
1IC4bPm4zJXPvOIcCOA87m	The Summer Set	Legendary	Boomerang	spotify:owned
7IHYn0w0U8V0sahh5yzLtd	Rob Thomas	Something To Be (Deluxe)	Ever The Same	spotify:owned
0a7BloCiNzLDD9qSQHh5m7	Fall Out Boy	From Under The Cork Tree	Dance, Dance	spotify:owned
7rEcSi91VgcJxl7Sr5yUkr	Smash Mouth	Magic	Magic	spotify:owned
3JOdLCIBzQYwHIvpN3isVf	Fall Out Boy	Take This To Your Grave	Grand Theft Autumn/Where Is Your Boy	spotify:owned
4p9GQ7tdD11Kew1uyB6jKD	Plain White T's	Stop	What If	spotify:owned
4azsES3ns8bKu6rjgy9ioR	Fm Static	My Brain Says Stop, But My Heart Says Go	(Hey) I Want It	spotify:owned
1g2ouBWqPhFS8AcFxVdDLj	Pearl Jam	Vs.	Glorified G	spotify:owned
5QmWwEZY23peUBTVC8bIYA	Colbie Caillat	All Of You	Favorite Song	spotify:owned
6Xb12Pj9d7B97f2FciRHeZ	The Summer Set	Legendary	Lightning in a Bottle	spotify:owned
2TfSHkHiFO4gRztVIkggkE	Fall Out Boy	From Under The Cork Tree	Sugar, We're Goin Down	spotify:owned
4oNePLrtTMaMqHRcbBTjHn	Barenaked Ladies	Barenaked Ladies Are Men	Down To Earth	spotify:owned
5kr3j5Clb9rjEposoMyLVt	Green Day	Dookie	Welcome To Paradise	spotify:owned
6HJzCcSMggn7Ultxs48dAe	Fall Out Boy	From Under The Cork Tree	Nobody Puts Baby In The Corner	spotify:owned
2kR8eKyXeuQre1xXelMCwU	The Summer Set	Everything's Fine	Must Be The Music	spotify:owned
4r5MzNSwc73UJWcQ0TYzMU	Hootie & The Blowfish	Cracked Rear View	Running From An Angel	spotify:owned
2uYlrIktpG24M48IqSatys	Rob Thomas	cradlesong	Real World '09	spotify:owned
3DASPeFJXSIycNpbROhrAC	Fall Out Boy	From Under The Cork Tree	I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song)	spotify:owned
6m1vcpn7A8jr4hvKedeEdP	The Acro-brats	...Go Down Swinging!	Good on Paper	spotify:owned
3nfgt1mw7kn3lGMdOWw5qO	Alkaline Trio	Damnesia	Mercy Me	spotify:owned
0BsqL3ngsjFFAxLZWjuXiz	Hootie & The Blowfish	Cracked Rear View	I'm Goin' Home	spotify:owned
3Zwu2K0Qa5sT6teCCHPShP	Fall Out Boy	Infinity On High (Deluxe Edition)	Thnks fr th Mmrs	spotify:owned
2erNwv0Yti7uirpIU8wbvv	Fall Out Boy	From Under The Cork Tree	7 Minutes In Heaven (Atavan Halen)	spotify:owned
7EnGOag5eznxUbw5M0Y9JH	Hootie & The Blowfish	Cracked Rear View	Drowning	spotify:owned
1N0UflnZhn7xOkrN2l8zxx	Hootie & The Blowfish	Cracked Rear View	Time	spotify:owned
5pSUEzAR3MQe5OaXLktAEt	Plain White T's	All That We Needed	Lazy Day Afternoon	spotify:owned
7oSeuvpiUUtHJlhDgOB1SH	Alkaline Trio	Damnesia	We've Had Enough	spotify:owned
3rQLx85cEIIrplroK6Tu6E	Rob Thomas	Something To Be (Deluxe)	Problem Girl	spotify:owned
68fSLsYVCs1PtdxWgQGbK9	Plain White T's	Stop	Happy Someday	spotify:owned
1iir1dMidSGRzbPMCCEtfX	Fall Out Boy	From Under The Cork Tree	Sophmore Slump Or Comeback Of The Year	spotify:owned
7hVhqM23UBr8bONIgnu7qU	Good Charlotte	Good Charlotte	I Heard You	spotify:owned
3VLnzux5eHwpNIbDm6tPNY	Hootie & The Blowfish	Cracked Rear View	Look Away	spotify:owned
0z5HpYHAoLtrSZTZEVWxoi	The All-American Rejects	The All-American Rejects	Drive Away	spotify:owned
2KMDfsg8GNxW5Y6CJ4KLBL	Good Charlotte	The Young and The Hopeless	Riot Girl	spotify:owned
7MRyJPksH3G2cXHN8UKYzP	Tom Petty And The Heartbreakers	Tom Petty & The Heartbreakers	American Girl	spotify:owned
5lZ7qsLqv1lFl5YI1P00ct	Colbie Caillat	All Of You	Dream Life, Life	spotify:owned
3Zr0SRYO4E0jET5ihOBQcQ	P!nk	Funhouse	It's All Your Fault	spotify:owned
79oQb66jALYYKX1hn4qs4p	Fall Out Boy	From Under The Cork Tree	I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me	spotify:owned
48I2M1rzTtEnUynWJRkZBo	Hellogoodbye	Zombies! Aliens! Vampires! Dinosaurs! And More!	Touchdown Turnaround (Don't Give Up On Me)	spotify:owned
6l2Q66TlfZqzbRkFrZOMT1	P!nk	The Truth About Love	Walk of Shame	spotify:owned
4kzkpiqsEOtbNWMZTETlFO	Rob Thomas	Something To Be (Deluxe)	Streetcorner Symphony	spotify:owned
6DCHJYgCTzQyyVfxjPIjM6	Hootie & The Blowfish	Cracked Rear View	Goodbye	spotify:owned
4pmU8AtVu9qU40Xd9zjEfA	Fall Out Boy	From Under The Cork Tree	A Little Less Sixteen Candles, A Little More "Touch Me"	spotify:owned
1NURqq6gvMVAf1AuBenjRW	Plain White T's	All That We Needed	Last Call	spotify:owned
1UzbgX10AmNjmUfi6Qz5wq	Good Charlotte	Good Morning Revival	Broken Hearts Parade	spotify:owned
6SMU8IxdkpJ25w8iCsEoRJ	Taylor Swift	Speak Now (Deluxe Package)	Superman	spotify:owned
6vVQLHFO30XbizIHyLPGEA	Fm Static	3 Out Of 4 Ain't Bad	America's Next Freak	spotify:owned
3vNCVr2btQNfoDxlfiza4Y	Fm Static	3 Out Of 4 Ain't Bad	Boy Meets Girl (And Vice Versa)	spotify:owned
0gbLfFlEyVHiKzlZIb0gce	Matchbox Twenty	Exile On Mainstream	How Far We've Come	spotify:owned
1eNXN6CMsXPj6vLmfipQhf	Smash Mouth	Fush Yu Mang	Flo	spotify:owned
6SJ1hWFVBIiUgGgHKvwXCQ	Reel Big Fish	Turn The Radio Off	Sell Out	spotify:owned
5eQoNnXQJKsLt1KkEb0abO	KT Tunstall	Black Horse And The Cherry Tree	Black Horse and the Cherry Tree - Radio Version	spotify:owned
61ol6peKuwfs3CP9snm9ie	Artist Vs Poet	Artist Vs Poet EP	Runaway	spotify:owned
4kiMvD7yPec5viFrCQDiYK	The Fratellis	Costello Music	Henrietta	spotify:owned
6xfcEEL2vsUXjsC29bezer	Johnny Winter	Setlist: The Very Best of Johnny Winter LIVE	Good Morning Little School Girl - Live	spotify:owned
6kurPBnfiwamP4G6lrSsRG	Marianas Trench	Fix Me	Decided To Break It	spotify:owned
1LkoYGxmYpO6QSEvY5C0Zl	Lustra	Left For Dead	Scotty Doesn't Know	spotify:owned
4lLqDI9K1jQ48E047k5aAz	Smash Mouth	Smash Mouth	Your Man	spotify:owned
6Lu2Eiaak23fVEWBAZ6qUn	blink-182	Take Off Your Pants And Jacket	Online Songs	spotify:owned
47xqJ882VXGSCtyaChrSRi	Plain White T's	Every Second Counts	Come Back To Me	spotify:owned
5f5uSvKC9nCkjVr7Z5Yv7V	Cartel	Cycles	The Perfect Mistake	spotify:owned
2IQUHIaKvTmWDOGeaFLhfV	Smash Mouth	Fush Yu Mang	Beer Goggles	spotify:owned
1S30kHvkkdMkcuCTGSgS41	Panic! At The Disco	Pretty. Odd.	Nine In The Afternoon	spotify:owned
7gVyxl2X2dSvLwZ2ojUTC9	All Time Low	Dirty Work	I Feel Like Dancin'	spotify:owned
6WkSUgo1VdpzgtiXKlFPcY	blink-182	Dude Ranch	Dammit	spotify:owned
4zhMv15FSlXJrKinBbYSXA	The Upper Crust	Cream Of The Crust	Eureka - I've Found Love	spotify:owned
6OLGmZR1cM3UqmhPjRnec0	The Ready Set	I'm Alive, I'm Dreaming (Deluxe)	Limits	spotify:owned
5NN7CBTw3IwuBHhxbIi0Gh	Colbie Caillat	Breakthrough (Deluxe Edition)	You Got Me	spotify:owned
68Mldx5jfg0qW8LV7Mmwc8	P!nk	Try This	Last To Know	spotify:owned
2ha55bCs3FGWx8iWZzXBLo	The Click Five	Tcv	Way Back to You	spotify:owned
4lLxK3yBvwNoqTFjKC8RNg	blink-182	Take Off Your Pants And Jacket	First Date	spotify:owned
0WJygED9kj3VMLf6l7Foe2	Smash Mouth	All Star Smash Hits	Flo	spotify:owned
34vLUq1yNLO1VLQFbyzSvf	Good Charlotte	Cardiology	Silver Screen Romance	spotify:owned
6a0lHeMCElSIa9uXuEgyYq	The Ready Set	I'm Alive, I'm Dreaming (Deluxe)	Stays Four The Same	spotify:owned
1yTXxC23s4ECE1dN0PVBXW	Air Dubai	Wonder Age	Warm Days	spotify:owned
28pcc7qhdvpFVElCXTgBXF	Journey	Escape	Keep on Runnin'	spotify:owned
1nbGN4N63uCQq0pCIs3kIf	Bob Dylan	Blood On The Tracks	Idiot Wind	spotify:owned
1mX6SYJ1ZpcoxQUiER8wOI	My Chemical Romance	Danger Days: The True Lives Of The Fabulous Killjoys	SING	spotify:owned
2JGfAzStXQ1VEo6H4l6rSR	New Found Glory	New Found Glory	Hit Or Miss	spotify:owned
3lyGPUbSIXOuOWZ636okzu	Alkaline Trio	Crimson	Mercy Me	spotify:owned
5619Ojc6t9evEEs3B7Drhe	Metro Station	Metro Station	Shake It	spotify:owned
6SpLc7EXZIPpy0sVko0aoU	Paramore	RIOT!	Misery Business	spotify:owned
66324Jt0mZdXaM7f8uUitE	Fall Out Boy	Save Rock And Roll	Where Did The Party Go	spotify:owned
2VvrHkjxwsLvouNMsUHykT	KT Tunstall	Drastic Fantastic	Hold On	spotify:owned
71PgBc2BnQtIBq6Ct2jDMO	Guns N' Roses	Greatest Hits	Knockin' On Heaven's Door	spotify:owned
2CYbSzQA7HRYJluYZFvl3u	blink-182	Enema Of The State	What's My Age Again? - Album Version (Edited)	spotify:owned
6Cv5VV3nlqFECVMYNEYoyt	Air Dubai	Wonder Age	Love In Retrograde	spotify:owned
4vp2J1l5RD4gMZwGFLfRAu	The Black Eyed Peas	THE E.N.D. (THE ENERGY NEVER DIES)	I Gotta Feeling	spotify:owned
3dNWyk2Rz1OTtVSVOUlspM	The Ready Set	I'm Alive, I'm Dreaming (Deluxe)	There Are Days	spotify:owned
2JTd2Ixv6uchpq94pye9xe	Relient K	Mmhmm	My Girl's Ex-Boyfriend	spotify:owned
15KlxUvBQm4n9ot0VAjfMp	The Ready Set	I'm Alive, I'm Dreaming (Deluxe)	Spinnin'	spotify:owned
3C0f4W0lQSgMARICJF3KLh	blink-182	Take Off Your Pants And Jacket	The Rock Show	spotify:owned
54s7NH3Lnu8nlrX08VPwFI	Van Halen	1984	Hot For Teacher	spotify:owned
2dt1W8hzKWyazEDtY1A47W	KT Tunstall	Drastic Fantastic	Hopeless	spotify:owned
53ygARQf1f30Z0EmXPHWGT	Bob Dylan	Blood On The Tracks	Meet Me in the Morning	spotify:owned
4M6pI3JTQ7Fcavu4MytcL6	Relient K	Five Score and Seven Years Ago	Must Have Done Something Right	spotify:owned
6qzROwQKzQdz7Xq9yCezW0	Guns N' Roses	Greatest Hits	Civil War	spotify:owned
1y4eb6hmAvsqlDOl3fx9kk	Katy Perry	One Of The Boys	Hot N Cold	spotify:owned
3FfG4S8CJ5k78WkkDG9jyA	KT Tunstall	Drastic Fantastic	I Don't Want You Now	spotify:owned
4r7kzvTDPE9WSZBd6IeMKh	Little Feat	Live At The Rams Head	Shake Me Up	spotify:owned
1poMC8EEh2mvjo9Xohwae3	Smash Mouth	Astro Lounge	Radio	spotify:owned
6oHnB3pBfEUSkHuCIdelmS	New Found Glory	Radiosurgery	Summer Fling, Don't Mean a Thing	spotify:owned
3xNO6JUk9ySYjxuqzcZYRB	Bob Dylan	Blood On The Tracks	If You See Her, Say Hello	spotify:owned
7yi70YT2UBu5FpNLUUpkc6	Guns N' Roses	Greatest Hits	Don't Cry (Original)	spotify:owned
6asDpQeC2DVM5e0l9U6z9x	KT Tunstall	Drastic Fantastic	Saving My Face	spotify:owned
0lHWf385QpzpHulxt029L6	blink-182	Enema Of The State	All The Small Things	spotify:owned
11C3oTzP4WJ2UlU3TzHtCK	Guns N' Roses	Greatest Hits	November Rain	spotify:owned
3ZNko5lZPH2Xnvqbov6tfA	Live	Secret Samadhi	Heropsychodreamer	spotify:owned
2ZqTtndqAZDRAWw2vgZwQK	Panic! At The Disco	A Fever You Can't Sweat Out	But It's Better If You Do	spotify:owned
6XOZ7l5IjwNisd6JfDKFmb	Relient K	Five Score and Seven Years Ago	I'm Taking You With Me	spotify:owned
5p9XWUdvbUzmPCukOmwoU3	KT Tunstall	Eye To The Telescope	Suddenly I See	spotify:owned
4aICBAAFGF3pLSZDlmsMj9	Paramore	RIOT!	Fences	spotify:owned
3Xo2JORBcv7n7z9NQAV7mH	Sara Bareilles	Careful Confessions	Red	spotify:owned
2CP1Ol1PQL06OkhJYCrso5	ZZ Top	Afterburner	Delirious	spotify:owned
6Ou4ZbbiRTSMpgIQqMy6Pt	blink-182	Take Off Your Pants And Jacket	Every Time I Look For You	spotify:owned
4bPQs0PHn4xbipzdPfn6du	Panic! At The Disco	A Fever You Can't Sweat Out	I Write Sins Not Tragedies	spotify:owned
6crR8wriDVlVmgE8Ti8zvg	New Found Glory	Radiosurgery	Map Of Your Body	spotify:owned
6iXTajNEjjaLJX4mwjSEeC	Smash Mouth	Fush Yu Mang	Push	spotify:owned
5eEiEIlcPYBwz3bbnYYZqY	Smash Mouth	Fush Yu Mang	Push	spotify:owned
3BcQFPRZuuUClWStz29WjN	Arctic Monkeys	Favourite Worst Nightmare	Old Yellow Bricks	spotify:owned
2vfo7RvInNxLISPDif4mC2	Good Charlotte	The Young and The Hopeless	The Young & The Hopeless	spotify:owned
2EsvHQlozUGpGa2WrMp1MB	Relient K	Mmhmm	This Week the Trend	spotify:owned
5aVz90vkrSuGk6gGA7g2iK	blink-182	Take Off Your Pants And Jacket	Shut Up	spotify:owned
7hQJA50XrCWABAu5v6QZ4i	Queen	Jazz (Deluxe Remastered Version)	Don't Stop Me Now	spotify:owned
35eZxpCdXzvDfNhAMkJnC4	Guns N' Roses	Greatest Hits	Since I Don't Have You	spotify:owned
1jAQ8WFPLbiXL8b0JtKyBc	Guns N' Roses	Greatest Hits	Sympathy For The Devil	spotify:owned
5M5mzimlah21xlC1rAuIuY	Smash Mouth	All Star Smash Hits	I'm A Believer - Radio Edit	spotify:owned
2OqgVOgwXkCjzQwTQ85iJH	ZZ Top	Rancho Texicano: The Very Best of ZZ Top	Pearl Necklace - Remastered	spotify:owned
3ma7dx0eJyhdXeIwkKsw0b	Matchbox Twenty	More Than You Think You Are	Feel	spotify:owned
0EonrvTzzNScmk7QT4L3dw	Green Day	Nimrod	Nice Guys Finish Last	spotify:owned
356SS2KraT3fSKZRYCuKVX	Matchbox Twenty	Mad Season	Angry	spotify:owned
4XRZbiVdsA5qv6f6qP70lS	The Ready Set	I'm Alive, I'm Dreaming (Deluxe)	Love Like Woe	spotify:owned
5tORtBzHUAnNrIw5Ql3kHZ	The Georgia Satellites	Georgia Satellites	Keep Your Hands To Yourself	spotify:owned
6dXizHF3KbmdvOgvMAhnQC	Sum 41	Underclass Hero	Underclass Hero	spotify:owned
3QZ7uX97s82HFYSmQUAN1D	Rush	Moving Pictures (2011 Remaster)	Tom Sawyer	spotify:owned
4p7isjE8RGKAYdjOdWijK7	Finger Eleven	Them vs. You. vs. Me (Deluxe Edition) and (Bonus Cuts)	Paralyzer	spotify:owned
03oZejWqXLbKhhM4iTgShq	One Direction	Up All Night	What Makes You Beautiful	spotify:owned
0yD66650JxhqKbW76C2qCo	Luke Bryan	Tailgates & Tanlines	Country Girl (Shake It For Me)	spotify:owned
39FwE8edwuyiaa4PrGBkP7	Blake Shelton	Based on a True Story... (Deluxe Version)	Boys 'Round Here (feat. Pistol Annies & Friends)	spotify:owned
6iZqLLZaIXFbU2zeTWSwmT	Matchbox Twenty	North (Deluxe)	Parade	spotify:owned
005lwxGU1tms6HGELIcUv9	Katy Perry	One Of The Boys	I Kissed a Girl	spotify:owned
7d2Ah9Sl3dl6CBYRsVDFzs	Hawk Nelson	Made	A Million Miles Away	spotify:owned
4hIY051enSBBJ5fzZUzTSU	Hey Monday	Hold On Tight	How You Love Me Now	spotify:owned
0mvkwaZMP2gAy2ApQLtZRv	Michael Bublé	To Be Loved	It's A Beautiful Day	spotify:owned
02xZGBmcYz85z57Neu4GEI	Hit The Lights	Skip School, Start Fights	Breathe In	spotify:owned
25JGo37w1o4LqeztjPGMp4	The Spill Canvas	Formalities	Our Song	spotify:owned
6UGHk2cmbDC1oidVjXcCKo	Rush	Moving Pictures (2011 Remaster)	Red Barchetta	spotify:owned
4r7im8h2DTRPvl25YfNyIT	Matchbox Twenty	Yourself Or Someone Like You	Long Day	spotify:owned
0CKefyZmTxVJLnGZGYwsDq	Matchbox Twenty	Mad Season	Black & White People	spotify:owned
1cktZnxiONH0hR6Q3DKy8h	Eric Church	Chief	Drink In My Hand	spotify:owned
2ZQ4Q9xL7W8FEgO1d4o7YH	P!nk	M!ssundaztood	Don't Let Me Get Me - LP Version/Radio Edit	spotify:owned
714Lw0m2SmCEhKSPw0Dn8J	Simple Plan	Still Not Getting Any	Welcome To My Life	spotify:owned
6LS6pltO7YBgjwNVhxMwtp	P!nk	The Truth About Love	Blow Me (One Last Kiss)	spotify:owned
4b9jRNwMUvABxTD1amyfA6	The Spill Canvas	No Really, I'm Fine	All Over You	spotify:owned
0adTN3vBO3pimO3yfxm9vg	Jason Aldean	My Kinda Party	Dirt Road Anthem	spotify:owned
2toY6JyyfKy9TwNk3Ou2XG	Matchbox Twenty	North (Deluxe)	She's So Mean	spotify:owned
743UzZj0Yzh9IYJEzH2f5H	Jack Ingram	Big Dreams & High Hopes	Barefoot And Crazy	spotify:owned
1yOlhyiNWkMUX9cMQfF9DW	Sum 41	All The Good Sh**. 14 Solid Gold Hits (2000-2008)	Fat Lip	spotify:owned
0g4ExnfcMaWaPa5sQopOFb	New Found Glory	Radiosurgery	Drill It In My Brain	spotify:owned
7ngLY64yLCFIRaybpIYKJz	Big & Rich	Greatest Hits	Save A Horse (Ride A Cowboy)	spotify:owned
3lpDrxUkr0tIe1kmJvdK7d	Rush	Moving Pictures (2011 Remaster)	YYZ	spotify:owned
0yTuBZL5eZR3Li1DRfnosb	The Spill Canvas	Formalities	As Long As It Takes	spotify:owned
3DIlvJmohom4hpIxp7JC1I	Matchbox Twenty	Mad Season	Crutch	spotify:owned
62DbMz6liR4GuxvMT9vjc4	Matchbox Twenty	North (Deluxe)	Overjoyed	spotify:owned
4X8KnalmdKJE4C0vMb8CmD	Hey Monday	Hold On Tight	Homecoming	spotify:owned
6wYLKMizpz1PAg4ksvt8Vk	Plain White T's	Stop	Fireworks	spotify:owned
0K6yUnIKNsFtfIpTgGtcHm	Rush	Moving Pictures (2011 Remaster)	Limelight	spotify:owned
2mFcrmNOBPrJrl6KryWV4j	Matchbox Twenty	Mad Season	Last Beautiful Girl	spotify:owned
7pByaReeHOMPmCscqbIFck	Rob Thomas, Jay Stanley, John Goff, Brian Yale & Paul Doucette	The Best of Tabitha's Secret Vol. # 1	Tired	spotify:owned
2VanQfYHhge2aa1kNPHon2	Smash Mouth	All Star Smash Hits	Beer Goggles	spotify:owned
5CssLKLCmxLkxgmnv6rYDr	Matchbox Twenty	North (Deluxe)	Put Your Hands Up	spotify:owned
2f5N826udWfjT9iomeaBJt	Matchbox Twenty	Mad Season	If You're Gone	spotify:owned
1whPstO6UWXpZoy2MxhSAw	Matchbox Twenty	More Than You Think You Are	Cold	spotify:owned
6MFz97nwhGo8Ob2IzhFFHp	Relient K	Collapsible Lung	Can't Complain	spotify:owned
7cQ1H3R3SAT1j93EHVdqZT	The Downtown Fiction	Let's Be Animals	She Knows	spotify:owned
7p7rK9Iuef2LZzZt7hkP6S	Matchbox Twenty	North (Deluxe)	Our Song	spotify:owned
7A1G4cFoivSdoryjH9w2z6	ZZ Top	Afterburner	Can't Stop Rockin'	spotify:owned
0hBby0yygBY1u3m6tSpZgC	Rush	Moving Pictures (2011 Remaster)	The Camera Eye	spotify:owned
0m4k2n3WKAqYSePDbaMcGW	Danger Is My Middle Name	Sink Or Swim	Sink Or Swim	spotify:owned
3a2tuvXCHbW5nuUckuHkKT	Of Monsters And Men	My Head Is An Animal	Little Talks	spotify:owned
4MmpbD8363drSeQ0RBjXWg	Plain White T's	All That We Needed	Breakdown	spotify:owned
6DbaSQH1RA006JJBssB3Fl	Matchbox Twenty	North (Deluxe)	I Will	spotify:owned
4HYFXdqfrRQJcLHfKfFhje	Stellar Kart	We Can't Stand Sitting Down	Always Waiting	spotify:owned
3jZHJO0QAb8sbv71DXOD9J	Matchbox Twenty	Mad Season	Mad Season	spotify:owned
621txFhXgaesfBACz2zC7u	The Starting Line	Direction	Birds	spotify:owned
4vMAlseGdICfrNr3RVZoAQ	The Downtown Fiction	Let's Be Animals	Wake Up	spotify:owned
24fMVsiXXPNuCHRlW88ZoU	Matchbox Twenty	More Than You Think You Are	Could I Be You	spotify:owned
0fJAwqDzQiMEAcM3tymJJh	The Fratellis	Costello Music	Creepin Up The Backstairs	spotify:owned
2ZgCLCb9eCCYEoISZAa0PZ	Yellowcard	Paper Walls	Afraid	spotify:owned
3qnGU52FDEcQwQ0G0SkG92	Matchbox Twenty	Mad Season	The Burn	spotify:owned
2GqXLs42zSmZrbv8wTQbXH	Sum 41	All The Good Sh**. 14 Solid Gold Hits (2000-2008)	Underclass Hero	spotify:owned
389tXrWXGjcOE3H9TnPmTg	Bryan Adams	The Best Of Me	Run To You	spotify:owned
6fA7akEuTUL3dW1V0GELaZ	Matchbox Twenty	Mad Season	Bent	spotify:owned
