spid	artist	album	song	taglist
4bk78jvK8Fe9YHqruOJW0v	P!nk	M!ssundaztood	Get The Party Started	spotify:2012
0ySWJXjXXVzwse6vRgUc1H	P!nk	M!ssundaztood	Respect	spotify:2012
2rYNzLgFNeKf5VGKlfmzpn	P!nk	I'm Not Dead	The One That Got Away	spotify:2012
4ffR6e15zgLmffHVdunas1	Plain White T's	All That We Needed	Take Me Away	spotify:2012
0375Dbwqd78XEWTI6JkaEQ	Plain White T's	All That We Needed	Sad Story	spotify:2012
4MmpbD8363drSeQ0RBjXWg	Plain White T's	All That We Needed	Breakdown	spotify:2012
1aCaRZIrxh3FYEFnglKl87	Plain White T's	All That We Needed	What More Do You Want	spotify:2012
7n73OxtwlStRUyR7vaDgUT	Plain White T's	Big Bad World	Big Bad World	spotify:2012
3PMto2AVbf5PZtj5PGQZlA	Plain White T's	Big Bad World	Natural Disaster	spotify:2012
2e49S6nSA1qTrN0ruCdYet	Plain White T's	Big Bad World	Rainy Day	spotify:2012
5VWmMZCfJ4yVkJw9ZLFXej	Plain White T's	Big Bad World	1, 2, 3, 4	spotify:2012
4xzZ7X3j2bPsTFrIJHdTLm	Plain White T's	Big Bad World	That Girl	spotify:2012
16wiis1z25OjXZqscxZHtq	We The Kings	We The Kings	Don't Speak Liar	spotify:2012
1oaafSJdIZs00dAcm14IgU	We The Kings	We The Kings	Headlines Read Out...	spotify:2012
27WrwVQZMyXuddt2jYSC20	We The Kings	We The Kings	All Again For You	spotify:2012
0iPjHWVaFH5EyvWVliEPKe	We The Kings	Smile Kid	She Takes Me High	spotify:2012
2NheWgWHsXATuBwepf8mzb	We The Kings	Smile Kid	Promise The Stars	spotify:2012
4YqI5PNinPTeotZDPUlRNd	The Summer Set	Love Like This (Deluxe Edition)	Punch-Drunk Love	spotify:2012
4XTlrK5PxHV5pCB5bik5ST	The Summer Set	Love Like This (Deluxe Edition)	Chelsea	spotify:2012
401UtdloeGnLjMIemTmHPT	The Summer Set	Love Like This (Deluxe Edition)	Young	spotify:2012
6Gp3bFXLakEL6PfI0udhqg	The Summer Set	Love Like This (Deluxe Edition)	Take It Slow	spotify:2012
5WHTfpLNl0TzAMrFchjgMI	The Summer Set	Love Like This (Deluxe Edition)	Can You Find Me?	spotify:2012
0uZ0orE84drZZzPKxCWSmR	Of Monsters And Men	Into The Woods	Little Talks	spotify:2012
3bfBjEZRhupg9KzhwkATfO	Every Avenue	Shh, Just Go With It	Days of the Old	spotify:2012
1QtBEKEG9vSeyiOBeH3eAS	Every Avenue	Shh, Just Go With It	This One's a Cheap Shot	spotify:2012
4tRjZsyzZxipOozLBsONlr	Every Avenue	Shh, Just Go With It	Where Were You?	spotify:2012
4Myw8LZzL3nYxnX6G9Am1U	Every Avenue	Shh, Just Go With It	Think of You Later (Empty Room)	spotify:2012
31JeAo4TMEE1MxhAdccvrO	Every Avenue	Shh, Just Go With It	A Story to Tell Your Friends	spotify:2012
5qiY8f1Jw8hFfXXy61E6jT	Every Avenue	Shh, Just Go With It	Boys Will Be Boys	spotify:2012
1hqSNiQrroowFKv1Kf3zjY	Every Avenue	Shh, Just Go With It	Take a Step Back	spotify:2012
7LkIZGLz7OzLaF3okOC66M	Every Avenue	Shh, Just Go With It	Trading Heartbeats	spotify:2012
4QjC1bzKbQ5zu3dh1FnNr5	Every Avenue	Shh, Just Go With It	Chasing the Night	spotify:2012
5whCJMGOcO04aOpWZTb6pt	Every Avenue	Picture Perfect	For Always, Forever	spotify:2012
4JVHdsr2UxQEJYvAo4hUiY	Every Avenue	Picture Perfect	Mindset	spotify:2012
17IkqxJGfjKkii7GBJFnDW	Every Avenue	Picture Perfect	Tell Me I'm A Wreck	spotify:2012
3fzIzGCkPaErFCkw9NTQ21	Every Avenue	Picture Perfect	Picture Perfect	spotify:2012
26JyxdMJQT2rM13EHAP9ZZ	Every Avenue	Picture Perfect	Happy The Hard Way	spotify:2012
2SslGCXl8VQMUlszFpCZ5i	Every Avenue	Picture Perfect	Saying Goodbye	spotify:2012
4jmeesWVfSGzVizU9hbM2E	Every Avenue	Picture Perfect	Finish What You Started	spotify:2012
3E9yeWG8DYUocLaXookQDC	Every Avenue	Picture Perfect	I Forgive You	spotify:2012
1BgoUc7x26gHwUjLadWQzJ	Every Avenue	Picture Perfect	Clumsy Little Heart	spotify:2012
5LvvzLlqyRByrZv9xfAVC2	Every Avenue	Picture Perfect	Until I Get Caught Red Handed	spotify:2012
3MSc4C4jl8NOVR2VG9vj84	Every Avenue	Bad Habits	Hit Me Where It Hurts the Most	spotify:2012
6TN3KfwIuPVgM11k2M4DME	Every Avenue	Bad Habits	I Can't Not Love You	spotify:2012
1LDj7M63ByBXfXBmad4WAn	Every Avenue	Bad Habits	Watch the World	spotify:2012
42EONd69B4YzDVtoj1cbxf	Marianas Trench	Fix Me	Say Anything	spotify:2012
6FxlUqYaDJYVbkkfqCyNeu	Relient K	Forget And Not Slow Down	Forget And Not Slow Down	spotify:2012
4P7e4gMEHSr2TLrcAJvDW8	Relient K	Forget And Not Slow Down	I Don't Need A Soul	spotify:2012
0uQ1e0uc2U41ns5tsriLmr	Relient K	Forget And Not Slow Down	Candlelight	spotify:2012
1qp35ql9nVZSh8ejChr5Cq	Relient K	Forget And Not Slow Down	Part Of It	spotify:2012
1ITf7ryc9pe873tDTX4fRf	Relient K	Forget And Not Slow Down	Therapy	spotify:2012
5xJII9WBtF4YwKeTsymO6P	Relient K	Forget And Not Slow Down	Savannah	spotify:2012
1xGVYkIqnzHXDNlr9kvWBv	Relient K	Forget And Not Slow Down	If You Believe Me	spotify:2012
6IF5ICCqX9Dzote5VVSrjW	Relient K	MMHMM	Be My Escape	spotify:2012
0QZaxH7BwJSZv35UOuv4g1	Relient K	MMHMM	High Of 75	spotify:2012
5tOiPmowFFYocYD8I8CK8u	Relient K	MMHMM	I So Hate Consequences	spotify:2012
39l99cKocDXAN64aAJ6Sqv	Relient K	MMHMM	My Girl's Ex-Boyfriend	spotify:2012
3tdqxPtYmf3LqsjQC8KS72	Relient K	MMHMM	More Than Useless	spotify:2012
2ti3mlFYCuATigBpQO5e5P	Relient K	MMHMM	Who I Am Hates Who I've Been - mmhmm Album Version	spotify:2012
0Aa7TmRL355EG8fBtTyDeJ	Relient K	MMHMM	This Week The Trend	spotify:2012
4xom2U0pPIa9hV8XTmEiqR	Relient K	The Bird And The Bee Sides	The Scene And Herd	spotify:2012
21T4QclIEAcKqoeWrvghiW	Relient K	The Bird And The Bee Sides	At Least We Made It This Far	spotify:2012
7zESBhj7vBqioowaFmtMYZ	Relient K	The Bird And The Bee Sides	You'll Always Be My Best Friend	spotify:2012
4HKu3tP4N9BzACEKypc9G9	Relient K	The Bird And The Bee Sides	Wit's All Been Done Before	spotify:2012
6EMvgaJhgcVBVSU6OcQMzQ	Relient K	The Bird And The Bee Sides	The Vinyl Countdown	spotify:2012
4F90TAUWATMoYuffJ1Wz3a	Relient K	The Bird And The Bee Sides	For The Band	spotify:2012
0M2OJahTTc8RF8aIEgwWBj	Relient K	The Bird And The Bee Sides	Here I Go (Demo)	spotify:2012
5R7HCiz74SCihxh0KL4iwf	Queen	The A-Z of Queen Vol. 1	Another One Bites The Dust - Digital Remaster	spotify:2012
24dS6oZUoOwCWWKS1fGVAP	Queen	The A-Z of Queen Vol. 1	Bicycle Race - Digital Remaster	spotify:2012
2L02A1QpzYjvUVjIVL4xPZ	Queen	The A-Z of Queen Vol. 1	I Want It All - Digital Remaster	spotify:2012
6W5GcTWSPUHQBm02GdELix	Queen	The A-Z of Queen Vol. 1	Crazy Little Thing Called Love - Digital Remaster	spotify:2012
60qwlX0CBWylNxP5jFVNrE	Queen	The A-Z of Queen Vol. 1	Don't Stop Me Now - Digital Remaster	spotify:2012
2d7VXkFd6SL6RrXtLyL9mB	Queen	The A-Z of Queen Vol. 1	Fat Bottomed Girls - Digital Remaster	spotify:2012
33BzkvP6Vr2igVsRJXNTz6	Queen	Greatest Hits II	I Want To Break Free - Remastered 2011	spotify:2012
0E9tDgkCGpeIg5OpnUuPEA	Queen	Greatest Hits II	One Vision - Remastered 2011	spotify:2012
0K7oOwLbiAwKkaoaNIrXzR	Relient K	Five Score And Seven Years Ago	Come Right Out And Say It	spotify:2012
2rfN6xaZ9Q697dNqisBgNm	Relient K	Five Score And Seven Years Ago	I Need You	spotify:2012
4JBQ37lkkhgVDokT6ij6N3	Relient K	Five Score And Seven Years Ago	The Best Thing	spotify:2012
5KOIiKoCXL7yjSjFVVy1s4	Relient K	Five Score And Seven Years Ago	Must Have Done Something Right	spotify:2012
1EI2LKC3QpJjn7BN2FHqQY	Relient K	Five Score And Seven Years Ago	I'm Taking You With Me	spotify:2012
0w8vyNCN0chjtvOalhJDN1	Relient K	Five Score And Seven Years Ago	Bite My Tongue	spotify:2012
0A8l9HtLpBBeVTMCmi0g5c	Relient K	The Anatomy of the Tongue In Cheek	Pressing On	spotify:2012
2bnWj5U2H33j08IEwb7ZxE	Relient K	The Anatomy of the Tongue In Cheek	Sadie Hawkins Dance	spotify:2012
2AFuw3yji67QHbR7QNENPp	Relient K	The Anatomy of the Tongue In Cheek	What Have You Been Doing Lately?	spotify:2012
5ThVIvYmladpoNGsR2AKTH	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Mood Rings	spotify:2012
0XOcDuovDEQZg6OabqgrPK	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Forward Motion	spotify:2012
1bSS9uCl6dUycC0IpqudBw	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	College Kids	spotify:2012
1uebTuqaBm8jOGcyBXnHth	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Trademark	spotify:2012
5oHFK1hE169RpwMlv5mJsC	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Over Thinking	spotify:2012
5rS9UpH3WLdKRlNFCq1G8F	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Getting Into You	spotify:2012
2m4Xn1HQr33lIRel0mR7Om	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	Gibberish	spotify:2012
6edVpPxt7mUmEG81cHRVZb	Relient K	Two Lefts Don't Make a Right...But Three Do (Gold Edition)	From End to End	spotify:2012
12lZTPlXwUtrQuhEty6098	P!nk	Raise Your Glass	Raise Your Glass	spotify:2012
4U7NhC2rQTAhH7dw7H0goB	Bruce Springsteen	Born In The U.S.A.	Cover Me	spotify:2012
2zMlWt4aYreVczVERFK94w	Bruce Springsteen	Born In The U.S.A.	No Surrender	spotify:2012
0VkDedVtP7TQDlaCMq9QVx	Bruce Springsteen	Born In The U.S.A.	I'm Goin' Down	spotify:2012
7FwBtcecmlpc1sLySPXeGE	Bruce Springsteen	Born In The U.S.A.	Dancing in the Dark	spotify:2012
2rUHBIfbMBB92n1gSfSqwF	Bruce Springsteen	Tunnel Of Love	Tunnel of Love	spotify:2012
0nqbZ17t9v52SCemAm1QP0	Bruce Springsteen	Tunnel Of Love	Brilliant Disguise	spotify:2012
3ICZte49haM8ID7H6LSSjb	Bruce Springsteen	Tunnel Of Love	One Step Up	spotify:2012
7yd4VtdvQvijIMWHtwhVkq	Relient K	Relient K	When You're Around	spotify:2012
0kfeiuoHjaqp7LwNQuMyi1	Relient K	Relient K	Anchorage	spotify:2012
1y8fcrAzJpSsjTgMQPT0ia	Yellowcard	Paper Walls	Fighting	spotify:2012
54OYNqBE7OiyETV0dE9Fsl	Yellowcard	Paper Walls	Light Up The Sky	spotify:2012
2ZgCLCb9eCCYEoISZAa0PZ	Yellowcard	Paper Walls	Afraid	spotify:2012
0PtF30AOjpaiyUuR1Wiljd	Yellowcard	Paper Walls	How I Go (Live) (Acoustic)	spotify:2012
697RpGgVTwkaucnhGdUS6b	Bruce Springsteen	Born To Run	Thunder Road	spotify:2012
0E7ErZsCePkOKFhNrWX8bx	Bruce Springsteen	Born To Run	Tenth Avenue Freeze-Out	spotify:2012
4SC78M8D02qy2v8Jf7b6ef	Bruce Springsteen	Born To Run	Born to Run	spotify:2012
4vdUXoXuzZoDhgCXcKeJyn	Bruce Springsteen	Born To Run	Jungleland	spotify:2012
7iCqdpfPTVk1fw12eqfCAP	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	The E Street Shuffle	spotify:2012
4ssCwrG2WRHV7QxLH91Xk8	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	4th of July, Asbury Park (Sandy)	spotify:2012
5AToGW7gh0xgNyrDVd3qus	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	Kitty's Back	spotify:2012
4Z80C8NlDd1AO4axf1O3n0	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	Rosalita (Come out Tonight)	spotify:2012
3FYbqh8NmoLC8c1mMJ05mM	Bruce Springsteen	The Wild, the Innocent, & The E Street Shuffle	New York City Serenade	spotify:2012
1VyDQtfhX6gqhWTGU7Oe8X	Bruce Springsteen	Greetings from Asbury Park, N.J.	Blinded by the Light	spotify:2012
4Gpao0RtOcrBuedyutJWaP	Bruce Springsteen	Greetings from Asbury Park, N.J.	Growin' Up	spotify:2012
5GttWUZxYgLsWNdCMfisR0	Bruce Springsteen	Greetings from Asbury Park, N.J.	Does This Bus Stop at 82nd Street?	spotify:2012
218wztz9mZdDX8Ia1OkUvq	Bruce Springsteen	Greetings from Asbury Park, N.J.	For You	spotify:2012
2D9YnxyNwj7qqA1JLyKYPR	Bruce Springsteen	Greetings from Asbury Park, N.J.	Spirit in the Night	spotify:2012
6s8q3fQNcayP7yEFpuF3wz	Bruce Springsteen	Greetings from Asbury Park, N.J.	It's Hard to Be a Saint in the City	spotify:2012
6aGjEZ7kq3YXgD0EDt80O5	One Direction	Take Me Home: Yearbook Edition	Live While We're Young	spotify:2012
0AkQbXGN4KG34TS7xLrM68	One Direction	Take Me Home: Yearbook Edition	Kiss You	spotify:2012
65QVpgBIutEZlpDCi6AH2F	One Direction	Take Me Home: Yearbook Edition	C'mon, C'mon	spotify:2012
5zsYl9Nl4kQmPSjwscVASJ	One Direction	Take Me Home: Yearbook Edition	Heart Attack	spotify:2012
0SPGL2j5OrG1L7YvP6tT6X	One Direction	Take Me Home: Yearbook Edition	I Would	spotify:2012
72C7aUQECOhNtnD0AC36ua	One Direction	Take Me Home: Yearbook Edition	They Don't Know About Us	spotify:2012
6HvGBgyevPFMrU3KPSHeRV	One Direction	Take Me Home: Yearbook Edition	She's Not Afraid	spotify:2012
7g4mokbwKr5KXe4QK5YxLg	One Direction	Take Me Home: Yearbook Edition	Loved You First	spotify:2012
4k4qvQSDrWHeKGtAPbJPYL	One Direction	Take Me Home: Yearbook Edition	Nobody Compares	spotify:2012
03oZejWqXLbKhhM4iTgShq	One Direction	Up All Night	What Makes You Beautiful	spotify:2012
6tKW2g2So84pCTZXE0Furx	One Direction	Up All Night	One Thing	spotify:2012
0UiPtG3O5NxIHDp8uy9jgM	One Direction	Up All Night	Up All Night	spotify:2012
5ol6DEWpysoqvPlvq13q8n	One Direction	Up All Night	Tell Me a Lie	spotify:2012
3Fld33fuWTUUmVx9BEkyDx	One Direction	Up All Night	Stole My Heart	spotify:2012
5VZ9hXquucUIfAFKo1JvrH	Brand New	Your Favorite Weapon (Deluxe Edition)	Last Chance To Lose Your Keys	spotify:2012
13rkEQEFmNJeGGN5F2uWle	Brand New	Your Favorite Weapon (Deluxe Edition)	Seventy Times 7	spotify:2012
34WSWj3vOPRUfwL3BHtvJd	Brand New	Your Favorite Weapon (Deluxe Edition)	Magazines	spotify:2012
2YUrL10v1J1jXaenh0j9Gv	The Acro-brats	...Go Down Swinging!	Day Late, Dollar Short	spotify:2012
6m1vcpn7A8jr4hvKedeEdP	The Acro-brats	...Go Down Swinging!	Good on Paper	spotify:2012
7icZSBddWmFooQjPw0JQ9i	The Acro-brats	...Go Down Swinging!	Damaged Goods	spotify:2012
4fVxrGVcPvynH3vwgyYrkh	The Acro-brats	Kicking & Screaming	The Difference	spotify:2012
3Jwn647knMzPapz6DbNGJi	The Acro-brats	Kicking & Screaming	Life of the Party	spotify:2012
6FaHStqRlwqJc2mxeEuFog	The Friday Night Boys	That's What She Said EP	That's What She Said	spotify:2012
2ORSH9EmFt4PGokvAuXsNC	The Friday Night Boys	That's What She Said EP	High School	spotify:2012
6nISHnmrYkzvvSkv0MB4fb	The Friday Night Boys	That's What She Said EP	Thursday Night Pregame	spotify:2012
0lOm22W5svjv0JapB8EQ53	All Time Low	Nothing Personal	Weightless	spotify:2012
5cBfw0kSfINwLHfTn3O2KI	All Time Low	Nothing Personal	Lost In Stereo	spotify:2012
0gqXOSaxkFOlMMqUoCO1uO	All Time Low	Nothing Personal	Stella	spotify:2012
73Xc9f17twMU4KY1CwuMae	All Time Low	Nothing Personal	Hello, Brooklyn	spotify:2012
3ORp0K1S6AIzH0JiLBaj0P	All Time Low	Nothing Personal	Walls	spotify:2012
4OpExjpJDT8ZlwPEnfqqQu	All Time Low	Nothing Personal	Keep The Change, You Filthy Animal	spotify:2012
4q0Sfk8rIfbr5GMBueX3aC	All Time Low	Nothing Personal	A Party Song (The Walk of Shame)	spotify:2012
6HH2Zg5Qbdd0ABvy6hcOji	New Found Glory	Radiosurgery	Anthem for the Unwanted	spotify:2012
0g4ExnfcMaWaPa5sQopOFb	New Found Glory	Radiosurgery	Drill It In My Brain	spotify:2012
2V5Af1NdechvxPlJ9U3ga7	New Found Glory	Radiosurgery	Dumped	spotify:2012
6oHnB3pBfEUSkHuCIdelmS	New Found Glory	Radiosurgery	Summer Fling, Don't Mean a Thing	spotify:2012
6crR8wriDVlVmgE8Ti8zvg	New Found Glory	Radiosurgery	Map Of Your Body	spotify:2012
6je4X4JO0HLX9Lfc6IW3cH	New Found Glory	Not Without A Fight	Listen To Your Friends	spotify:2012
7F6gtZBzU9HvpKU7WckVzN	Avril Lavigne	Under My Skin	He Wasn't	spotify:2012
1G3TReuCzc7YIXdw3xW8tP	Avril Lavigne	The Best Damn Thing	Girlfriend - Radio Edit	spotify:2012
15vU2tvBggVk03mprYquwH	Avril Lavigne	The Best Damn Thing	I Can Do Better	spotify:2012
3uFBgkJ1Iqg6FbLWA3qMlD	Avril Lavigne	The Best Damn Thing	Everything Back But You	spotify:2012
3h0IsJt4lRoadGOLkp4Nx4	Avril Lavigne	The Best Damn Thing	One Of Those Girls	spotify:2012
0x962K1qfbp51oYBj8iIHn	TobyMac	Tonight	Get Back Up	spotify:2012
3yNrzk5f3J91nVxk9fcjkm	TobyMac	Tonight	Hold On	spotify:2012
24nBZhPyfvff3xBX80HPYS	TobyMac	Tonight	Wonderin' - Feat. Matthew Thiessen	spotify:2012
52YXnaYILbRoG8sLFaL6se	TobyMac	Tonight	Start Somewhere	spotify:2012
2Y3KxPSXICg0rcabkEFvLv	TobyMac	Tonight	City On Our Knees - Radio Version	spotify:2012
00Mb3DuaIH1kjrwOku9CGU	Avril Lavigne	Let Go	Sk8er Boi	spotify:2012
1jlG3KJ3gdYmhfuySFfpO1	Avril Lavigne	Let Go	I'm with You	spotify:2012
6STHWwMa2vbr1nKArQH7hd	Avril Lavigne	Let Go	Anything But Ordinary	spotify:2012
3nH2w4Q9yths31lC9C26fT	Avril Lavigne	Let Go	Things I'll Never Say	spotify:2012
2eQMZp4HLfQAX5S7wRuso3	Avril Lavigne	Let Go	My World	spotify:2012
4UMZpWNYEDT2vVALzWdcCo	Avril Lavigne	Let Go	Nobody's Fool	spotify:2012
3LEBulRQI5hHe2TUKKswUf	TobyMac	Eye On It (Deluxe Edition)	Me Without You	spotify:2012
4u9iYaJyx92KzhK6rAFlSu	TobyMac	Eye On It (Deluxe Edition)	Forgiveness - feat. Lecrae	spotify:2012
7FO6QgfJRKtEwZiYO0dIO9	TobyMac	Eye On It (Deluxe Edition)	Speak Life	spotify:2012
7vKHSKGViYFWUSU44dJpzm	TobyMac	Eye On It (Deluxe Edition)	Lose Myself	spotify:2012
7p9aCxdnkrd5Fb3JP6pAIR	TobyMac	Eye On It (Deluxe Edition)	Thankful for You	spotify:2012
7AseZ6pD5GC0KqOyuI4WHN	TobyMac	Eye On It (Deluxe Edition)	Made for Me	spotify:2012
7rh66kkZgNeZPFywGHaj4C	TobyMac	Eye On It (Deluxe Edition)	Favorite Song - feat. Jamie Grace	spotify:2012
29IbEt7JpMXwG8ISYdvEYH	TobyMac	Eye On It (Deluxe Edition)	Steal My Show - Jack Shocklee Remix	spotify:2012
1KPFyt1bmpNFydkIzKk0Nd	All Time Low	Dirty Work	Do You Want Me (Dead?)	spotify:2012
7gVyxl2X2dSvLwZ2ojUTC9	All Time Low	Dirty Work	I Feel Like Dancin'	spotify:2012
3DsM0XxXdLlAjKppW4uH79	All Time Low	Dirty Work	Forget About It	spotify:2012
5iQ0q8OkIrWoJZiChvcMO6	All Time Low	Dirty Work	Under A Paper Moon	spotify:2012
4h6oGeAzufKzZnJa0Icgbq	All Time Low	Dirty Work	Heroes	spotify:2012
4Dd3A5e9TfXp2p9tcqG1iH	Katy Perry	Teenage Dream	Teenage Dream	spotify:2012
3KoTtGEDiBwUWzdRQVh9lh	Katy Perry	Teenage Dream	Last Friday Night (T.G.I.F.)	spotify:2012
7zqK6tIgNqi95x7wrbNBWT	Katy Perry	Teenage Dream	California Gurls - feat. Snoop Dogg	spotify:2012
0kUMtZVaYb7EETkBdrEXXA	Katy Perry	Teenage Dream	Firework	spotify:2012
6GCW5Muk3u0cM5QTkS4C9a	Katy Perry	Teenage Dream	The One That Got Away	spotify:2012
1z2RYgAL2fPmjHUf5zRMTU	Katy Perry	One Of The Boys	One Of The Boys	spotify:2012
005lwxGU1tms6HGELIcUv9	Katy Perry	One Of The Boys	I Kissed a Girl	spotify:2012
6fvxos1qSHrIgOkKw4dhWS	Katy Perry	One Of The Boys	Waking Up In Vegas	spotify:2012
1y4eb6hmAvsqlDOl3fx9kk	Katy Perry	One Of The Boys	Hot N Cold	spotify:2012
3FTyr2M2y5D2jjOStBGutn	Katy Perry	One Of The Boys	If You Can Afford Me	spotify:2012
2SFxipSsaAKMjiDL6eIIDY	Katy Perry	One Of The Boys	Self Inflicted	spotify:2012
1XoKqeroJPH5BGNHqBSQWO	Katy Perry	One Of The Boys	Fingerprints	spotify:2012
6kiTcuE50TsE1Ii79LYMsU	All Time Low	So Wrong, It's Right	Holly (Would You Turn Me On?)	spotify:2012
0spR4dIJEHvv4R7zZFyBvE	All Time Low	So Wrong, It's Right	The Beach	spotify:2012
18HtrVceFUqG9aukMZN2et	All Time Low	So Wrong, It's Right	Dear Maria, Count Me In	spotify:2012
0EonrvTzzNScmk7QT4L3dw	Green Day	Nimrod	Nice Guys Finish Last	spotify:2012
2iP4gsbex3yX32fC0kcwMV	Green Day	Nimrod	Scattered	spotify:2012
6DibYvbqhIHsLvZMZ8pV6c	Green Day	Nimrod	Jinx	spotify:2012
6BtaJWMs4kui6uaYKT7Gno	Green Day	Nimrod	Haushinka	spotify:2012
6ORqU0bHbVCRjXm9AjyHyZ	Green Day	Nimrod	Good Riddance [Time Of Your Life]	spotify:2012
57ZXcBtCZXSg9TVV5xRdnR	U2	How To Dismantle An Atomic Bomb	Vertigo	spotify:2012
5Dl8u1A9zjzfeayn87o3DK	U2	How To Dismantle An Atomic Bomb	All Because Of You	spotify:2012
5lDriBxJd22IhOH9zTcFrV	The All-American Rejects	Move Along	Dirty Little Secret	spotify:2012
1j0FJGKv1ZEaTjNz7wAPwF	The All-American Rejects	Move Along	Stab My Back	spotify:2012
2l57cfmCnOkwNX1tky02n1	The All-American Rejects	Move Along	Move Along	spotify:2012
2XNoV4E0G4Ybj90oEH0CU1	The All-American Rejects	Move Along	Change Your Mind	spotify:2012
5nB0zhMAdBf6vY9RxibRjI	The All-American Rejects	Move Along	Night Drive	spotify:2012
6rNLw2HJIf0oGBSFJVbMnV	The All-American Rejects	Move Along	11:11 p.m.	spotify:2012
6lVkRBHhsNgaawDFIaD8YR	The All-American Rejects	Move Along	Top Of The World	spotify:2012
6ol4ZSifr7r3Lb2a9L5ZAB	Carly Rae Jepsen	Call Me Maybe	Call Me Maybe	spotify:2012
4Dm32oO01YpIubCHaAtKkN	Kelly Clarkson	All I Ever Wanted	My Life Would Suck Without You	spotify:2012
2I5CPUnMIKjEXeg61OI9uV	Kelly Clarkson	All I Ever Wanted	I Do Not Hook Up	spotify:2012
5XP17NAwTW3BNQtPA8OgHG	Kelly Clarkson	All I Ever Wanted	Don't Let Me Stop You	spotify:2012
4fq2YUONcgrCJ2SPndSeKC	Kelly Clarkson	All I Ever Wanted	Already Gone	spotify:2012
6W8VktzOUZNlOdTMaeLuxv	Kelly Clarkson	All I Ever Wanted	If I Can't Have You	spotify:2012
1jGNjpHdQVaMBeSnpCv5Jy	Kelly Clarkson	All I Ever Wanted	Whyyawannabringmedown	spotify:2012
30UFDCw1p6Nb19eVVzckIp	Kelly Clarkson	All I Ever Wanted	Long Shot	spotify:2012
6wOr3b3fPUoiUkvto1ab4q	Kelly Clarkson	All I Ever Wanted	Ready	spotify:2012
4AWHpoB0IIyYQSGVommXjN	Kelly Clarkson	All I Ever Wanted	I Want You	spotify:2012
