spid	artist	album	song	taglist
1nwPZ97V6OXOk9aI0PGuDA	Everclear	Invisible Stars	Aces	spotify:2014
6h7sx7cT2IGYyWuLSP2ysw	Hunter Hayes	Storyline	Wild Card	spotify:2014
2tz6DIdRPHKhsgq23Kn9XY	Hunter Hayes	Storyline	Storyline	spotify:2014
0Rm6GWdapFsg4Z6r2Ae3s8	Hunter Hayes	Storyline	Tattoo	spotify:2014
3g3NsGfIBocvzjZ7SdYcK9	Hunter Hayes	Storyline	You Think You Know Somebody	spotify:2014
6Y4kE45q5aPnSydig5vF9B	Hunter Hayes	Storyline	Flashlight	spotify:2014
5hqppADTjXiNWGrc9CP4wJ	Hunter Hayes	Storyline	Secret Love	spotify:2014
2aOuI7RTbF17mEdAHbDlhI	Hunter Hayes	Storyline	If It's Just Me	spotify:2014
60kz8OSyKfGcmOuRB48njn	Everclear	Welcome To The Drama Club	Hater	spotify:2014
5OL99NEAqBqgMKPVY2SFpz	Everclear	Welcome To The Drama Club	A Taste of Hell	spotify:2014
2eQOMQkStoRUQyq6HGh1iG	The Mowgli's	Waiting For The Dawn	San Francisco	spotify:2014
4UTZZBfVof2Atthem9Uoqg	The Mowgli's	Waiting For The Dawn	Clean Light	spotify:2014
4Grh85HvvCAyzUp6AydAjz	The Mowgli's	Waiting For The Dawn	Emily	spotify:2014
5p11enG0zbGaTCUiyCOZen	The Mowgli's	Waiting For The Dawn	Leave It Up To Me	spotify:2014
6CZk7ZZgCWXVkkVpneEL2F	Lee DeWyze	Frames (Deluxe)	Fight	spotify:2014
1C8fnjgzam2TXhMkEORj8j	Lee DeWyze	Live It Up	Dear Isabelle	spotify:2014
6S0Ker4s5Fwwnju3YVEtli	Lee DeWyze	Live It Up	Earth Stood Still	spotify:2014
2TR7A4ulH9R1PNwMyd8o8U	Florida Georgia Line	Here's To The Good Times...This Is How We Roll	This Is How We Roll	spotify:2014
11dxtPJKR4E0wlSr0A0t47	Aly & AJ	Insomniatic	Potential BreakUp Song	spotify:2014
7vOjTY220BqIttYDbwshED	Aly & AJ	Insomniatic	Chemicals React Remix	spotify:2014
3XHIF61VnQiLTAGAfId6L9	Aly & AJ	Insomniatic	Like It Or Leave It	spotify:2014
0k6qeOTY7lEHDrunMKq08i	Aly & AJ	On The Ride	On the Ride	spotify:2014
3uSeT5T2pOEx5fTdYFJasm	Rascal Flatts	Nothing Like This	Why Wait	spotify:2014
1i6NHLEYqiysVj83Ja72Mb	Rascal Flatts	Nothing Like This	Play	spotify:2014
7cQrQvs4YQvk74xUjKU384	Rascal Flatts	Nothing Like This	All Night To Get There	spotify:2014
44cEPtWqeVc7xTDQPQEZ1e	Rascal Flatts	Nothing Like This	Summer Young	spotify:2014
6y68RpRAlw54eDD9VF4Kle	Rascal Flatts	Nothing Like This	Tonight Tonight	spotify:2014
45rEMRPLdv7PZw0FkAtsvG	Rascal Flatts	Unstoppable	Love Who You Love	spotify:2014
5x11iTZJ0XFfvLxVcHZUnn	Rascal Flatts	Unstoppable	Close	spotify:2014
6TRlfPQEgJXPUnApu90M2A	Rascal Flatts	Unstoppable	She'd Be California	spotify:2014
27rSEMh30XdxOgQX7AKSaM	Rascal Flatts	Unstoppable	Summer Nights	spotify:2014
3cear3UdywkCNvuaCvAj2L	Rascal Flatts	The Vault	I Was Born To - Lost Demo	spotify:2014
7huFsLEfJ20WQx6KGPXbBq	Rascal Flatts	The Vault	Love Another Day - Lost Demo	spotify:2014
0IShyuN5orwetv6ooKA4ZS	Rascal Flatts	The Vault	Lonesome Road - Lost Demo	spotify:2014
7AUNUA8RSp8qcLGDDKJwo3	Rascal Flatts	The Vault	The Man In Love With You - Lost Demo	spotify:2014
6NcT6ty2BiK46Mbw47kInR	Rascal Flatts	Changed	Banjo	spotify:2014
3PMGtP58FFx1eygp5jF1e9	Rascal Flatts	Changed	Hot In Here	spotify:2014
3aPsL2sHppf3jaVXf2FAXB	Rascal Flatts	Changed	She's Leaving	spotify:2014
2XsZLmclKLek780zRGgjEX	Rascal Flatts	Changed	Lovin' Me	spotify:2014
1GaKcgLHw0N871gmFdVDCp	Rascal Flatts	Changed	Great Big Love	spotify:2014
09t1lDivsjZffcTC7rNa2m	The Rolling Stones	BEGGARS BANQUET	Street Fighting Man	spotify:2014
2FkBzncOXWo7pnN8oqm7Wx	The Rolling Stones	FLOWERS (Remastered)	Let's Spend The Night Together	spotify:2014
7FmCuUt3Jw28qNvUa4acEz	The Rolling Stones	FLOWERS (Remastered)	Mother's Little Helper	spotify:2014
61UuPxxYUvacEH6SHIK3sU	The Rolling Stones	Sticky Fingers (2009 Re-Mastered)	Brown Sugar - 2009 Re-Mastered Digital Version	spotify:2014
1hIQPCM3oWXrpnXmgTDaKG	The Rolling Stones	Sticky Fingers (2009 Re-Mastered)	Can't You Hear Me Knocking - 2009 Re-Mastered Digital Version	spotify:2014
01JYvQ6udfhUw9Jed9EzoK	The Rolling Stones	Sticky Fingers (2009 Re-Mastered)	Bitch - 2009 Re-Mastered Digital Version	spotify:2014
0cCApinL6pNKz5HC4ptxSp	The Rolling Stones	Voodoo Lounge (2009 Re-Mastered)	Sparks Will Fly - 2009 Re-Mastered Digital Version	spotify:2014
2o594C6KxSQZ2QV9AD1BOd	The Rolling Stones	Dirty Work	Fight - 2009 Re-Mastered Digital Version	spotify:2014
2StkuotzPgX5FpSjMpTvlw	The Rolling Stones	Dirty Work	Harlem Shuffle - 2009 Re-Mastered Digital Version	spotify:2014
7hgfj2oMmIoCyX9Gbb3Tti	The Rolling Stones	Black And Blue	Crazy Mama - 2009 Digital Remaster	spotify:2014
657o30OsXhfnfi3IoWHprm	The Rolling Stones	It's Only Rock 'N' Roll	Ain't Too Proud To Beg - 2009 Re-Mastered Digital Version	spotify:2014
668YgsnvdNBHfRscNIBS31	The Rolling Stones	It's Only Rock 'N' Roll	It's Only Rock'n'Roll (But I Like It) - 2009 Re-Mastered Digital Version	spotify:2014
3ZQimDj4LetbHs2ry5jAQr	The Rolling Stones	It's Only Rock 'N' Roll	Time Waits For No One - 2009 Re-Mastered Digital Version	spotify:2014
0YsBmhlgivhVxWytwq0As4	The Rolling Stones	It's Only Rock 'N' Roll	Dance Little Sister - 2009 Re-Mastered Digital Version	spotify:2014
2AJRdtmk5arBnjCeTkIvKA	The Rolling Stones	Steel Wheels	Hold On To Your Hat - 2009 Re-Mastered Digital Version	spotify:2014
6jCCteoiDn9CRVsq4hOxm9	The Rolling Stones	Steel Wheels	Hearts For Sale - 2009 Re-Mastered Digital Version	spotify:2014
7aZB40a3Zydggr8wJf1lhO	The Rolling Stones	Steel Wheels	Rock And A Hard Place - 2009 Re-Mastered Digital Version	spotify:2014
6H3kDe7CGoWYBabAeVWGiD	The Rolling Stones	LET IT BLEED	Gimme Shelter	spotify:2014
31YMV7aMItO8jzyc10iRrS	The Rolling Stones	LET IT BLEED	Live With Me	spotify:2014
4hq0S6wznq7SHDyMOFXL9i	The Rolling Stones	Exile On Main Street (2010 Re-Mastered)	Tumbling Dice	spotify:2014
7wSVa5dSpjM62zrF0WsMVQ	The Rolling Stones	Exile On Main Street (2010 Re-Mastered)	Turd On The Run	spotify:2014
7hUlZfirjFpQwzoE5GFwyL	The Rolling Stones	Undercover	She Was Hot - 2009 Re-Mastered Digital Version	spotify:2014
7HKez549fwJQDzx3zLjHKC	The Rolling Stones	Tattoo You	Start Me Up - 2009 Re-Mastered Digital Version	spotify:2014
5HcTLesmMaPr0CkwdbtK0o	The Rolling Stones	Tattoo You	Hang Fire - 2009 Re-Mastered Digital Version	spotify:2014
3hJLKtTpgct9Y9wKww0BiR	The Rolling Stones	Some Girls	Miss You - Remastered	spotify:2014
3pQXptTkIkOQsK3pyYlRbJ	The Rolling Stones	Some Girls	Some Girls - Remastered	spotify:2014
40uqC6osBbNPm4jEN3OsAl	The Rolling Stones	Some Girls	Respectable - Remastered	spotify:2014
77oU2rjC5XbjQfNe3bD6so	The Rolling Stones	Some Girls	Beast Of Burden - Remastered	spotify:2014
0FfZBWDv7p63yj6oh2I2PS	The Rolling Stones	Some Girls	Shattered - Remastered	spotify:2014
4SIYh0OcqaIleZEvKC9qQg	Dana Lowrey	Dana Lowrey	Lost Along the Way	spotify:2014
71Vllba0oxZYud2Qg8pHQV	Dana Lowrey	Dana Lowrey	Just a Little	spotify:2014
52lIMM50pO3R1vDTKKhSKU	Dana Lowrey	Dana Lowrey	Higher (feat. Matthew Chadwick)	spotify:2014
3DCueqjBk7QooOf3KVmzNw	Lara Johnston	Tabloid Truth	Take It Hard (feat. Lara Johnston)	spotify:2014
2aXcA7kee4dDZltKEyRgNI	Lara Johnston	Here at the End of the World (Acoustic)	Here at the End of the World (Acoustic)	spotify:2014
6UzUuzrvJgxQNQkDwOB0wO	Lara Johnston	Good, Good, Good	Good, Good, Good	spotify:2014
5WoO5ROGDuhUTOgZ9tvk6S	Alisa Sharp	Heya Hands Up	Heya Hands Up	spotify:2014
2gr3p1xL9kHieLYftrJE0G	Acceptance	Phantoms	Take Cover	spotify:2014
6qmWUrLqtHXy7C2UBDEDQh	Acceptance	Phantoms	In Too Far	spotify:2014
4WFz3RH4VzRjOHLhYN4XFl	Acceptance	Phantoms	Different	spotify:2014
6q9hemM78FDsDJ2CHxpV5N	Olly Murs	Right Place Right Time (Deluxe)	Army of Two	spotify:2014
6Rxnq6T6b89rgQaDmzBF0l	Olly Murs	Right Place Right Time (Deluxe)	Dance with Me Tonight	spotify:2014
34CvC7QV9kIxl8ocSXO5qU	Olly Murs	Right Place Right Time (Deluxe)	Right Place Right Time	spotify:2014
50wRREXeCj7Ij2kTCcZ621	Olly Murs	Right Place Right Time (Deluxe)	Loud & Clear	spotify:2014
4DoACa4cVlarbVmJGEL07X	Olly Murs	Right Place Right Time (Deluxe)	What a Buzz	spotify:2014
0WbpTNq25qbZlQ8Tenn1gO	Olly Murs	Right Place Right Time (Deluxe)	Cry Your Heart Out	spotify:2014
4yVMVcHGb2eLE01UKWjlnF	Colbie Caillat	Gypsy Heart Side A	Live It Up	spotify:2014
1OONExD5MNwgVwRiJPZjbr	Colbie Caillat	Gypsy Heart Side A	Blaze	spotify:2014
2LlJLOK9DnYaOTr2yjqlYt	Colbie Caillat	Gypsy Heart Side A	Never Gonna Let You Down	spotify:2014
6NuegBGRYIn2Ea4N533L3l	Brian Setzer	13	Drugs And Alcohol - Bullet Holes	spotify:2014
5lsOQtK4UWp2p7YDLr1gs1	Brian Setzer	13	Take A Chance On Love	spotify:2014
5PIXfUih5cWPEmpgoQ0LII	Brian Setzer	13	Broken Down Piece Of Junk	spotify:2014
2PfYwbJDBQtn4vxZrDjDI2	Brian Setzer	13	We Are The Marauders	spotify:2014
4qwe33uHvYPSDgStpKKg6N	Brian Setzer	13	Rocket Cathedrals	spotify:2014
6QKJyhWJbzQbOsPdqkfnw9	Brian Setzer	13	Mini Bar Blues	spotify:2014
3r9A3LyPsMFNH0VZn62kYK	Brian Setzer	13	When Hepcats Get The Blues	spotify:2014
2gELpRvM5yZC1XvIx4wQrL	Brian Setzer	13	Everybody's Up To Somethin'	spotify:2014
3U6ub1PvirvmEkjAKAvRZN	Saves The Day	Saves the Day	Remember	spotify:2014
5BJc4xc2gOKFXG8qEvhyNx	Saves The Day	Saves the Day	In the in Between	spotify:2014
0xM32V1yQHANhTXz2bUVgZ	Saves The Day	Saves the Day	Ring Pop	spotify:2014
62Az7tjr1retztrboMBshQ	Less Than Jake	Greetings & Salutations	Younger Lungs	spotify:2014
4vgGB7OLLcGeGbPLmYCTMf	Less Than Jake	Greetings & Salutations	Goodbye, Mr. Personality	spotify:2014
3W85PO8PEmEHP7Q3KDaeog	Less Than Jake	Greetings & Salutations	A Return To Headphones	spotify:2014
6GpY4GzdKi1sg2g8NgPi07	Less Than Jake	Greetings & Salutations	Can't Yell Any Louder	spotify:2014
0LO3Kk4JyI4VZNGSh37f94	Less Than Jake	Greetings & Salutations	View From the Middle	spotify:2014
3Aw914MZz2gx8ffY3qzqRu	Less Than Jake	Greetings & Salutations	Finer Points of Forgiveness	spotify:2014
2zkoblEYIXLwlrzLNnEBMs	Less Than Jake	Greetings & Salutations	Life Led Out Loud	spotify:2014
2YxJnO2rhLblfZoVpbVt4u	Less Than Jake	See the Light	Good Enough	spotify:2014
75riMFjL8VPT0rXNvp5rB1	Less Than Jake	See the Light	Jump	spotify:2014
5Ig72i62cd4gsRTW0zwrI6	Less Than Jake	See the Light	The Loudest Songs	spotify:2014
1GsFsW8qZF6FHKkTg0dCWE	Less Than Jake	See the Light	Do the Math	spotify:2014
7ab0TJjy0LIoNGxgh13Twe	Less Than Jake	See the Light	The Troubles	spotify:2014
0M9VqYG0wVun054JIdwFO8	Demi Lovato	Don't Forget	La La Land	spotify:2014
2rdMtZwDLfqOOYOhOUE9gF	The Downtown Fiction	Punk Goes Pop 4	Super Bass	spotify:2014
1zqllQUMCgMaInr0CzFVll	Maroon 5	It Won't Be Soon Before Long.	Wake Up Call	spotify:2014
0tuyEYTaqLxE41yGHSsXjy	Maroon 5	It Won't Be Soon Before Long.	Won't Go Home Without You	spotify:2014
6ZXRfraYr0sKNd9TKW5XQx	Maroon 5	It Won't Be Soon Before Long.	Can't Stop	spotify:2014
2RjpDxBii8EvC6p6wxwCSz	Maroon 5	Songs About Jane	Harder To Breathe	spotify:2014
6YgV0EF8xJMZz0Zm6BTaT4	Maroon 5	Songs About Jane	This Love	spotify:2014
6K0b4X3EvVR2GLyIHmqGXd	Maroon 5	Overexposed	Fortune Teller	spotify:2014
6cEbEKkeVR8RPpCLSAnvHp	Colbie Caillat	Just Like That	Just Like That	spotify:2014
3huV7eiNpaQlCB3LbZi9bB	The Kooks	Listen	Bad Habit	spotify:2014
6plKFdrBnKF0y3CRuceTDh	Matt Nathanson	Modern Love	Faster	spotify:2014
4DzPPja6CrMvxi6zn4fmFe	Jason Mraz	Hello, You Beautiful Thing	Hello, You Beautiful Thing	spotify:2014
3m16lyKV522Ed42ovbBGhq	Shane Harper	Shane Harper	One Step Closer	spotify:2014
4QlRrpPSqmLhVnujxhhEYl	Shane Harper	Shane Harper	I Know What I Know (feat. Prophet)	spotify:2014
0WW0WdBX143LpGwIcMdk6T	Shane Harper	Shane Harper	Jump	spotify:2014
3DxEnR93c40zjssMS0SFto	Shane Harper	Shane Harper	Dance With Me	spotify:2014
4DA8oZ1sS7Ls4DNYn3vAP6	Shane Harper	Shane Harper	Rocketship - Acoustic Version	spotify:2014
3qF9lBDFFLdMbAn5arThmb	The Academy Is...	Almost Here	Attention	spotify:2014
5Pn2GEi5PUCNwPV33c6LjE	The Academy Is...	Almost Here	Season	spotify:2014
6giwpicNdkGW2e83CBzUUX	Orianthi	Better With You (Radio Edit)	Better With You (Radio Edit)	spotify:2014
072Rb2POqaD8pjr6ePRzt0	Blake Shelton	Neon Light	Neon Light	spotify:2014
7cmu369bIyXA9M6jABDsMS	Mary Lambert	Secrets	Secrets	spotify:2014
6sy3LkhNFjJWlaeSMNwQ62	OneRepublic	Native	Counting Stars	spotify:2014
5BJSZocnCeSNeYMj3iVqM7	OneRepublic	Native	Love Runs Out	spotify:2014
0KvLsZYwodakWxOQUYAR5I	Shania Twain	Come On Over	That Don't Impress Me Much	spotify:2014
4w9LtJn74XQhsHD1zAHnzY	Dan + Shay	Where It All Began	Show You Off	spotify:2014
2LNoMwodbEfYFaXY2loO5V	Dan + Shay	Where It All Began	Stop Drop + Roll	spotify:2014
5zXPsVuwJ4vLBcxAWzrnD6	Dan + Shay	Where It All Began	What You Do To Me	spotify:2014
5xdFitc41cUXrRtR5dzwg5	Dan + Shay	Where It All Began	Can't Say No	spotify:2014
1OLsgmQxn3bOoc3cqyIPyE	Dan + Shay	Where It All Began	Parking Brake	spotify:2014
1gugDOSMREb34Xo0c1PlxM	5 Seconds Of Summer	5 Seconds Of Summer	She Looks So Perfect	spotify:2014
57MOpbjOIoWMZnstWOtfm6	5 Seconds Of Summer	5 Seconds Of Summer	Don't Stop	spotify:2014
4Ulq0gMDyMQuwKbM2ocx9x	5 Seconds Of Summer	5 Seconds Of Summer	Kiss Me Kiss Me	spotify:2014
3CHwhGXeK1kCzxfbmoRK1d	5 Seconds Of Summer	5 Seconds Of Summer	18	spotify:2014
6s74UWM63X9K3koAfU9KUl	5 Seconds Of Summer	5 Seconds Of Summer	Everything I Didn't Say	spotify:2014
75hLNJfiXV5k2YGrbGEW51	OneRepublic	Native	Feel Again	spotify:2014
2JDMJhjJmx2GtMz5HFSTim	OneRepublic	Native	Life In Color	spotify:2014
4RtI4NxSbTIxCMIjERsQ83	The Ready Set	The Bad & The Better	Higher	spotify:2014
3HgzjJO64ki9otFY0hqepG	The Ready Set	The Bad & The Better	Freakin' Me Out	spotify:2014
2tqchwC1RcrB1El6Mv1qS9	Maroon 5	V	Maps	spotify:2014
6Ivf0Haka9SlHVnQfiZJff	Maroon 5	V	Animals	spotify:2014
54s8nSh22zLra72MyJ1Htg	Maroon 5	V	It Was Always You	spotify:2014
7cnbsYVdl9vDXRa666YigE	Maroon 5	V	New Love	spotify:2014
7tjh1YKfmZvzuafsxhxTJe	Maroon 5	V	Coming Back For You	spotify:2014
7i0nRPeX09RN5JrQynADs7	Maroon 5	V	Feelings	spotify:2014
4xSjIgsYgd36OAK4QZ55Pr	Maroon 5	It Won't Be Soon Before Long.	If I Never See Your Face Again	spotify:2014
1lHXlGlve5Zx8tXLhyjDwM	Maroon 5	It Won't Be Soon Before Long.	Makes Me Wonder	spotify:2014
3UuylZ8AmrOT4OfjGofTCN	Maroon 5	It Won't Be Soon Before Long.	Little Of Your Time	spotify:2014
