"ID","NAME","TYPE","MAJORS__C","INDUSTRIES__C","ACCTNUMBER__C"
"0017000000cvt7xAAA","Finisar Corporation - Fremont","Customer","false","","9329"
"0017000000cvt80AAA","Herley Industries, Inc. - Parent","Prospect","false","","9168"
"0017000000cvt81AAA","Flextronics - USA","Prospect","false","","3173"
"0017000000cvt82AAA","Flextronics - Wake Forest","Prospect","false","","3543"
"0017000000cvt83AAA","Florida State University - National Magnetic Field Laboratory","Customer","false","","9558"
"0017000000cvt84AAA","Focused Research (jan-04)","Off Maintenance","false","","1019"
"0017000000cvt85AAA","Frame Photonics (apr-04)","Off Maintenance","false","","2989"
"0017000000cvt86AAA","GE Global Research Center","Customer","false","","4589"
"0017000000cvt87AAA","GE Healthcare Technologies","Prospect","false","",""
"0017000000cvt88AAA","General Atomics - Lynx Systems","Customer","false","",""
"0017000000cvt89AAA","George Washington University","Prospect","false","",""
"0017000000cvt8AAAQ","Georgia Institute of Technology - Georgia Electronic Design Center (GEDC)","Prospect","false","","9385"
"0017000000cvt8BAAQ","Georgia State Chattahoochee Technical College","Prospect","false","",""
"0017000000cvt8CAAQ","GHz Consulting Group","Prospect","false","","5463"
"0017000000cvt8DAAQ","Gigacom Inc.","Off Maintenance","false","","62"
"0017000000cvt8EAAQ","Gintuga Technologies","Prospect","false","","6557"
"0017000000cvt8FAAQ","Global Communication Semiconductors, Inc. (GCS)","Partner","false","","2023"
"0017000000cvt8HAAQ","Good Technology, Inc.","Out of Business","false","","1414"
"0017000000cvt8IAAQ","G-Plus, Inc. (mar-05)","Off Maintenance","false","","2115"
"0017000000cvt8JAAQ","Gray Rock Technology Group","Prospect","false","","6195"
"0017000000cvt8KAAQ","Grayhill Inc (may-04)","Off Maintenance","false","","265"
"0017000000cvt8LAAQ","Green Mountian Radio Reserach Co.","Ex-Customer","false","","4955"
"0017000000cvt8MAAQ","GW-Com Inc.","No Service/Support","false","","273"
"0017000000cvt8NAAQ","Hamilton Engineering","Ex-Customer","false","","10040059"
"0017000000cvt8OAAQ","Hanscom AFB","Ex-Customer","false","","2715"
"0017000000cvt8PAAQ","Hardy Landskov","Prospect","false","",""
"0017000000cvt8QAAQ","Harris Corporation - RF Communications Division - MA","Prospect","false","","10163"
"0017000000cvt8RAAQ","Harris Stratex Networks, Inc. - CA","Off Maintenance","false","","9336"
"0017000000cvt8SAAQ","Harvard University - McKay Lab","Ex-Customer","false","","8687"
"0017000000cvt8TAAQ","Herley New England","Customer","false","","1793"
"0017000000cvt8UAAQ","HF (jun-99)","Out of Business","false","","279"
"0017000000cvt8VAAQ","Hitachi America Ltd. - Global Storage Technologies - Cottle","Prospect","false","","9584"
"0017000000cvt8XAAQ","Hittite Microwave Corporation - Allen, TX","Customer","false","","10036"
"0017000000cvt8YAAQ","Hittite Microwave Corporation - Dallas","Customer","false","","9488"
"0017000000cvt8aAAA","Renaissance Electronics Corporation","Prospect","false","","1045"
"0017000000cvt8bAAA","IBM - Parent","Prospect","false","",""
"0017000000cvt8fAAA","Intercept Technology - GA","Prospect","false","","4895"
"0017000000cvt8hAAA","Isola Group S.a.r.l - Corporate Headquaters","Customer","false","","4043"
"0017000000cvt8kAAA","ITT Corporation - AES/Microwave Systems - MA","Customer","false","","324"
"0017000000cvt8lAAA","Jaalaa, Inc. - Lake Forest (feb-08)","Prospect","false","","8621"
"0017000000cvt8mAAA","JDS Uniphase (may-06)","Prospect","false","","1956"
"0017000000cvt8nAAA","Honeywell Federal Manufacturing and Technologies, LLC - Kirtland Operations","Prospect","false","","10225"
"0017000000cvt8oAAA","Hughes Network Systems (oct-04)","Off Maintenance","false","","4762"
"0017000000cvt8pAAA","HXI, LLC","Prospect","false","","5073"
"0017000000cvt8qAAA","Hylas Inc.","Prospect","false","","9191"
"0017000000cvt8tAAA","Illinois Institute of Technology - Department of Electrical and Computer Engineering","Customer","false","","9557"
"0017000000cvt8vAAA","Inari (oct-01)","No Service/Support","false","","309"
"0017000000cvt8wAAA","Indiana University Purdue University Fort Wayne - Electrical & Computer Enginnering Technology","Customer","false","","2254"
"0017000000cvt8xAAA","Infineon - AZ","Out of Business","false","","4419"
"0017000000cvt8yAAA","Infineon - PA","Out of Business","false","","4418"
"0017000000cvt8zAAA","Infineon Technologies AG - Reno","Ex-Customer","false","","8774"
"0017000000cvt90AAA","Innovation Engineering, Inc.","Prospect","false","","9014"
"0017000000cvt91AAA","Integre Technologies LLC","Prospect","false","","8913"
"0017000000cvt92AAA","Intercept Technology - AZ","Partner","false","","5022"
"0017000000cvt93AAA","Intermec Technologies Corporation - IA","Off Maintenance","false","",""
"0017000000cvt95AAA","Interoperable Technologies LLC (jun-07)","Off Maintenance","false","","7929"
"0017000000cvt96AAA","Interwave Communications (apr-02)","Off Maintenance","false","","10010123"
"0017000000cvt97AAA","Intrinsix","Prospect","false","","6336"
"0017000000cvt99AAA","Invocon, Inc.","Ex-Customer","false","","2611"
"0017000000cvt9AAAQ","Iowa State University","No Signed License Agreement","false","","8973"
"0017000000cvt9BAAQ","ISII Corporation","Prospect","false","","9449"
"0017000000cvt9CAAQ","Isola Group S.a.r.l - WI","Ex-Customer","false","","2609"
"0017000000cvt9DAAQ","Israeli Defense Force - Dima (apr-04)","Off Maintenance","false","","2641"
"0017000000cvt9EAAQ","iTerra Communications - NJ","Out of Business","false","","6117"
"0017000000cvt9GAAQ","ITT - Space Lift Range System (sep-04)","Off Maintenance","false","","3420"
"0017000000cvt9HAAQ","ITT Corporation (mar-06)","Customer","false","","8318"
"0017000000cvt9JAAQ","ITT Industries - Advanced Engineering and Sciences (AES) - VA","Ex-Customer","false","","1778"
"0017000000cvt9KAAQ","ITT MEC (dec-01)","Off Maintenance","false","","10060004"
"0017000000cvt9LAAQ","Iwata Engineering","Off Maintenance","false","","8955"
"0017000000cvt9MAAQ","Jaalaa, Inc. - San Diego","Prospect","false","",""
"0017000000cvt9NAAQ","James Chu - RF Consultant","Customer","false","","10110"
"0017000000cvt9OAAQ","James Spoto","Partner","false","","9192"
"0017000000cvt9PAAQ","Jay Kurland - Consultant","Prospect","false","","3446"
"0017000000cvt9QAAQ","Jazz Semiconductor","Partner","false","","5928"
"0017000000cvt9RAAQ","JCA Technology","Ex-Customer","false","","1108"
"0017000000cvt9SAAQ","JDS Uniphase","Ex-Customer","false","","10010035"
"0017000000cvt9UAAQ","JFW Industries, Inc","Off Maintenance","false","","10010108"
"0017000000cvt9VAAQ","Johns Hopkins University - Department of Electrical & Computer Engineering","Prospect","false","","9393"
"0017000000cvt9YAAQ","LSI Corporation - Parent","Prospect","false","","9422"
"0017000000cvt9aAAA","Johanson Manufacturing (jul-04)","Off Maintenance","false","","1915"
"0017000000cvt9bAAA","Johanson Technology","Partner","false","","4440"
"0017000000cvt9cAAA","John Deere World Headquarters - Parent","Prospect","false","","9523"
"0017000000cvt9eAAA","Johns Hopkins University - Engineering Programs for Professionals","University-Preferred","false","","9394"
"0017000000cvt9fAAA","Juniper Networks","Ex-Customer","false","","3684"
"0017000000cvt9gAAA","Kansas State University","No Signed License Agreement","false","","8970"
"0017000000cvt9hAAA","Karta Technologies, Inc.","Out of Business","false","","3174"
"0017000000cvt9iAAA","Keithley Instruments, Inc. - OH","Customer","false","","5783"
"0017000000cvt9jAAA","Ken Puglia (feb-04)","Off Maintenance","false","","1904"
"0017000000cvt9kAAA","Kestrel Solutions","Out of Business","false","","1097"
"0017000000cvt9mAAA","KMIC Technology (jun-05)","Off Maintenance","false","","149"
"0017000000cvt9nAAA","K-Tek","Prospect","false","","9105"
"0017000000cvt9qAAA","L-3 Communications - Aviation Communication & Surveillance Systems (ACSS)","Customer","false","","9103"
"0017000000cvt9sAAA","L-3 Communications - Nova Engineering","Customer","false","","5233"
"0017000000cvt9uAAA","L-3 Communications - Titan Group - CA","Prospect","false","","4068"
"0017000000cvt9vAAA","L-3 Communications - Titan Group - NY","Off Maintenance","false","","8653"
"0017000000cvt9zAAA","Laird Technologies (aug-07)","Off Maintenance","false","","3354"
"0017000000cvtA0AAI","Lamina Ceramics","Ex-Customer","false","","2168"
"0017000000cvtA1AAI","Larry May Consulting","Off Maintenance","false","","2092"
"0017000000cvtA2AAI","Latus Lightworks, Inc.","Out of Business","false","","10060011"
"0017000000cvtA3AAI","Lawrence Burns - Consultant","Customer","false","","9203"
"0017000000cvtA4AAI","Lean Design Solutions","Partner","false","","9309"
"0017000000cvtA5AAI","LeCroy Corporation","Prospect","false","",""
"0017000000cvtA6AAI","Lehigh University","Ex-Customer","false","","350"
"0017000000cvtA7AAI","Lightwire Inc.","Prospect","false","","9652"
"0017000000cvtA8AAI","Linear Circuit Innovations (jun-04)","Off Maintenance","false","","1497"
"0017000000cvtA9AAI","Lockheed Martin Corporation - King of Prussia","Prospect","false","","356"
"0017000000cvtAAAAY","Lone Star Technology","Prospect","false","",""
"0017000000cvtACAAY","Lothar Baier","Off Maintenance","false","","8750"
"0017000000cvtADAAY","Lowrance","Prospect","false","",""
"0017000000cvtAEAAY","LS Research","Prospect","false","",""
"0017000000cvtAFAAY","LSI Corporation - TX","Prospect","false","","9421"
"0017000000cvtAGAAY","LSI Logic Corporation - Allentown (feb-02)","Off Maintenance","false","","1087"
"0017000000cvtAHAAY","LSI Logic Corporation - Reading (jan-04)","Off Maintenance","false","","10010127"
"0017000000cvtAIAAY","LTX Corporation","Prospect","false","",""
"0017000000cvtAJAAY","Lucent Technologies - CO","Prospect","false","","4409"
"0017000000cvtAKAAY","Lucent Technologies - Holmdel (feb-04)","Off Maintenance","false","","1085"
"0017000000cvtALAAY","Lucent Technologies - OH","Ex-Customer","false","","364"
"0017000000cvtAMAAY","Lucix Corporation - El Segundo","Off Maintenance","false","","8168"
"0017000000cvtANAAY","Luxtera, Inc.","Prospect","false","","3364"
"0017000000cvtAOAAY","MacAulay Brown, Inc.","Customer","false","","9453"
"0017000000cvtAPAAY","Magnolia Broadband","Prospect","false","","8906"
"0017000000cvtAQAAY","Marche Design","Prospect","false","",""
"0017000000cvtARAAY","Mark Zachmann","Partner","false","","10086"
"0017000000cvtASAAY","Maryland Semiconductor Inc.","Prospect","false","","1103"
"0017000000cvtATAAY","Matrics Technology Systems, Inc.","Ex-Customer","false","","967"
"0017000000cvtAUAAY","Matrix Microsystems Inc","Prospect","false","",""
"0017000000cvtAVAAY","Maury Microwave Corporation (mar-06)","Off Maintenance","false","","5799"
"0017000000cvtAWAAY","Maxwell Technologies (jan-04)","Off Maintenance","false","","10010121"
"0017000000cvtAXAAY","MC Test Products , Inc.","Prospect","false","",""
"0017000000cvtAYAAY","Medtronic Energy and Component Center","Customer","false","","9505"
"0017000000cvtAZAAY","Meggitt Defense System","Prospect","false","",""
"0017000000cvtAaAAI","Menara Networks - TX","Prospect","false","","7817"
"0017000000cvtAbAAI","Mentor Corporation - Parent","Prospect","false","","9274"
"0017000000cvtAcAAI","Microsemi - RFIS - Parent","Prospect","false","","10102"
"0017000000cvtAeAAI","Morgan State University - Department of Electrical & Computer Engineering","Prospect","false","","2224"
"0017000000cvtAfAAI","Motia, Inc. (dec-07)","Prospect","false","","892"
"0017000000cvtAgAAI","Picometrix, Inc.","Prospect","false","","1925"
"0017000000cvtAhAAI","MtronPTI - Orlando","Prospect","false","","9229"
"0017000000cvtAiAAI","Multigig, Inc. - CA","Prospect","false","","9397"
"0017000000cvtAjAAI","NASA Headquarters - Parent","Prospect","false","","10098"
"0017000000cvtAlAAI","National Semiconductor - World Headquarters","Prospect","false","","2041"
"0017000000cvtAnAAI","Menara Networks - CA","Prospect","false","","7816"
"0017000000cvtAoAAI","Mentor Graphics - AL","Partner","false","","9273"
"0017000000cvtApAAI","Mentor Graphics - CA","Partner","false","","10182"
"0017000000cvtAqAAI","Mentor Graphics - CO","Partner","false","","9294"
"0017000000cvtArAAI","Mentor Graphics - IL","Customer","false","","10228"
"0017000000cvtAsAAI","Mentor Graphics - MA","Partner","false","","10238"
"0017000000cvtAtAAI","Mentor Graphics - MI","Partner","false","","10126"
"0017000000cvtAuAAI","Metawave Communications Corp","Out of Business","false","","822"
"0017000000cvtAwAAI","Micro Linear","Old Acolade Customer","false","","10030001"
"0017000000cvtAxAAI","Micro Systems Engineering, Inc. (may-08)","Off Maintenance","false","","3317"
"0017000000cvtAyAAI","Microsemi - RFIS - Folsom","Prospect","false","","10104"
"0017000000cvtAzAAI","Microsemi - RFIS - Santa Clara","Prospect","false","","10103"
"0017000000cvtB1AAI","Microsource, Inc","Off Maintenance","false","","846"
"0017000000cvtB2AAI","Microtune, Inc.","Prospect","false","","2661"
"0017000000cvtB3AAI","Microwave Photonics","Out of Business","false","","4628"
"0017000000cvtB5AAI","Microwave Technology Solutions Inc.","Customer","false","","8958"
"0017000000cvtB6AAI","Midwin & Olifson, Inc.","Ex-Customer","false","","1662"
"0017000000cvtB7AAI","Millennium Sensor, LLC","Customer","false","","9300"
"0017000000cvtB8AAI","Millitech, LLC","Ex-Customer","false","","10010020"
"0017000000cvtBBAAY","Mini-Circuits","Prospect","false","","4883"
"0017000000cvtBCAAY","MIT Lincoln Labs (University)","Ex-Customer","false","","7136"
"0017000000cvtBDAAY","Miteq - Oser Avenue","Customer","false","","10149"
"0017000000cvtBEAAY","Mitsubishi Electronics USA, Inc.","Ex-Customer","false","","1118"
"0017000000cvtBFAAY","MKS Instruments","Prospect","false","","8953"
"0017000000cvtBGAAY","MMICMAN, LLC","No Service/Support","false","","6258"
"0017000000cvtBHAAY","Mobilian","Out of Business","false","","422"
"0017000000cvtBIAAY","Modelithics, Inc","Partner","false","","2297"
"0017000000cvtBJAAY","ModeLogic LLC","Prospect","false","","8771"
"0017000000cvtBKAAY","Modular Components National","Customer","false","","9308"
"0017000000cvtBLAAY","Montana State University","Ex-Customer","false","","4678"
"0017000000cvtBMAAY","Moog Components Group","Prospect","false","",""
"0017000000cvtBOAAY","Motia, Inc.","Off Maintenance","false","","6699"
"0017000000cvtBPAAY","M-Squared Technologies, LLC","Ex-Customer","false","","440"
"0017000000cvtBQAAY","MtronPTI - Conneticut","Customer","false","","9231"
"0017000000cvtBRAAY","MtronPTI - Yanktown","Customer","false","","9230"
"0017000000cvtBSAAY","Multigig, Inc. - FL","Prospect","false","","10178"
"0017000000cvtBTAAY","Multilink Technology","Out of Business","false","","10040076"
"0017000000cvtBWAAY","Nanowave - LA","Ex-Customer","false","","10040010"
"0017000000cvtBXAAY","Nanowave, Inc. - MO","Ex-Customer","false","","1081"
"0017000000cvtBYAAY","NASA Johnson Space Center","Customer","false","",""
"0017000000cvtBZAAY","NASA Langley Research Center","Ex-Customer","false","","2284"
"0017000000cvtBaAAI","Nathaniel Gaskin - Personal License","University Graduate","false","","10219"
"0017000000cvtBbAAI","National Instruments - CA","Customer","false","","8944"
"0017000000cvtBcAAI","National Radio Astronomical Observatory (NRAO) - Technology Center","Customer","false","","9098"
"0017000000cvtBdAAI","National Radio Astronomy Observatory (NRAO) - Array Operations Center","Off Maintenance","false","","2780"
"0017000000cvtBeAAI","National Semiconductor - Longmont","Prospect","false","","9559"
"0017000000cvtBfAAI","Naval Research Laboratory (NRL) - Materials Science & Technology (Code 6370) (apr-02)","Off Maintenance","false","","4744"
"0017000000cvtBgAAI","Naval Research Laboratory (NRL) - Photonics Technology (Code 5650)","Off Maintenance","false","","8966"
"0017000000cvtBjAAI","Naval Surface Warfare Center (NSWC) Crane","No Signed License Agreement","false","",""
"0017000000cvtBkAAI","Navini Networks","Prospect","false","","2658"
"0017000000cvtBlAAI","NeoPhotonics Corporation (mar-08)","Off Maintenance","false","","8799"
"0017000000cvtBmAAI","Oakland University - Electrical & Systems Engineering","Prospect","false","","3668"
"0017000000cvtBnAAI","Netro Corp (jun-03)","Off Maintenance","false","","471"
"0017000000cvtBoAAI","NetworkFab Corporation","Ex-Customer","false","","8725"
"0017000000cvtBpAAI","New Jersey Institute of Technology - Department of Electrical and Computer Engineering","Ex-Customer","false","","1272"
"0017000000cvtBqAAI","Nextcomm, Inc (jan-04)","Off Maintenance","false","","10010018"
"0017000000cvtBrAAI","NexTek, Inc.","Ex-Customer","false","","2022"
"0017000000cvtBsAAI","Nextwave Broadband","Prospect","false","","8989"
"0017000000cvtBtAAI","Nexyn Corporation","Off Maintenance","false","","473"
"0017000000cvtBuAAI","nGimat Company","Off Maintenance","false","","1853"
"0017000000cvtBvAAI","NOAA/NWS","Prospect","false","","5673"
"0017000000cvtBwAAI","Nokia - San Diego","Aplac Customer","false","","8686"
"0017000000cvtBxAAI","Nokia Solutions and Networks - TX","Prospect","false","","9413"
"0017000000cvtByAAI","Norfolk State University","Ex-Customer","false","","4646"
"0017000000cvtBzAAI","North Carolina State University - Department of Electrical and Computer Engineering","Customer","false","","9267"
"0017000000cvtC2AAI","Nuhertz Technologies, LLC","Partner","false","","6571"
"0017000000cvtC3AAI","Nvidia","Prospect","false","","3510"
"0017000000cvtC4AAI","NyeWaves","Prospect","false","","8916"
"0017000000cvtC5AAI","Oakland University - Applied Electromagnetics and Wireless Lab (AEWL)","No Signed License Agreement","false","","9364"
"0017000000cvtC6AAI","Odyssey 1","Ex-Customer","false","","1676"
"0017000000cvtC7AAI","OEA International (dec-05)","Partner","false","","4270"
"0017000000cvtC9AAI","Optical Communication Products","Prospect","false","","4134"
"0017000000cvtCAAAY","Optical Communication Products (jun-04)","Off Maintenance","false","","117"
"0017000000cvtCBAAY","Optimal Corporation","Prospect","false","","4856"
"0017000000cvtCFAAY","Powerwave - Merrimack","Prospect","false","","10060018"
"0017000000cvtCGAAY","Quantum Corporation - CA","Prospect","false","","2043"
"0017000000cvtCHAAY","Optinel Systems, Inc. (oct-04)","Off Maintenance","false","","3469"
"0017000000cvtCIAAY","Optium Corporation - FL","No Service/Support","false","","1825"
"0017000000cvtCJAAY","Optium Corporation - Highpoint Drive","Ex-Customer","false","","1840"
"0017000000cvtCKAAY","Optotek Ltd.","Prospect","false","","490"
"0017000000cvtCLAAY","Orca Systems","Prospect","false","","6924"
"0017000000cvtCMAAY","Orion Engineering, Inc. (jul-05)","Off Maintenance","false","","494"
"0017000000cvtCNAAY","Pacific Broadband Communications","Ex-Customer","false","","10030082"
"0017000000cvtCOAAY","Pacific Millimeter Products (mar-99)","Off Maintenance","false","","496"
"0017000000cvtCPAAY","Packet Digital","Ex-Customer","false","","6894"
"0017000000cvtCQAAY","Paratek Microwave","Ex-Customer","false","","9327"
"0017000000cvtCRAAY","Paul Finkel Consulting","Prospect","false","",""
"0017000000cvtCSAAY","Paul Hernandez","Prospect","false","","5176"
"0017000000cvtCTAAY","Paul White (personal)","Ex-Customer","false","","3670"
"0017000000cvtCUAAY","P-COM","Ex-Customer","false","","502"
"0017000000cvtCVAAY","PEMSTAR Pacific Consultants (jul-04)","Off Maintenance","false","","1350"
"0017000000cvtCXAAY","Peregrine Semiconductor - Illinois","Ex-Customer","false","","8740"
"0017000000cvtCYAAY","Peregrine Semiconductor - Nashua","Ex-Customer","false","","8838"
"0017000000cvtCZAAY","Peter Chu - Personal (apr-06)","Off Maintenance","false","","7622"
"0017000000cvtCaAAI","Peter Dinnerstein Consulting","Ex-Customer","false","","10030065"
"0017000000cvtCbAAI","Phasebridge","Prospect","false","","6548"
"0017000000cvtCcAAI","Phaselink Corporation","Prospect","false","",""
"0017000000cvtCdAAI","Philips - Ohio","Prospect","false","",""
"0017000000cvtCgAAI","Pinpoint Company","Out of Business","false","","507"
"0017000000cvtChAAI","Plan 9","Prospect","false","","5611"
"0017000000cvtCiAAI","Planar Filter","Prospect","false","","3151"
"0017000000cvtCjAAI","Plexus Louisville Design Center","Customer","false","","9270"
"0017000000cvtCkAAI","Plexus Raleigh Design Center","Customer","false","","9269"
"0017000000cvtClAAI","Plum Valley Engineering","Prospect","false","",""
"0017000000cvtCmAAI","Polar Semiconductor, Inc.","Prospect","false","","9430"
"0017000000cvtCnAAI","Polyfet RF Devices","Ex-Customer","false","","2459"
"0017000000cvtCoAAI","Posdata","Ex-Customer","false","","6546"
"0017000000cvtCpAAI","PowerQ Technologies, Inc.","Off Maintenance","false","","9007"
"0017000000cvtCqAAI","Powerwave - Salisbury","No Service/Support","false","","8811"
"0017000000cvtCrAAI","Powerwave Technologies - Del Mar","Prospect","false","","535"
"0017000000cvtCsAAI","Powerwave Technologies - El Dorado Hills","Prospect","false","","8752"
"0017000000cvtCtAAI","Powerwave Technologies - Melbourne","Ex-Customer","false","","4010"
"0017000000cvtCuAAI","Premier Devices Inc","No Service/Support","false","","10010208"
"0017000000cvtCvAAI","Princeton University - Electrical Engineering","Customer","false","","3623"
"0017000000cvtCwAAI","PropheSi Technologies, Inc.","Prospect","false","","6438"
"0017000000cvtCxAAI","Proxim Wireless Networks","Ex-Customer","false","","10010134"
"0017000000cvtCyAAI","Proximities, Inc.","Prospect","false","",""
"0017000000cvtCzAAI","Pulse-Link, Inc.","Prospect","false","","4534"
"0017000000cvtD0AAI","Putnam RF Components (apr-02)","Off Maintenance","false","","517"
"0017000000cvtD1AAI","QEI Technologies, Inc.","Prospect","false","","1991"
"0017000000cvtD2AAI","Qualcomm - Pacific Center","Customer","false","","9110"
"0017000000cvtD3AAI","Qualcomm - Santa Clara","Customer","false","","10162"
"0017000000cvtD4AAI","Qualcomm Flarion Technologies, Inc.","Customer","false","","9083"
"0017000000cvtD5AAI","Qualcomm Inc. - Austin","Customer","false","","9392"
"0017000000cvtD6AAI","Qualcomm Inc. - Campbell (dec-08)","Off Maintenance","false","","8730"
"0017000000cvtD7AAI","Qualcomm Inc. - Palo Alto","Ex-Customer","false","","6296"
"0017000000cvtD8AAI","Quantum Corporation - CO","Off Maintenance","false","","10101"
"0017000000cvtD9AAI","Quantum Devices, Inc.","Ex-Customer","false","","10010102"
"0017000000cvtDAAAY","Quorum Communications (nov-06)","Off Maintenance","false","","5386"
"0017000000cvtDBAAY","QUSION Technologies","Out of Business","false","","1736"
"0017000000cvtDCAAY","Radia Communications","Prospect","false","","1762"
"0017000000cvtDDAAY","Radian Associates","Prospect","false","","8175"
"0017000000cvtDEAAY","Radio Frequency Systems (RFS)","Prospect","false","","10061"
"0017000000cvtDFAAY","Raj Mittra & Associates","Partner","false","","8562"
"0017000000cvtDGAAY","Rambus Inc.","Ex-Customer","false","","8911"
"0017000000cvtDIAAY","RC International","Old Acolade Customer","false","","10030042"
"0017000000cvtDJAAY","RCUH HEATx - University of Hawaii (jul-06)","Off Maintenance","false","","6378"
"0017000000cvtDKAAY","Red Wire Enterprises","Prospect","false","","8935"
"0017000000cvtDLAAY","Redwave Networks","Out of Business","false","","10010116"
"0017000000cvtDMAAY","RELM Wireless Corp","Prospect","false","",""
"0017000000cvtDNAAY","REMEC Wireless - CA","Prospect","false","","10010016"
"0017000000cvtDOAAY","REMEC Wireless - Filter Group","Prospect","false","","1566"
"0017000000cvtDPAAY","REMEC Wireless - Milpitas","Prospect","false","","10010052"
"0017000000cvtDQAAY","REMEC Wireless - Radio Group","Prospect","false","","1565"
"0017000000cvtDRAAY","REMEC Wireless - Roseville","Prospect","false","","2447"
"0017000000cvtDSAAY","Renaissance Wireless","Ex-Customer","false","","8914"
"0017000000cvtDTAAY","Rensselaer Polytechnic Institute (RPI)","Ex-Customer","false","","7954"
"0017000000cvtDUAAY","Resonance Semiconductor Corporation","Out of Business","false","","6300"
"0017000000cvtDVAAY","RF and Analog Solutions, LLC","Prospect","false","","10174"
"0017000000cvtDWAAY","RF Components","Ex-Customer","false","","9159"
"0017000000cvtDXAAY","RF Micro Devices, Inc. - Charlotte Design Center","Prospect","false","","548"
"0017000000cvtDYAAY","RF Micro Devices, Inc. - Broomfield Design Center","Customer","false","","8815"
"0017000000cvtDZAAY","RF Diagnostics, LLC","Prospect","false","","9646"
"0017000000cvtDaAAI","RF Integrated Corporation - Torrance","Off Maintenance","false","","9037"
"0017000000cvtDbAAI","RF Laboratories","Prospect","false","",""
"0017000000cvtDcAAI","RF Magic","Prospect","false","","3322"
"0017000000cvtDeAAI","RF Micro Devices, Inc. - Boston Design Center","Prospect","false","","6368"
"0017000000cvtDfAAI","RF Micro Devices, Inc. - Cedar Rapids Design Center","Prospect","false","","3188"
"0017000000cvtDgAAI","RF Micro Devices, Inc. - Irvine Design Center","Out of Business","false","","9603"
"0017000000cvtDhAAI","RF Micro Devices, Inc. - Phoenix Design Center","Ex-Customer","false","","6466"
"0017000000cvtDjAAI","RF Micro Devices, Inc. - San Jose Design Center","Customer","false","","6724"
"0017000000cvtDkAAI","RF Micro Devices, Inc. - Scotts Valley Design Center","Out of Business","false","","539"
"0017000000cvtDlAAI","RF Micro Devices, Inc. - Wafer Fab","Prospect","false","","544"
"0017000000cvtDmAAI","RF Power Amp LLc (aug-07)","Off Maintenance","false","","8153"
"0017000000cvtDpAAI","RFDomus, Inc.","Prospect","false","","8797"
"0017000000cvtDqAAI","RFive","Prospect","false","","6942"
"0017000000cvtDrAAI","Rhino-Charge Engineering","Prospect","false","",""
"0017000000cvtDsAAI","Ridgetop Group Inc.","No Service/Support","false","","5597"
"0017000000cvtDtAAI","RIFOCS Corporation","Ex-Customer","false","","168"
"0017000000cvtDuAAI","Rincon Research Corporation","Prospect","false","",""
"0017000000cvtDvAAI","Robert Schill, Jr. (aug-07)","Off Maintenance","false","","8193"
"0017000000cvtDwAAI","Rockford-Burch, Inc. (jul-06)","Off Maintenance","false","","3191"
"0017000000cvtDxAAI","Rockwell Collins","Customer","false","","9520"
"0017000000cvtDyAAI","Rockwell Collins - 35th Street","Customer","false","","8859"
"0017000000cvtDzAAI","Rockwell Collins - C Avenue","Customer","false","","9102"
"0017000000cvtE0AAI","Rockwell Collins - Communications Solutions","Customer","false","","10030085"
"0017000000cvtE1AAI","Rockwell Collins - San Jose","Customer","false","","8662"
"0017000000cvtE3AAI","Sandia National Laboratories - JK (apr-06)","Prospect","false","","579"
"0017000000cvtE6AAI","Seagate Technology - Parent","Prospect","false","","9216"
"0017000000cvtE7AAI","SELEX Sistemi Integrati S.p.A. - IT","Prospect","false","",""
"0017000000cvtE9AAI","Space and Naval Warfare (SPAWAR) Systems Center - Optoelectronics Branch (apr-02)","Prospect","false","","10010094"
"0017000000cvtEAAAY","RSI/Anghel Laboratories","Ex-Customer","false","","559"
"0017000000cvtECAAY","Saint Cloud State University","Prospect","false","","9311"
"0017000000cvtEDAAY","Salisbury State University","Ex-Customer","false","","1127"
"0017000000cvtEEAAY","Samsung Electronics America ENC Inc (feb-03)","Off Maintenance","false","","573"
"0017000000cvtEGAAY","Sandia National Laboratories - CL (oct-03)","Off Maintenance","false","","5579"
"0017000000cvtEHAAY","Sandia National Laboratories - GW","Off Maintenance","false","","3650"
"0017000000cvtEIAAY","Sandia National Laboratories - LM","Ex-Customer","false","","3652"
"0017000000cvtEJAAY","Sandia National Laboratories - Los Alamos","Customer","false","","8978"
"0017000000cvtEKAAY","Sandler Consulting","Prospect","false","","9640"
"0017000000cvtEMAAY","Sarnoff Corporation (apr-06)","Off Maintenance","false","","585"
"0017000000cvtENAAY","Schlumberger SEMA - Utilities","Ex-Customer","false","","2432"
"0017000000cvtEOAAY","Science Applications International Corporation (SAIC) - CA","Prospect","false","","10028"
"0017000000cvtEPAAY","Science Applications International Corporation (SAIC) - FL","Off Maintenance","false","","10010093"
"0017000000cvtETAAY","Seagate Technology, LLC","Prospect","false","","6441"
"0017000000cvtEUAAY","Securaplane Technologies, Inc.","Ex-Customer","false","",""
"0017000000cvtEVAAY","Sense Technologies, LLC","Off Maintenance","false","","7471"
"0017000000cvtEWAAY","Sensis Corporation","Prospect","false","","9316"
"0017000000cvtEXAAY","Sensors Unlimited, Inc. (jan-04)","Off Maintenance","false","","10010101"
"0017000000cvtEYAAY","SETI Institute","Prospect","false","","2136"
"0017000000cvtEZAAY","Siemens Corporate Research (feb-03)","Off Maintenance","false","","611"
