"ID","NAME","TYPE","MAJORS__C","INDUSTRIES__C","ACCTNUMBER__C"
"0017000000VS62EAAT","Peregrine Semiconductor - Corporate Headquarters","Customer","false","","7205"
"0017000000VSCOMAA5","European Aeronautic Defence and Space (EADS) Defence & Security - France","Customer","false","","10122"
"0017000000VWQEJAA5","Callisto Space","Prospect","false","",""
"0017000000VWbhzAAD","Millivision Technologies","Customer","false","","3825"
"0017000000VXz3xAAD","Shikoku Polytechnic College","University","false","","5838"
"0017000000VY2gEAAT","Comlab AG","Customer","false","","9963"
"0017000000VYLEvAAP","Defence Research & Development Organisation (DRDO)","Customer","false","","9418"
"0017000000VYLIPAA5","Indian Space Research Organisation (ISRO)","Customer","false","",""
"0017000000VYZM8AAP","Advanced Energy Systems","Customer","false","","9612"
"0017000000VYZTdAAP","Advanced Energy Systems - NJ","Customer","false","","9629"
"0017000000VYZWyAAP","Argonne National Laboratories","Customer","false","","9630"
"0017000000VYZaDAAX","G. H. Gillespie Associates, Inc","Customer","false","","9633"
"0017000000VYZcNAAX","Beam-Wave Research, Inc.","Customer","false","","9631"
"0017000000VYZiuAAH","Communications and Power Industries, Inc. - Satcom Division - West","Customer","false","","9632"
"0017000000VYZivAAH","L-3 Communications - ETI","Customer","false","","9639"
"0017000000VYZlUAAX","Fermi National Accelerator Laboratory","Customer","false","","9613"
"0017000000VYZq1AAH","Pohang Accelerator Laboratory","Customer","false","",""
"0017000000VYZvNAAX","Science Applications International Corporation (SAIC) - MA","Customer","false","","9995"
"0017000000VYZwYAAX","Stanford Linear Accelerator Center (SLAC)","Customer","false","","9996"
"0017000000VYmQbAAL","Sirio Microelettronica S.r.l.","Customer","false","","10009"
"0017000000VYwOrAAL","Raytheon Space and Airborne Systems - Dallas","Customer","true","","985"
"0017000000VYxb0AAD","Freescale Semiconductor - Tempe","Prospect","true","","8276"
"0017000000VZ1qEAAT","Institute for Plasma Research","Customer","false","",""
"0017000000VZ1r4AAD","Heibei Communications Technology","Prospect","false","",""
"0017000000VZ29OAAT","Bharat Electronics, Ltd. - Bangalore","No Maintenance","false","","2789"
"0017000000VZ2ARAA1","Indian Inertial Systems Unit","Prospect","false","",""
"0017000000VZ2BYAA1","tsinghua Tongfang Group","Customer","false","",""
"0017000000VZBcLAAX","K Technology corp","Prospect","false","",""
"0017000000VZSieAAH","L-3 Communications - Electron Devices","Customer","false","","9625"
"0017000000VZa3cAAD","Kanto Polytechnic College - Electronic Technology Department","University","false","","1146"
"0017000000WCVIsAAP","Fujitsu Laboratories Ltd. - Atsugi - Advanced Device Dept.","Customer","false","","10010038"
"0017000000WElMMAA1","Proceed Technology Inc.","Ex-Customer","false","","4844"
"0017000000WElMWAA1","Micromobio Corporation","No Maintenance","false","","10010190"
"0017000000WGWjQAAX","Astroflex (nov-06)","Off Maintenance","false","","45"
"0017000000WMSUwAAP","Boeing Integrated Defense Systems (IDS)","Customer","false","","9108"
"0017000000WMeLdAAL","Novero Canada Inc.","Customer","false","","10199"
"0017000000WYIDpAAP","Raytheon - Corporate Communications - Parent","Enterprise","false","","6173"
"0017000000WZLREAA5","Northrop Grumman - Advanced Technology Lab (ATL)","Customer","true","","10010049"
"0017000000WZQPYAA5","NASA - Houston","Prospect","false","","10016"
"0017000000WZehVAAT","Cannae LLC","Customer","false","",""
"0017000000WZeksAAD","M/A Com Technology Solutions, Inc.","Customer","false","","9121"
"0017000000WZjYxAAL","Photonic Systems, Inc.","Customer","false","",""
"0017000000WZwLKAA1","TriQuint Semiconductor - Bend, OR","Customer","false","","9977"
"0017000000WZwtLAAT","ETLinx Systems, LLC.","Customer","false","",""
"0017000000WZxC3AAL","Beam Wave Research, Inc. - MD","Customer","false","","9975"
"0017000000Wb8GnAAJ","InterDigital Communications","Customer","false","","320"
"0017000000WbOX8AAN","FGAN – Research Establishment for Applied Science","Customer","false","","10010103"
"0017000000WbOX9AAN","CIAS Elettronica Sre","Customer","false","","115"
"0017000000WbOXwAAN","Intracom Defense Electronics S.A.","Customer","false","","10010149"
"0017000000WbRzeAAF","RT Logic","Prospect","false","",""
"0017000000Wg0KvAAJ","Blackberry Ltd","Customer","false","","2982"
"0017000000WgzDWAAZ","Defence Electronics Research Laboratory (DLRL) - Microwave Wing","Customer","false","","8922"
"0017000000Wh3BRAAZ","Ball Aerospace & Technologies Corp.","Customer","false","","56"
"0017000000Wh3ivAAB","National Semiconductor - Longmont CO Design Center","Prospect","false","",""
"0017000000WhN7kAAF","Baker Hughes INTEQ - Global Headquarters","Customer","false","","9195"
"0017000000WhW1nAAF","WaveComm S.r.l.","Customer","false","","9611"
"0017000000WhW4JAAV","ERA A.S. - Radar Technology","Customer","false","",""
"0017000000WhW4sAAF","MBDA Italia S.p.A.","Customer","false","","9961"
"0017000000WhW5KAAV","The Council for Scientific and Industrial Research (CSIR)","Customer","false","","9962"
"0017000000WhW9UAAV","Kaelus","Customer","false","","8661"
"0017000000WhrXTAAZ","Aricent Technologies Ltd.","Out of Business","false","",""
"0017000000Wi8nBAAR","Institute of Microelectronics","Customer","false","",""
"0017000000Wi8npAAB","DSO National Labs","Customer","false","","10619"
"0017000000Wi8pWAAR","Huawei Technologies Co., Ltd. - Shanghai","Customer","false","","10413"
"0017000000WiC6pAAF","Alcatel Lucent Ltd - Swindon (UK)","Customer","false","","10179"
"0017000000WiDcAAAV","Cobham - Blacksburg","Customer","false","","2068"
"0017000000WjKP6AAN","Flextronics","Customer","false","","10060024"
"0017000000WjMKQAA3","Quasar Federal Systems","Prospect","false","",""
"0017000000Wxe0OAAR","M/A-COM Technology Solutions UK Ltd. - IE","Customer","false","","4225"
"0017000000Wy47CAAR","L-3 Communications - Cincinnati Electronics","Customer","false","","119"
"0017000000WygAoAAJ","OMRON Corporation Electronic Components Company","Prospect","false","",""
"0017000000WyjAtAAJ","Carnegie Mellon University - Electrical and Computer Engineering - Commercial","Customer","false","","10022"
"0017000000Xh1VwAAJ","Telemakus LLC","Customer","false","","7088"
"0017000000XiJ9nAAF","Nanowave Technologies - Canada","Customer","false","","10040009"
"0017000000XjMoaAAF","Denel Aerospace Systems Pty LTD","Customer","false","","8842"
"0017000000XjS5FAAV","Wide Band Systems","Customer","false","","8789"
"0017000000XkU8oAAF","LamhRoe Ltd","Customer","false","","9001"
"0017000000YVf7aAAD","Larson & Toubro Mumbai","Prospect","false","",""
"0017000000YVn75AAD","Polycom (Denmark) ApS","Customer","false","","336"
"0017000000YVn7UAAT","Prism Microwave Oy","Customer","false","","10060"
"0017000000YVnyoAAD","Hitech","Customer","false","",""
"0017000000YWAkAAAX","Microwave Amplifiers, Ltd.","Customer","false","","398"
"0017000000YX6FkAAL","Royal Canadian Mounted Police","Customer","false","",""
"0017000000YX7YoAAL","SimWave","Prospect","false","",""
"0017000000YXCM9AAP","Shibaura Institute of Technology - Toyosu Campus","University","false","","10031"
"0017000000YXH2oAAH","US Army Research Lab","Customer","false","","5011"
"0017000000YXHaCAAX","High Power Microwave","Customer","false","","8706"
"0017000000YXarTAAT","Elettronica, S.p.A.","Customer","false","","1168"
"0017000000YXarUAAT","Alcatel-Lucent - Milan","Customer","false","","15"
"0017000000YXfWzAAL","RF Nano","Customer","false","","9194"
"0017000000YXhK7AAL","Amplifier Technology Ltd","Customer","false","","10038"
"0017000000YXynsAAD","Futurewei Technologies, Inc. dba Huawei Technologies (USA)","Customer","false","","10064"
"0017000000YY0GsAAL","Delfmems","Prospect","false","","Hub Inno"
"0017000000YY3jFAAT","Space Micro Inc.","Customer","false","","9164"
"0017000000YY9NcAAL","Aldetec, Inc.","Customer","false","","4411"
"0017000000YYBPMAA5","Spinner telecommunications Devices (Shanghai) Co. Ltd.","Customer","false","","10015"
"0017000000YYIpmAAH","NMDG","Partner","false","","10099"
"0017000000YYJq7AAH","Anritsu Devices Co. Ltd.","Customer","false","","10030"
"0017000000YYLVQAA5","Gigaset Communications GmbH","Customer","false","","1541"
"0017000000YYTfZAAX","Sesamo Security And Safety Mobility S.C.A.R.L.","Customer","false","","10014"
"0017000000YYThQAAX","Linkra s.r.l. - Cornate d'Adda","Customer","false","","2400"
"0017000000YYTkoAAH","Turksat A.S.","No Maintenance","false","","9552"
"0017000000YYUfWAAX","University Tenaga Nasional, Malaysia (UNITEN) - College of Engineering","Customer","false","","7426"
"0017000000YYUmNAAX","National University of Singapore (NUS) - Microwave Lab","Customer","false","","1166"
"0017000000YYUqQAAX","Tezpur University","University","false","","10021"
"0017000000YYVahAAH","University of Ulsan - JC","University","false","","9455"
"0017000000YYbYEAA1","Arcom Labs, Inc","Customer","false","","5399"
"0017000000YZ202AAD","ATSB Malaysia","Customer","false","",""
"0017000000YZ20WAAT","SIRIM Malaysia","Customer","false","",""
"0017000000YZ5zUAAT","Guidance Microwave Ltd.","Customer","false","","10069"
"0017000000YhxIAAAZ","Technical University Melaka","Prospect","false","",""
"0017000000Yi98RAAR","Vadum Inc","Customer","false","","10662"
"0017000000Yi9HiAAJ","Specialist Microwave Solutions Ltd","Customer","false","","10457"
"0017000000YiCeeAAF","RTTC","Customer","false","",""
"0017000000YiD7tAAF","Mentor Radio","Customer","false","","10049"
"0017000000YiMRQAA3","Tubitak UEKAE","Customer","false","","10171"
"0017000000YjuYoAAJ","GreenWave Scientific","Customer","false","",""
"0017000000YjvDhAAJ","Mitsubishi Electric Corporation - Communication Systems Center","Prospect","false","",""
"0017000000YjvTLAAZ","OAO NII Ekran","Customer","false","",""
"0017000000YjvcvAAB","Metatek","Customer","false","","8249"
"0017000000Yk61NAAR","ZTE Corporation - Shenzhen","Prospect","false","","10506"
"0017000000YkA8uAAF","Shonan Institute of Technology","University","false","","5018"
"0017000000YkABVAA3","EXA Technologies","Customer","false","","10010186"
"0017000000YkMXxAAN","Aritomi Sekkei Co., Ltd.","Prospect","false","",""
"0017000000YkPvoAAF","Camargo Consulting","Customer","false","","10045"
"0017000000YkQ4ZAAV","Bob Allison","Customer","false","","7732"
"0017000000YkuylAAB","BAE Systems, Inc.","Customer","false","",""
"0017000000Yl4LBAAZ","Exars Corporation","Prospect","false","",""
"0017000000Yl6HFAAZ","National Space Program Office (NSPO)","Customer","false","","3042"
"0017000000Yl6IJAAZ","Qualcomm CDMA Technologies - Taipai Taiwan","Customer","false","","10037"
"0017000000YlBdFAAV","FGUP NII Ekran","Customer","false","","10053"
"0017000000YlHBXAA3","THAMWAY","Ex-Customer","false","","2689"
"0017000000YlIKmAAN","The Aerospace Corporation - VA","Customer","false","","9339"
"0017000000YlMYQAA3","SDI Corporation","Customer","false","",""
"0017000000YlRW7AAN","Aava Mobile Oy","Customer","false","","10043"
"0017000000Z2uKHAAZ","Andhra Electronics","Customer","false","",""
"0017000000Z2uiiAAB","Marvell India","Prospect","false","",""
"0017000000Z3B6YAAV","DENSO - YRP","Customer","false","","1928"
"0017000000Z6PkNAAV","Tektronix","Customer","false","","7148"
"0017000000Z6SkDAAV","3 Phoenix, Inc. - Hanover","Customer","false","","10090"
"0017000000Z6SrTAAV","Scientific Research Corporation","Customer","false","",""
"0017000000Z6SvVAAV","NASA - Goddard Space Flight Center","Customer","false","",""
"0017000000Z7JLuAAN","NCRA","Customer","false","",""
"0017000000Z7LpDAAV","Science Applications International Corporation (SAIC) - Parent","Prospect","false","","10027"
"0017000000Z7LqkAAF","Science Applications International Corporation (SAIC) - NM","Prospect","false","","10217"
"0017000000ZB4uDAAT","Infineon Technologies AG - AIM DS D DH","Customer","false","","9503"
"0017000000ZB5GtAAL","Cummings Engineering","Customer","false","",""
"0017000000ZB5N1AAL","Microsemi Corporation","Customer","false","","259"
"0017000000ZB5UtAAL","Microchip Technology, Inc.","Customer","false","",""
"0017000000ZB7uiAAD","TDK-EPCOS - San Diego","Customer","false","","10369"
"0017000000ZB8WmAAL","CCT HK","Prospect","false","",""
"0017000000ZB8XVAA1","Temasek Labs NUS","Customer","false","",""
"0017000000ZB8aKAAT","MIMOS Berhad","Customer","false","","11020"
"0017000000ZBCfpAAH","R&D Microwaves","Customer","false","","8565"
"0017000000ZBZpLAAX","ST- Ericsson - TX","Customer","false","",""
"0017000000ZBZxKAAX","Naval Research Laboratory (NRL) - Spacecraft RF Engineering Section","Customer","false","","2791"
"0017000000ZBjdYAAT","Rheinmetall Waffe Munition GmbH","Customer","false","","10136"
"0017000000ZBjdZAAT","Aastra DeTeWe","Customer","false","","11177"
"0017000000ZBjdaAAD","Novotronik GmbH","Prospect","false","",""
"0017000000ZBjdxAAD","Hagenuk","Prospect","false","",""
"0017000000ZBkY0AAL","CeraMicron Taiwan","Customer","false","",""
"0017000000ZBvF1AAL","Pascall Electronics Ltd.","Customer","false","","3335"
"0017000000ZC2iVAAT","Rayspan","Customer","false","","10076"
"0017000000ZCANfAAP","u2t Photonics UK Ltd","Customer","false","","10095"
"0017000000ZCMbFAAX","Toyon Research Corporation","Prospect","false","",""
"0017000000ZCaujAAD","Ooi Electric Co., Ltd. - Sendai Research and Development Center Research group","No Maintenance","false","","5034"
"0017000000ZCbUgAAL","Northrop Grumman - Information Systems - San Diego (TRW)","Customer","true","","673"
"0017000000ZCbmYAAT","Opnext Subsystems Inc","Customer","false","",""
"0017000000ZCoY8AAL","Kirintec","Customer","false","","10206"
"0017000000ZCoY9AAL","Phase2 Microwave Ltd","Customer","false","","10189"
"0017000000ZD5zdAAD","IF Engineering","Customer","false","","10150"
"0017000000ZDKwFAAX","Arris Group, Inc.","Customer","false","","3010"
"0017000000ZDMWNAA5","TriQuint Semiconductor - TX","Customer","true","","991"
"0017000000ZDVnnAAH","Alcatel-Lucent - Murray Hill","Customer","false","","1083"
"0017000000ZDgmvAAD","Visvesvaraya National Institute of Technology(VNIT)","University","false","","10788"
"0017000000ZDgn0AAD","Raja Ramanna Centre for Advanced Technology (RRCAT)","Customer","false","","10208"
"0017000000ZDgnZAAT","Hindustan Aeronautics Limited (HAL)","Prospect","false","",""
"0017000000ZDgnjAAD","Electronics Corporation of India Ltd. (ECIL)","Customer","false","","10488"
"0017000000ZDipzAAD","Poynting Antennas (Pty) Ltd","Customer","false","","10078"
"0017000000ZDjUIAA1","Brookhaven National Laboratory","Customer","false","","10128"
"0017000000ZDjUJAA1","Averna Technologies Inc","Customer","false","","10113"
"0017000000ZDjkYAAT","Acorde Technologies","Customer","false","","11011"
"0017000000ZDjkZAAT","Rafael - MMIC group","Customer","false","",""
"0017000000ZDkXbAAL","Ericsson AB - Kista (WWserver)","Customer","false","","8743"
"0017000000ZDoSYAA1","Base2 Engineering, LLC","Customer","false","","10097"
"0017000000ZDootAAD","Mini-Circuits Europe","Prospect","false","",""
"0017000000ZDw6BAAT","National Security Technologies (NV)","Customer","false","","2887"
"0017000000ZE1WwAAL","Luxul","Customer","false","","9353"
"0017000000ZE6HSAA1","Kolsai UK Ltd","Prospect","false","",""
"0017000000ZEANGAA5","NVIDIA","Customer","false","","8379"
"0017000000ZEEgaAAH","Raysat","Prospect","false","",""
"0017000000ZEG0hAAH","Transim Technology Corporation","Partner","false","","10051"
"0017000000ZEWmjAAH","Tagent","Prospect","false","",""
"0017000000ZEjwNAAT","Communication Component Filters, Inc.","Customer","false","","9030"
"0017000000ZEk0tAAD","Torrey Pines Technologies","Customer","false","",""
"0017000000ZEowjAAD","Arima","Customer","false","",""
"0017000000ZEowkAAD","ITRI","Customer","false","",""
"0017000000ZEozrAAD","Plexus Penang","Prospect","false","",""
"0017000000ZEp1dAAD","UBEC","Customer","false","",""
"0017000000ZErRBAA1","The American University in Cairo","University","false","","9649"
"0017000000ZEs5qAAD","Wuhan Ship Communication Research Institute","Customer","false","",""
"0017000000ZEs5rAAD","CNGC 206","Customer","false","",""
"0017000000ZEs5sAAD","Northwest Elect Equipment Research Institute (39th Inst)","Customer","false","","10586"
"0017000000ZEs5tAAD","CAST 25","Customer","false","",""
"0017000000ZEs6WAAT","Shenyang Institute of Automation, CAS","Customer","false","",""
"0017000000ZEvJCAA1","University of Southern California","University-Preferred","false","","8767"
"0017000000ZEvqMAAT","University of California, Los Angeles (UCLA)","Prospect","false","","755"
"0017000000ZF1jVAAT","Hochschule fur Angewandte Wissenschaften","University","false","","2170"
"0017000000ZF4HPAA1","Technical University of Madrid - Grupo de Microondas y Radar","Customer","false","","8963"
"0017000000b4USbAAM","RH Labs","Customer","false","",""
"0017000000b4YgSAAU","Trident Systems","Customer","false","","4485"
"0017000000b4aDCAAY","University of Queensland","Customer","false","","10010126"
"0017000000b4afqAAA","Fujitsu Microelectronics Europe","Customer","false","","10010172"
"0017000000b4agZAAQ","Wroclaw University of Technology","University","false","","4489"
"0017000000b4aiAAAQ","Jotron Electronics","Customer","false","","8397"
"0017000000b4aizAAA","Purdue University - College of Technology","Prospect","false","","10010198"
"0017000000b4ajIAAQ","Warsaw University","University","false","","7951"
"0017000000b4amqAAA","Warsaw University Radioelectronics - Institute of Radioelectronics","University","false","","10114"
"0017000000b4axLAAQ","Axell Wireless AB","Customer","false","","2465"
"0017000000b4azHAAQ","IMST GmbH","Customer","false","","307"
"0017000000b4azIAAQ","Berner Fachhochschule HTA Burgdorf - Division of Electrical and Communication Engineering","On Maintenance","false","","3117"
"0017000000b4b1wAAA","Penn State University","Prospect","false","","503"
"0017000000b4cNCAAY","KEK","Ex-Customer","false","","9992"
"0017000000b4cNWAAY","National Astronomical Observatory of Japan (NAOJ)","Customer","false","","10192"
"0017000000b4cNbAAI","Micronix Corporation","Ex-Customer","false","","10172"
"0017000000b4cgkAAA","Northrop Grumman - Windemere","Customer","false","",""
"0017000000b4ciRAAQ","L-Com Inc.","Customer","false","",""
"0017000000b4cjOAAQ","Acoustic Imaginearing","Customer","false","",""
"0017000000b4fEqAAI","ON Semiconductor","Prospect","false","",""
"0017000000b4jBHAAY","Thales Suisse SA - Defence and Homeland Security","Customer","false","","6207"
"0017000000b4jBIAAY","American University of Sharjah","University","false","","9368"
"0017000000b4jBbAAI","Teleca Germany GmbH","Customer","false","","10092"
"0017000000b4jCtAAI","Universidad Carlos III","University","false","","4705"
"0017000000b4jD3AAI","RADA Electronic Industries, Ltd.","Customer","false","","10106"
"0017000000b4jE1AAI","Andrew - Columbus (ACOH)","Customer","false","","2055"
"0017000000b4jScAAI","Syntune AB","Prospect","false","","10112"
"0017000000b4lWHAAY","Wavia","Prospect","false","","10143"
"0017000000b4nW4AAI","Orban Microwave Products N.V.","Customer","false","","8657"
"0017000000b4nYZAAY","Hirschmann Nederland BV","Prospect","false","",""
"0017000000b51qcAAA","Exelis Ltd. - UK","Customer","false","","10148"
"0017000000b51qdAAA","Diamond Microwave Devices Ltd","Customer","false","","10195"
"0017000000b56ZUAAY","Impact Science & Technology (IST) - Division of ITT Electronic Systems","Customer","false","","10151"
"0017000000b574EAAQ","Universitat Duisburg - Fakultat fur Halbleitertechnik und Optoelektronik","University","false","","715"
"0017000000b5GRQAA2","IO Semiconductor","Customer","false","","10121"
"0017000000b5GThAAM","CEC 713","Customer","false","","10164"
"0017000000b5GTkAAM","CAST 5001","Customer","false","",""
"0017000000b5GV7AAM","Raytheon, Missile Systems","Prospect","false","","8990"
"0017000000b5Gb5AAE","CETC 54","Customer","false","",""
"0017000000b5GbFAAU","CETC 13th Institute","Customer","false","","10154"
"0017000000b5GbVAAU","CETC 39","Customer","false","",""
"0017000000b5GbtAAE","CETC 55 Institute - Nanjing Electronic Devices","Customer","false","","444"
"0017000000b5KrtAAE","CETC 29","Customer","false","",""
"0017000000b5KswAAE","CETC 10 Institute","Customer","false","","10153"
"0017000000b5Kv2AAE","CAST 504 Xian Hangtian Inst","Customer","false","",""
"0017000000b5KwVAAU","CASIC 35","Customer","false","",""
"0017000000b5OCFAA2","Ixia","Customer","false","","8669"
"0017000000b5OlzAAE","Airvana","Out of Business","false","",""
"0017000000b5ZR2AAM","OHB-System AG","Customer","false","","10907"
"0017000000b5ZpKAAU","L-3 EDD","Customer","false","",""
"0017000000b5aSMAAY","Max Plank Institut fuer Plasmaphysik","University","false","","386"
"0017000000b5eLxAAI","Asvan Technology, LLC","Customer","false","",""
"0017000000b5k0gAAA","Laboratory for Physical Sciences","Customer","false","","9091"
"0017000000b5sUBAAY","Reut - Systems & Technologies Ltd","Customer","false","",""
"0017000000b5uoiAAA","Saint-Petersburg State University - College of Telecommunications Bonch-Bruevi","University","false","","10142"
"0017000000b5uriAAA","Silesian Institute of Technology","University","false","","8987"
"0017000000b5xivAAA","University of Cologne - Physics Department","University","false","","2202"
"0017000000b5xo6AAA","Zurcher Hochschule Winterthur University","University","false","","1198"
"0017000000b5y1PAAQ","National Taiwan University (NTU) - Department of Electrical Engineering","University","false","","7828"
"0017000000b5yDyAAI","Technical University of Munich - Department of Electrical Engineering and Information Technology","University","false","","1384"
"0017000000b62pwAAA","L-3 Communications - Fuzing & Ordnance Systems","Customer","false","","6671"
"0017000000b688LAAQ","Tandy Radio Shack Limited","Customer","false","","10147"
"0017000000b68SKAAY","Space Exploration Technologies Corporation","Customer","false","","10730"
"0017000000b68aFAAQ","Radiometer Physics GmbH","Customer","false","","10060026"
"0017000000b6PcIAAU","Thales Alenia Space - L'Aquila","Customer","false","","5543"
"0017000000b6PdBAAU","Thales Alenia Space - Vimodrome","Customer","false","","9204"
"0017000000b6cI1AAI","Elisra Electronic Systems Ltd.","Customer","false","","3342"
"0017000000b6cQhAAI","Tadiran Spectralink Ltd.","Customer","false","","3561"
"0017000000b6eoIAAQ","Spruce Creek Microwave","Customer","false","","7101"
"0017000000b6k27AAA","Cyber Dynamics","Prospect","false","",""
"0017000000b6sQSAAY","China Electricity Council (CEC)","Customer","false","",""
"0017000000b6sQwAAI","Indian Institue of Technology","Other","false","","10046"
"0017000000b6sR1AAI","Institute for Excellence in Higher Education(IEHE)","Prospect","false","",""
"0017000000b6sR7AAI","Precision Electronics India (PEL)","Prospect","false","",""
"0017000000b6sRBAAY","Indus Teqsite","Prospect","false","",""
"0017000000b6sRLAAY","Karunya University","University","false","","10512"
"0017000000b6sRkAAI","Maulana Azad National Insittute of Technology (MANIT)","Prospect","false","",""
"0017000000b6sSOAAY","Vietnam Military Technical Institute (VMTI)","Prospect","false","",""
"0017000000b7LnxAAE","Honeywell Federal Manufacturing and Technologies, LLC - Kansas City Plant","Customer","true","","3186"
"0017000000b7jQwAAI","University of Massachusetts Lowell","Prospect","false","","9547"
"0017000000b7jSiAAI","University of Calgary","Customer","false","","4248"
"0017000000b7tzAAAQ","Schönhofer Sales and Engineering GmbH","Customer","false","","10157"
"0017000000b7u1VAAQ","Bruker BioSpin MRI GmbH","Customer","false","","3698"
"0017000000b7vUzAAI","Selex Sistemi Integrati US","Customer","false","","8874"
"0017000000b86SCAAY","Delta Microwave","Customer","false","","10168"
"0017000000b87uxAAA","Siemens AG - Erlangen","Customer","false","","7530"
"0017000000b8AleAAE","L-3 Communications - Communication Systems East","Prospect","false","",""
"0017000000b8ISlAAM","Shadow Microtek","Customer","false","","10233"
"0017000000b8IUNAA2","S5 Wireless, Inc.","Customer","false","","8600"
"0017000000b8IV1AAM","Card Access","Customer","false","",""
"0017000000b8IY5AAM","Power Module Technology (PMT)","Prospect","false","",""
"0017000000b8IZrAAM","PolyPhaser","Customer","false","","10060049"
"0017000000b8If2AAE","Synapse","Prospect","false","",""
"0017000000b8JFJAA2","The Toro Company","Customer","false","",""
"0017000000b8JjeAAE","Carleton University - Department of Electronics","Prospect","false","","10159"
"0017000000b8Ls0AAE","Ecole Normale Superieure - Laboratoire Pierre Aigrain","University","false","","7780"
"0017000000b8V7hAAE","FGUP GosNIIPP","Customer","false","","10173"
"0017000000b8aK2AAI","Abex Consultants","Customer","false","","2485"
"0017000000b8aN0AAI","Eurosphere Technology Limited","Customer","false","","9073"
"0017000000c5QSqAAM","IXYS","Prospect","false","","10536"
"0017000000c5UjiAAE","NEC Corporation - Sagamihara Research Laboratories","No Maintenance","false","","465"
"0017000000c5dTwAAI","Le Quy Don Technical University","University","false","","10170"
"0017000000c5rejAAA","Toyota InfoTechnology Center, Co., Ltd.","Prospect","false","",""
"0017000000c5s3mAAA","Pioneer","Prospect","false","",""
"0017000000c5s41AAA","Hitachi Kokusai Electric Inc.","Prospect","false","",""
"0017000000c5sGlAAI","Ringline","Customer","false","",""
"0017000000c5sGvAAI","WinMEMS","Customer","false","","10133"
"0017000000c5sXsAAI","Teledyne Electronic Manufacturing Services (EMS) - Lewisburg","Customer","false","","10177"
"0017000000c5saQAAQ","Teledyne Technologies Incorporated","Other","false","",""
"0017000000c6DxuAAE","Empower RF Systems, Inc.","Customer","false","","8788"
"0017000000c6JUfAAM","L-3 Communications - Narda Microwave West","Customer","false","","174"
"0017000000c6JmPAAU","WV Communications","Customer","false","","5796"
"0017000000c6Xm3AAE","Universitat Karlsruhe - Institut fur Mikro-und Nanoelektronische Systeme (IMS)","University","false","","2307"
"0017000000c6Y8gAAE","Universidad de Zaragoza","University","false","","684"
"0017000000c6auTAAQ","DOD SPEC REP JAPAN","Customer","false","","7469"
"0017000000c6gmWAAQ","SAAB Grintek Ewation","Customer","false","","9282"
"0017000000c6iXAAAY","Fachhochschule Deggendorf","University","false","","9111"
"0017000000c6kiAAAQ","Aruba Networks","Prospect","false","","10301"
"0017000000c6kiKAAQ","Axxcelera","Prospect","false","",""
"0017000000c6lPiAAI","NYCE Technology Inc.","Prospect","false","",""
"0017000000c6tJHAAY","Axis Aerospace Technologies","Prospect","false","",""
"0017000000c6woXAAQ","Zephyr Photonics, Inc.","Customer","false","","7767"
"0017000000c6wyxAAA","LG Group","Customer","false","",""
"0017000000c6wyzAAA","Anyang Scientific College - JasonTech, Inc.","University","false","","10030040"
"0017000000c6wz1AAA","BG Tech (may-07)","Customer","false","","2767"
"0017000000c6wz2AAA","BOE HYDIS Technology Co., Ltd. - New Product Design Group (feb-08)","Customer","false","","5699"
"0017000000c6wz3AAA","Catholic University of Daegu","University","false","","5079"
"0017000000c6wz4AAA","Chang Won University - JasonTech, Inc.","University","false","","10030036"
"0017000000c6wz5AAA","Chong-Ju University","University","false","","973"
"0017000000c6wz6AAA","Chosun College of Science & Technology","University","false","","1347"
"0017000000c6wz7AAA","Chung-Ju National University","University","false","","110"
"0017000000c6wz8AAA","Chung-Won University - JasonTech, Inc.","University","false","","855"
"0017000000c6wz9AAA","Dae-Gu Information & Industrial College - JasonTech, Inc.","University","false","","10030033"
"0017000000c6wzAAAQ","Dong Pusan College - JasonTech, Inc.","University","false","","10030045"
"0017000000c6wzBAAQ","Dongkang College","University","false","","2187"
"0017000000c6wzCAAQ","Echo Microsystems","Customer","false","","6410"
"0017000000c6wzDAAQ","Electronics and Telecommunications Research Institute (ETRI) (aug-06)","Customer","false","","216"
"0017000000c6wzGAAQ","Hallym University","University","false","","275"
"0017000000c6wzHAAQ","Han Wha Co., Ltd/Gumi Plant (nov-07)","Customer","false","","4564"
"0017000000c6wzJAAQ","Handong Global University","University","false","","7518"
"0017000000c6wzKAAQ","Hankuk University of Foreign Studies - Yongin Campus","University","false","","9238"
"0017000000c6wzMAAQ","High Gain Telecom (may-05)","Customer","false","","2020"
"0017000000c6wzNAAQ","Hong-ik University","University","false","","1848"
"0017000000c6wzRAAQ","Infineon Technologies Korea Co., Ltd","Customer","false","","9177"
"0017000000c6wzSAAQ","Innowireless Co. Ltd.","Customer","false","","8720"
"0017000000c6wzTAAQ","Jinju Industrial College - JasonTech, Inc.","University","false","","10030006"
"0017000000c6wzUAAQ","KangWon Province University","University","false","","10030027"
"0017000000c6wzVAAQ","Kang-Won University - JasonTech, Inc.","University","false","","10030021"
"0017000000c6wzWAAQ","Kataros","Customer","false","","4532"
"0017000000c6wzXAAQ","KETI","Customer","false","","332"
"0017000000c6wzYAAQ","Knowledge-on Inc (jun-06)","Customer","false","","6278"
"0017000000c6wzZAAQ","Konkuk University - Electronic Engineering","University","false","","9424"
