custid|custname|city|country|territory|type|status|parentid|pname
8721|Nex1 Future Co., Ltd. (sep-08)|Kyunggi|KR|AWR-KR|Enterprise|Off Maintenance|8721|Nex1 Future Co., Ltd. (sep-08)
8722|Elster Integrated Solutions, LLC|NC|US|AWR-SE|Enterprise|Off Maintenance|8722|Elster Integrated Solutions, LLC
8723|Telsa srl|Bengaho|IT|MED|Enterprise|Off Maintenance|8723|Telsa srl
8724|Bharat Electronics Limited - Hyderabad|Andhra Pradesh|IN|IDA|Regional Office|Off Maintenance|2789|Bharat Electronics, Ltd.
8725|NetworkFab Corporation|CA|US|AWR-NW|Enterprise|Ex-Customer|8725|NetworkFab Corporation
8726|GyroSignal Technology Co. (feb-10)|Taipei County|TW|AWR-TSMC|Enterprise|Off Maintenance|8726|GyroSignal Technology Co. (feb-10)
8729|LG Innotek - R&D Lab|Gyunggi-do|KR|AWR-KR|Regional Office|Ex-Customer|352|LG Information & Communications (feb-02)
8730|Qualcomm Technologies, Inc. - Campbell (dec-08)|CA|US|AWR-NW|Regional Office|Off Maintenance|3808|Qualcomm Technologies, Inc.
8731|Chelton Telecom & Microwave (nov-11)|Cedex|FR|AWR-FR|Regional Office|Off Maintenance|9286|Cobham Plc
8732|Gallium Arsenide Enabling Technology Centre (GAETEC)|Andhra Pradesh|IN|IDA|Enterprise|Off Maintenance|8732|Gallium Arsenide Enabling Technology Centre (GAETEC)
8734|Gifu University - Faculty of Engineering|Gifu|JP|NI-JP|University|Ex-Customer|8734|Gifu University
8735|RITA Electronics, Ltd.|Osaka|JP|AWR-JP|Regional Office|On Maintenance|10409|RITA Electronics, Ltd.
8736|SELEX Galileo - Milan|Milan|IT|MED|Regional Office|On Maintenance|9081|Finmeccanica
8737|SELEX Galileo - Florence|Florence|IT|MED|Regional Office|On Maintenance|9081|Finmeccanica
8738|University of Bergen|Bergen|NO|AWR-NI|University|Ex-Customer|8738|University of Bergen
8740|Peregrine Semiconductor - Illinois|IL|US|AWR-NE|Site|Ex-Customer|7205|Peregrine Semiconductor
8741|Sennheiser Electronic Gmbh & Co. KG|Wedemark|DE|AWR-APL|Enterprise|Off Maintenance|8741|Sennheiser Electronic Gmbh & Co. KG
8742|Moog Aircraft|UT|US|AWR-SW|Enterprise|Off Maintenance|8742|Moog Aircraft
8743|Ericsson AB - Kista (WWserver)|Stockholm|SE|AWR-SC|Regional Office|On Maintenance|1050|LM Ericsson
8744|Terry Flach - Personal (feb-14) License|CA|US|AWR-SW|Enterprise|Off Maintenance|8744|Terry Flach
8746|University of Colorado at Boulder - Department of Electrical Engineering|CO|US|Default Value|University|On Maintenance|8746|University of Colorado at Boulder
8746|University of Colorado at Boulder - Department of Electrical Engineering|CO|US|AWR|University|On Maintenance|8746|University of Colorado at Boulder
8747|Aethercomm, Inc.|CA|US|AWR-SW|Enterprise|On Maintenance|8747|Aethercomm, Inc.
8748|Wise Media Technology, Inc. (jan-08)|Tokyo|JP|AWR-JP|Enterprise|Off Maintenance|8748|Wise Media Technology, Inc. (jan-08)
8750|Texas Microwave Systems - Lothar Baier|TX|US|AWR-CE|Enterprise|Off Maintenance|8750|Texas Microwave Systems
8751|Powerwave Technologies, Inc. - Santa Ana (Mar-06)|CA|US|AWR-SW|Enterprise|Ex-Customer|8751|Powerwave Technologies, Inc.
8754|CTP Wipac Ltd (jan-08)|Buckinghamshire|GB|AWR-UK|Enterprise|Off Maintenance|8754|CTP Wipac Ltd (jan-08)
8755|Riga Technical University - Faculty of Electronics and Telecommunications|Riga|LV|AWR-NI|University|Ex-Customer|8755|Riga Technical University
8756|Agilent Technologies Spain S.L.|Mßlaga|ES|AWR-SP|Enterprise|Off Maintenance|8756|Agilent Technologies Spain S.L.
8757|NEC Corporation - Tsukuba Research Laboratories|Ibaraki|JP|AWR-JP|Regional Office|Off Maintenance|9024|NEC
8758|Emhiser Research Inc. - Nevada|NV|US|AWR-NW|Enterprise|Off Maintenance|8758|Emhiser Research Inc.
8759|CST GmbH|Darmstadt|DE|AWR-EU|Enterprise|Partner|8759|CST GmbH
8765|Okinawa National College of Technology - Information and Communication System Engineering Department|Okinawa|JP|NI-JP|NI Academic|On Maintenance|8765|Okinawa National College of Technology
8766|COM DEV Europe Ltd.|Buckinghamshire|GB|AWR-UK|Regional Office|On Maintenance|3608|COM DEV International Ltd.
8767|University of Southern California|CA|US|Default Value|University|On Maintenance|8767|University of Southern California
8767|University of Southern California|CA|US|AWR|University|On Maintenance|8767|University of Southern California
8769|Mechanics Electronics Computer Corporation (MECC) Co. Ltd.|Fukuoka|JP|AWR-JP|Enterprise|Off Maintenance|8769|Mechanics Electronics Computer Corporation (MECC) Co. Ltd.
8770|Yamaha - Toyooka Factory (feb-08)|Shizuoka|JP|AWR-JP|Enterprise|Off Maintenance|8770|Yamaha
8772|Delphi Automotive LLP|CA|US|AWR-SW|Regional Office|On Maintenance|9126|Delphi Automotive Systems
8773|University of Adelaide - School of Electrical and Electronics|SA|AU|Default Value|University|On Maintenance|8773|University of Adelaide
8773|University of Adelaide - School of Electrical and Electronics|SA|AU|AWR|University|On Maintenance|8773|University of Adelaide
8774|Infineon Technologies AG - Reno|NV|US|AWR-NW|Site|On Maintenance|312|Infineon Technologies AG
8776|Microsemi Corporation - Jarfalla|JSrfSlla|SE|AWR-SC|Regional Office|Ex-Customer|10569|Microsemi Corporation
8777|Honeywell Technology Solutions Lab - IN|Karnataka|IN|IDA|Site|On Maintenance|8870|Honeywell International Inc.
8778|The University of Tokyo - Research Center for Advanced Science and Technology - Quantum Information Physics and Engineering Laboratory|Tokyo|JP|AWR-JP|University|On Maintenance|8778|The University of Tokyo
8779|SVU - College of Engineering|Andhra Pradesh|IN|AWR-NI|University|Ex-Customer|8779|SVU
8780|I.R.T. Industrial Recognition Technologi|Bratislava|SK|AWR-DE|Enterprise|Ex-Customer|8780|I.R.T. Industrial Recognition Technologi
8781|International Islamic University Malaysia - Department of Electrical and Computer Engineering|Selangor|MY|AWR-NI|University|Ex-Customer|8781|International Islamic University Malaysia
8782|Defence Science and Technology Organisation (DSTO) - EWRD|Adelaide|AU|AWR-AU|Enterprise|On Maintenance|8782|Defence Science and Technology Organisation (DSTO)
8784|Semiconductor Energy Laboratory (mar-10)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|8784|Semiconductor Energy Laboratory (mar-10)
8785|Sony - MMIC|Kanagawa|JP|AWR-JP|Regional Office|Ex-Customer|0|Sony Corporation
8786|University of Trieste||IT|AWR-NI|University|Ex-Customer|8786|University of Trieste
8787|DMJ Consulting|MA|US|AWR-NE|Enterprise|Ex-Customer|8787|DMJ Consulting
8788|Empower RF Systems (mar-11)|CA|US|AWR-SW|Enterprise|Off Maintenance|8788|Empower RF Systems (mar-11)
8789|Wide Band Systems, Inc.|NJ|US|AWR-NE|Enterprise|Off Maintenance|8789|Wide Band Systems, Inc.
8790|Wessex Electronics Ltd|Bristol|GB|AWR-UK|Enterprise|No Service/Support|8790|Wessex Electronics Ltd
8791|Duke University - Department of Electrical and Computer Engineering|NC|US|Default Value|University|On Maintenance|8791|Duke University
8791|Duke University - Department of Electrical and Computer Engineering|NC|US|AWR|University|On Maintenance|8791|Duke University
8793|Ural Federal University - Radio Engineering Institute|Yekaterinburg|RU|AWR-NI|University|On Maintenance|8793|Ural Federal University
8794|Signalion GmbH|Dresden|DE|AWR-DE|Site|On Maintenance|6564|National Instruments
8795|Niihama National College of Technology|Ehime|JP|NI-JP|NI Academic|On Maintenance|8795|Niihama National College of Technology
8798|Tektronix Japan, Ltd.|Tokyo|JP|AWR-JP|Regional Office|Out of Business|7148|Tektronix, Inc. (mar-09)
8799|NeoPhotonics Corporation (mar-08)|CA|US|AWR-NW|Enterprise|Off Maintenance|8799|NeoPhotonics Corporation (mar-08)
8800|LG Innotek, RF Lab - Russia (Dec-09)|Nizhny Novgorod|RU|ETR|Regional Office|Ex-Customer|352|LG Information & Communications (feb-02)
8801|EMS SATCOM Pacific Pty Ltd.|South Australia|AU|AWR-AU|Site|On Maintenance|8870|Honeywell International Inc.
8802|Bechtel Nevada - USDOE - Special Technologies Lab (aug-14)|CA|US|AWR-SW|Regional Office|Off Maintenance|2887|National Security Technologies, LLC
8804|Flextronics Mfg Co., Ltd. - Shanghai (aug-07)|Shanghai|CN|AWR-AP|Regional Office|Ex-Customer|8408|Flextronics
8807|TDK-EPCOS Pte Ltd. - Singapore|Singapore|SG|RSE|Regional Office|On Maintenance|9240|EPCOS AG
8808|Metrikos, Inc. (mar-10)|MA|US|AWR-NE|Enterprise|Off Maintenance|8808|Metrikos, Inc. (mar-10)
8809|General Atomics Aeronautical Systems, Inc. - Reconnaissance Systems Group|CA|US|AWR-SW|Regional Office|Off Maintenance|5403|General Atomics
8810|TunerSmith|CA|US|AWR-NW|Enterprise|On Maintenance|8810|TunerSmith
8811|Powerwave - Salisbury|MD|US|AWR-SE|Site|No Service/Support|8751|Powerwave Technologies, Inc.
8812|Honeywell Aerospace - KS|KS|US|WTA|Site|On Maintenance|8870|Honeywell International Inc.
8813|Honeywell Aerospace - AZ|AZ|US|AWR-SW|Regional Office|On Maintenance|8870|Honeywell International Inc.
8814|Flextronics Design|Brno|CZ|RSA|Regional Office|Ex-Customer|8408|Flextronics
8815|RF Micro Devices, Inc. - Multimarket Products Group (may-09)|CO|US|AWR-SW|Regional Office|Off Maintenance|541|RF Micro Devices, Inc.
8816|IBITECH Co., Ltd.|Gifu|JP|AWR-JP|Regional Office|Out of Business|10057|IBIDEN Co., Ltd.
8817|Flextronics (China) Electronics Technology (apr-09)|Beijing|CN|AWR-TSMC|Regional Office|Off Maintenance|8408|Flextronics
8819|Akon, Inc.|CA|US|AWR-NW|Enterprise|Off Maintenance|8819|Akon, Inc.
8820|Photon Technology Co., Ltd. (apr-08)|Guangdong|CN|AWR-TSMC|Enterprise|Off Maintenance|8820|Photon Technology Co., Ltd. (apr-08)
8822|Universal Microwave Technology|Taipei Hsien|TW|AWR-TSMC|Enterprise|Off Maintenance|8822|Universal Microwave Technology
8823|Omron Corporation - Kusatsu Industrial Automation Company Network Device Department|Shiga|JP|AWR-JP|Regional Office|Ex-Customer|9349|Omron Corporation
8824|ETH Zurich - Department of Physics|Zurich|CH|AWR-NI|University|On Maintenance|9153|ETH Zurich
8826|Defense Electronics Applications Laboratory (DEAL)|Dehradun|IN|IDA|Regional Office|Off Maintenance|9418|Defence Research & Development Organisation (DRDO)
8827|Televic|West-Vlaanderen|BE|AWR-BNL|Enterprise|Off Maintenance|8827|Televic
8828|Belcom Microwaves LTD|Migdal Ha'emek|IL|AWR-IL|Enterprise|On Maintenance|8828|Belcom Microwaves LTD
8829|Chilisin Electronics Corp (jan-11)|Hsinchu|TW|AWR-TSMC|Enterprise|Off Maintenance|8829|Chilisin Electronics Corp (jan-11)
8830|Industrial Technology Research Institute (ITRI) - Electronics and Opto-Electronics Research Lab (EOL)|Hsinchu|TW|AWR-TSMC|Regional Office|Off Maintenance|1053|Industrial Technology Research Institute (ITRI)
8831|SARAS Technology Limited|West Yorkshire|GB|AWR-UK|Enterprise|On Maintenance|8831|SARAS Technology Limited
8833|Indian Institute of Technology - Centre of Applied Research in Electronics - New Delhi|New Delhi|IN|AWR-NI|University|Ex-Customer|8833|Indian Institute of Technology
8834|Plato Networks, Inc.|CA|US|AWR-NW|Enterprise|Ex-Customer|8834|Plato Networks, Inc.
8835|University of Belgrade - School of Engineering|Belgrade|RS|AWR-NI|University|On Maintenance|8835|University of Belgrade
8836|University of West Bohemia - Faculty of Electrical Engineering|Plzensky Kraj|CZ|AWR-NI|University|Ex-Customer|8836|University of West Bohemia
8837|Institute of Criminalistic of the FSS of the Russian Federation (may-07)|Moscow|RU|ETR|Enterprise|Off Maintenance|8837|Institute of Criminalistic of the FSS of the Russian Federation (may-07)
8838|Peregrine Semiconductor - Nashua|NH|US|AWR-NE|Site|Ex-Customer|7205|Peregrine Semiconductor
8839|Phasor Solutions Limited |Brixham|GB|AWR-APL|Enterprise|Off Maintenance|8839|Phasor Solutions Limited 
8840|Vislink International Ltd.|Hertfordshire|GB|AWR-UK|Regional Office|On Maintenance|10321|Vislink plc
8841|ON Semiconductor|CA|US|AWR-NW|Enterprise|Ex-Customer|8841|ON Semiconductor
8842|Denel Aerospace Systems|Centurion|ZA|DSC|Enterprise|On Maintenance|8842|Denel Aerospace Systems
8843|Texas Instruments (TI) - Germantown|MD|US|AWR-SE|Site|On Maintenance|6757|Texas Instruments (TI)
8844|Texas Instruments (TI) - Germany|Lower Saxony|DE|AWR-DE|Site|On Maintenance|6757|Texas Instruments (TI)
8845|University of Athens - Department of Physics|Athens|GR|AWR-NI|University|Ex-Customer|8845|University of Athens
8846|e2v Technologies (UK) Ltd - Lincoln|Lincolnshire|GB|AWR-UK|Enterprise|On Maintenance|8846|e2v Technologies (UK) Ltd
8847|SELEX Communications S.p.A. - Genova|Genova|IT|MED|Regional Office|Off Maintenance|9081|Finmeccanica
8848|Toshiba Transport Engineering (mar-12)|Tokyo|JP|AWR-JP|Regional Office|Off Maintenance|10040051|Toshiba
8849|Royal Holloway University of London - Department of Physics|Surrey|GB|AWR-UK|University|On Maintenance|8849|Royal Holloway University of London
8850|Department of Defense (DOD) - Maryland Procurement Office - Fort Meade (sep-07)|MD|US|AWR-SE|Regional Office|Off Maintenance|1210|Department of Defense (DOD)
8852|Adapt4, LLC|FL|US|AWR-SE|Enterprise|Ex-Customer|8852|Adapt4, LLC
8853|Broadband Instruments|TX|US|AWR-CE|Enterprise|Out of Business|8853|Broadband Instruments
8854|xG Technology, Inc.|FL|US|AWR-SE|Enterprise|Payment Due|8854|xG Technology, Inc.
8855|Cassidian Finland Oy - Helsinki|Helsinki|FI|AWR-APL|Regional Office|On Maintenance|9271|European Aeronautic Defence and Space (EADS) N.V.
8856|Suunto Oy|Vantaa|FI|AWR-APL|Enterprise|Off Maintenance|8856|Suunto Oy
8858|Emhiser Research, Inc. - Canada|ON|CA|AWR-NE|Regional Office|Off Maintenance|8758|Emhiser Research Inc.
8859|Rockwell Collins - 35th Street|IA|US|WTA|Site|On Maintenance|4862|Rockwell Collins
8860|Vienna University of Technology - Institute of Communications and Radio-Frequency Engineering|Vienna|AT|AWR-NI|University|On Maintenance|9054|Vienna University of Technology
8862|Nizhny Novgorod State University|Nizhny Novgorod|RU|AWR-NI|University|Ex-Customer|8862|Nizhny Novgorod State University
8863|ASUSTeK Computer Inc. (may-14)|Taipei|TW|AWR-TSMC|Enterprise|Off Maintenance|8863|ASUSTeK Computer Inc. (may-14)
8864|University of the Basque Country - Instituto de Tecnologfa Microelectr=nica|Bizkaia|ES|AWR-NI|University|On Maintenance|8864|University of the Basque Country
8865|Aeroflex Control Components, Inc.|NJ|US|AWR-NE|Regional Office|Off Maintenance|306|Aeroflex
8866|Jaybeam Wireless (jun-09)|Northhampton|GB|AWR-UK|Enterprise|Off Maintenance|8866|Jaybeam Wireless (jun-09)
8867|University of Malaga - ETSI Telecommunications|Malaga|ES|AWR-EU|University|On Maintenance|8867|University of Malaga
8868|Honeywell Defense and Space - MN|MN|US|WTA|Site|On Maintenance|8870|Honeywell International Inc.
8869|Honeywell Aerospace - FL|FL|US|AWR-SE|Site|On Maintenance|8870|Honeywell International Inc.
8871|Zednax|Manchester|GB|AWR-UK|Enterprise|Ex-Customer|8871|Zednax
8872|International Technology Center (jun-09)|NC|US|AWR-SE|Enterprise|Off Maintenance|8872|International Technology Center (jun-09)
8873|L-3 Com Mustang, LLC|TX|US|AWR-CE|Enterprise|On Maintenance|8873|L-3 Com Mustang, LLC
8874|SELEX Systems Integration Inc.|KS|US|WTA|Regional Office|On Maintenance|9081|Finmeccanica
8875|Vectrawave|Les Loges en Josas|FR|AWR-FR|Enterprise|Payment Due|8875|Vectrawave
8876|Adlightec|Lannion|FR|AWR-FR|Enterprise|Ex-Customer|8876|Adlightec
8877|Crossfield Technology, LLC (jan-13)|TX|US|AWR-CE|Enterprise|Off Maintenance|8877|Crossfield Technology, LLC (jan-13)
8878|ITS Electronics Inc.|ON|CA|AWR-NE|Enterprise|Ex-Customer|8878|ITS Electronics Inc.
8879|Adtec Plasma Technology Design Dept.|Hiroshima|JP|AWR-JP|Enterprise|Off Maintenance|8879|Adtec Plasma Technology Design Dept.
8881|University of Natural Sciences - VNU HCM|Ho Chi Minh City|VN|AWR-NI|University|Ex-Customer|8881|University of Natural Sciences
8882|National Technical University of Athens|Athens|GR|AWR-NI|University|Ex-Customer|8882|National Technical University of Athens
8883|Prescient Wireless|IL|US|AWR-NE|Enterprise|Off Maintenance|8883|Prescient Wireless
8884|University of Mississippi - Department of Electrical Engineering|MS|US|AWR-NI|University|Ex-Customer|8884|University of Mississippi
8885|Honeywell Defense and Space - NJ|NJ|US|AWR-NE|Site|On Maintenance|8870|Honeywell International Inc.
8886|Infineon Technologies China Co., Ltd.|Shanghai|CN|AWR-TSMC|Regional Office|Ex-Customer|312|Infineon Technologies AG
8887|University of Modena and Reggio Emilia|Modena|IT|AWR-NI|University|Ex-Customer|8887|University of Modena and Reggio Emilia
8888|Q-Free ASA|Trondheim|NO|AWR-SC|Enterprise|On Maintenance|8888|Q-Free ASA
8889|Tadiran Electronic Systems Ltd.|Holon|IL|AWR-IL|Regional Office|On Maintenance|3342|Elisra Electronic Systems Ltd.
8890|CERN|Geneve|CH|WLB|Enterprise|On Maintenance|8890|CERN
8892|Custom One Design (oct-08)|MA|US|AWR-NE|Enterprise|No Service/Support|8892|Custom One Design (oct-08)
8893|California State University - Fresno - Electrical and Computer Engineering|CA|US|AWR-NI|University|Ex-Customer|9444|California State University
8894|Toshiba Semiconductor (aug-09)|Fukuoka|JP|AWR-JP|Regional Office|Off Maintenance|10040051|Toshiba
8895|Avago Technologies - CA|CA|US|AWR-NW|Enterprise|Ex-Customer|8895|Avago Technologies
8896|Accu-Sort Systems (dec-11)|PA|US|AWR-NE|Enterprise|Off Maintenance|8896|Accu-Sort Systems (dec-11)
8898|Samsung Electronics Co., Ltd.|Gyeonggi-do|KR|AWR-KR|Regional Office|On Maintenance|9167|Samsung
8899|Aalto University - School of Electrical Engineering - Department of Radio Science and Engineering|Espoo|FI|Default Value|University|On Maintenance|9082|Aalto University
8899|Aalto University - School of Electrical Engineering - Department of Radio Science and Engineering|Espoo|FI|AWR|University|On Maintenance|9082|Aalto University
89|Cascade Microtech, Inc.|OR|US|AWR-NW|Enterprise|Off Maintenance|89|Cascade Microtech, Inc.
890|University of Waterloo|ON|CA|AWR-NI|University|Ex-Customer|890|University of Waterloo
8901|Tallinn University of Technology|Tallinn|EE|Default Value|University|On Maintenance|8901|Tallinn University of Technology
8901|Tallinn University of Technology|Tallinn|EE|AWR|University|On Maintenance|8901|Tallinn University of Technology
8902|Posner Consulting, Inc.|CA|US|AWR-SW|Enterprise|Off Maintenance|8902|Posner Consulting, Inc.
8903|ISRO Satellite Centre (ISAC)|Karnataka|IN|IDA|Regional Office|Off Maintenance|9335|Indian Space Research Organization (ISRO) Headquarters
8904|CST of America, Inc. - MA|MA|US|AWR-NE|Regional Office|Partner|8759|CST GmbH
8905|TriQuint Semiconductor - FL|FL|US|AWR-SE|Regional Office|On Maintenance|665|TriQuint Semiconductor
8907|Kansai University|Osaka|JP|NI-JP|University|Ex-Customer|8907|Kansai University
8908|University of Texas at Dallas|TX|US|Default Value|University|On Maintenance|8908|University of Texas at Dallas
8908|University of Texas at Dallas|TX|US|AWR|University|On Maintenance|8908|University of Texas at Dallas
8909|Hindustan Aeronautics Ltd. HAL Post|Hyderabad|IN|IDA|Enterprise|Off Maintenance|8909|Hindustan Aeronautics Ltd. HAL Post
8910|Polarizone Technologies SDN. BHD.|Selangor|MY|RSM|Enterprise|Ex-Customer|8910|Polarizone Technologies SDN. BHD.
8911|Rambus Inc.|CA|US|AWR-NW|Enterprise|Ex-Customer|8911|Rambus Inc.
8914|Renaissance Wireless|NJ|US|AWR-NE|Enterprise|Ex-Customer|8914|Renaissance Wireless
8915|University of Limerick - ECE Department|Limerick|IE|AWR-NI|University|Ex-Customer|8915|University of Limerick
8917|Sagem Communication - Velizy|Velizy|FR|AWR-FR|Regional Office|Ex-Customer|8920|Sagem Communication
8918|Advantech Allgon Microwave (sep-08)|QC|CA|AWR-NE|Enterprise|Ex-Customer|8918|Advantech Allgon Microwave (sep-08)
892|Motia, Inc. (dec-07)|CA|US|AWR-SW|Enterprise|Off Maintenance|892|Motia, Inc. (dec-07)
8921|Teletronics Technology Corp|PA|US|AWR-NE|Enterprise|On Maintenance|8921|Teletronics Technology Corp
8922|Defence Electronics Research Laboratory (DLRL) - Microwave Wing|AP|IN|IDA|Regional Office|On Maintenance|9418|Defence Research & Development Organisation (DRDO)
8925|FairTech Corporation, Inc. (aug-12)|Hsinchu|TW|AWR-TSMC|Enterprise|Off Maintenance|8925|FairTech Corporation, Inc. (aug-12)
8926|Coda Octopus Colmek (dec-11)|UT|US|AWR-SW|Enterprise|Off Maintenance|8926|Coda Octopus Colmek (dec-11)
8929|Fuji  Film Co Ltd. - Equipment R&D Center - R&D Management Headquarters (sep-09)|Kanagawa|JP|AWR-JP|Enterprise|Off Maintenance|8929|Fuji  Film Co Ltd.
